M_max_Msun,R_max_km,sigma_crit_star
2.0551297471176087,11.577136258782764,93.99965545356939
2.011424989633296,11.380781018289353,94.00027350022765
2.0326398694381913,11.476886037504412,94.00027350022765
2.102971741325398,11.615598160384833,94.00332355289156
2.039446772520482,11.410373850214546,94.20476952374796
2.0788711457516946,11.681914648040964,94.50945351484123
2.0738233852639194,11.627819832094145,94.57735601650225
2.0062502151643575,11.200266543212527,95.01483761914923
2.3437452083319683,12.98911414105635,95.05290192616218
2.2357689014988305,12.366572858776872,95.27912592640979
2.4592144526571835,13.656761267300244,95.34400672148632
2.0109060487732093,11.088769278027103,95.49263742262941
2.1347469784236477,11.785648450391708,95.76974266380911
2.069423237286586,11.573065916448872,96.00060533575952
2.0011471393462394,11.36560707768917,96.09670529592074
2.020046358147389,11.450870128645661,96.09670529592074
2.0402549653712994,11.541390675565431,96.09670529592074
2.061772630968537,11.636873754191255,96.09670529592074
2.084626731944775,11.74077672002412,96.09682397799786
2.1042244672111963,11.793745551029678,96.42049408721891
2.1094958711390492,11.85384894221603,96.46836450794525
2.3808455741696224,13.18446744532671,96.47793589297505
2.4998334396989623,13.8727299677572,96.66914420851838
2.0354348217091833,11.357501921519473,96.78955958665296
2.270572370542287,12.55102663847766,96.85256933278035
2.0404566929158,11.24822452428974,97.21933822189192
2.1676227452714287,11.960567630123549,97.4792243662552
2.0996226327923297,11.74085130901883,97.75546908828667
2.4196707255297327,13.398404000354626,97.8600175681453
2.5409372541347937,14.099142727841299,97.96021277044862
2.0118027157404064,11.442775064635184,98.1275394325937
2.029576535943866,11.522332968761804,98.1275394325937
2.048738252395301,11.611763741624413,98.1275394325937
2.0692488545574697,11.70486063167284,98.1275394325937
2.0915271695550675,11.80706205976589,98.1275394325937
2.1155390343578,11.91376339261934,98.1275394325937
2.135761721914064,11.970490340064453,98.2237963908874
2.306354890042092,12.744940605683302,98.36621801524676
2.140871335912747,12.025210737512765,98.38600514053834
2.0656605077915455,11.525061772349979,98.51985858227114
2.002993633713099,11.152118539493717,98.54459322139883
2.0712645725815424,11.40937406590131,98.95388729902184
2.2007920886509234,12.142084993478749,99.12969433145322
2.4587047258371193,13.605074052441925,99.20214750726795
2.131323786692055,11.911536505802188,99.47090108905195
2.3431612297836657,12.93920562213488,99.8253581269328
2.1675074683821314,12.141124671714783,99.98824236857861
2.008196508009111,11.457199181396163,100.09438126664298
2.0234411982604508,11.52773459127874,100.09438126664298
2.040118865779967,11.603923214262638,100.09438126664298
2.058178104678668,11.685530129873152,100.09438126664298
2.0777693727191178,11.77666243442944,100.09438126664298
2.099364210479026,11.873092799804326,100.09438126664298
2.122308105737044,11.974713259910265,100.09438126664298
