delta_sigma_crit
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.097905448636894
5.089641084383658
5.082978676273001
5.0764876402460715
5.069764416721043
5.060335006134281
5.0452883241835025
5.02098767546687
5.035795945973234
5.106106770670536
5.139829226091109
5.125282572232692
5.047353543706208
4.892782834146459
4.648090269058969
3.8007149142940477
1.7877803458077324e-05
8.888736346079895e-05
0.00023254172646147708
-0.0003607797544020741
0.03755013797953666
0.13008446246351468
0.22608900242134666
0.3266948836765522
4.546711243980113
4.530126259662126
4.511746027462237
4.493655582372128
4.4705637461732834
4.4437996616328945
4.4092259895215165
4.363208968208653
4.302887139652299
4.224174264588115
4.122170265365469
3.7244493662008438
3.098663688743173
2.5703565307580334
1.967332928380202
1.8199352520014997
0.00037187395976445714
-6.890883992127783e-05
-0.0003911137904140105
-0.0003134233752035698
-0.00017097894291850935
-0.00043431484621692107
-4.550792027657735e-06
-4.117004678505509e-06
0.018386493425936123
3.5865725381438693
3.053321820464376
2.5714060081010217
2.2650181242866836
2.2346541232206647
2.2204532124876124
2.200834406384402
2.173091668522389
2.1414950460745956
1.7303624666369473
1.288417251070797
1.4464743896089658
0.8916240732204841
0.0
0.0
0.0
-0.0006114726618307031
-0.0002340858434877191
0.00010398422401181051
-7.216098964590856e-06
0.00013079433074381086
0.0
0.0003166984085680724
3.921456263356049e-05
0.0004701484349993734
-1.6553234317484566e-05
0.00022647377861062523
0.8855661284839442
0.5578315568934187
0.2207289851794485
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.00019879485344631576
0.00030592958457020814
4.4909137386639486e-07
-0.00042723153900681154
-5.4104743298921676e-05
-1.8489819197498036e-05
0.00045969366975384673
-0.00013603214182467127
-2.073611882735804e-05
0.0002739802967681726
0.0
1.0455906362949463e-08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0001004900459520286
-2.8610362306835668e-05
-0.0003546472327400352
-0.0001052702780555137
-0.00021665296208084328
-4.1185288068845693e-07
-0.00028333068826214003
9.386435645808433e-05
-2.07724413314736e-06
-0.00038796620223990885
0.0003122087712768007
-1.1518080640371409e-06
-0.0002714935863110668
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-2.05203948127064e-05
-0.000347752795875067
-0.00012315820093533603
9.397339529471083e-05
-9.454371337369594e-06
-0.00031140320167821756
0.0
-8.480063925730974e-06
-0.0005779202943614337
0.0
-5.5559740559374404e-06
0.00036558344383763597
0.0
-4.675220424132931e-07
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.00022692573321592135
-0.00011978274743285056
-7.891124582215525e-06
5.9077621017422643e-08
-0.0002787518657783039
0.0
0.000414204921796113
-5.252154238633011e-06
-0.0002156347333652775
6.476297419055754e-05
-6.065436394919743e-06
-0.00029725037084915584
0.00015734064497507916
-5.367941810163757e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.1175323322731856e-05
-0.0001352927992570585
0.0
-0.0004633652924752596
8.042951066045134e-06
-0.0005624538577393423
0.0
-1.1037295180926776e-05
-0.0005819366799215686
0.0
-1.0347213574846137e-05
-0.0007405275263039357
0.0
-3.652218450156397e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0002574451824841617
-7.802611607132803e-05
0.0
0.0
2.8168907277859034e-06
-0.00035785947802935425
0.0
0.00010773994949886401
-5.461820155971964e-05
-0.0006045074242138071
0.0
1.318774448577642e-05
-0.0006978823326306838
0.0
-6.975429629108021e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0005217299631112837
-4.237665524442491e-05
0.0
0.0
0.0005333056660674629
-4.625171905559e-05
0.0
0.0
3.649862065913112e-06
-0.0003450939847198242
0.0
0.0005154979333781284
-7.599653130796469e-05
0.0
0.00036173779966475195
-9.146276921967456e-05
0.0
2.7618980311672203e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.9420376730749922e-05
0.0
0.0
0.0001969467214735232
-1.3515509493799982e-05
0.0
0.0
0.0003604143442714758
-2.353231774065989e-05
0.0
0.0
9.590379519863745e-06
-0.0003067287141647057
0.0
5.151386247348455e-06
-0.00035955008020494006
0.0
1.2948123981004755e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00040480120790675755
-2.048049907443783e-06
-0.00014861592629245024
0.0
-0.00024050927373764353
-2.062068745090073e-06
0.0
0.0
0.00032709848053968926
-5.588368608755445e-06
0.0
-3.5581358673653085e-05
-2.447440905939402e-06
0.0
0.0
-1.934153885940759e-06
0.0
0.00012260400069408206
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.00011597913317018538
-0.0006381834422768407
5.147125114035589e-05
0.0
0.0
-0.0006866030945786861
7.790460409751176e-05
0.0
0.0
-0.0004544253616529659
0.0
0.0
0.00036251450276836295
-3.867231157528295e-08
0.0
0.00017446574311463792
-6.138263586308312e-08
0.0
0.00037636774068516843
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00044081814820629006
-7.005525048953132e-09
0.0
0.0
0.0002176710112848923
4.211181550317633e-05
0.0
0.0
0.00027382100972772605
-1.7370950899930904e-08
0.0
0.0
-0.0005127103272286604
0.0
0.0
-0.0006164625733617868
0.0
0.0
-0.0004925146760967891
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00031813456303098064
-2.9054092465230497e-09
0.0
0.0
4.755013685553422e-05
-0.0008435376184650067
0.0
0.0
-0.0001652473041247049
0.0004939579897325075
0.0
0.0
0.00012864047116067923
-8.250253813457675e-09
0.0
0.0
0.0003920064978899518
0.0
0.0
0.000445648773592211
0.0
0.0
-2.774302743091539e-08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0003261244883958625
0.0
0.0
0.0
0.0002740360797588437
0.0
0.0
0.0
-0.0008940312604295286
0.0
0.0
7.464879411145375e-05
0.0
0.0
0.0
-5.494570132213994e-09
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00020478757122077695
0.0
0.0
0.0
5.8887914605065816e-05
2.3046805978310658e-05
0.0
0.0
5.810107955994681e-05
0.0
0.0
0.0
0.0002545863317493513
0.0
0.0
8.068313218245748e-05
0.0
0.0
4.4315412509376984e-05
0.0
0.0
0.00020200204482989648
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00011127071718419757
0.0
0.0
0.0
0.0
0.000153265737452557
0.0
0.0
0.0
0.0001739772970950071
0.0
0.0
0.0
0.0
0.0
0.0
0.00018191322507732366
0.0
0.0
0.00013332803385424086
0.0
0.0
0.000187966559991537
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.893764241842291e-05
0.0
0.0
0.0
0.0
9.894817588929072e-05
0.0
0.0
0.0
3.6810051341262806e-05
0.0
0.0
0.0
7.582999080568698e-05
0.0
0.0
0.0
0.0
0.0
0.0
9.513696630847335e-05
0.0
0.0
5.8707047855932615e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.3880438388014227e-05
0.0
0.0
0.0
0.0
1.900207377047991e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0002126091381455808
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.610255890544977e-05
0.0
0.0
0.0
8.276191351797024e-06
0.0
0.0
0.0
2.567840024880752e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.655158136301907e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.235262281326868e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
