set,snapshot,sigma,n_B_over_n0,T_nuc_MeV
B4145_D80_a0.16_ms100,$t_0$,50.0,0.1,20.576590327641682
B4145_D80_a0.16_ms100,$t_0$,50.0,0.13979930511686672,19.711879612496293
B4145_D80_a0.16_ms100,$t_0$,50.0,0.17959867340492736,19.15649070714168
B4145_D80_a0.16_ms100,$t_0$,50.0,0.21939797852179407,18.751771065623927
B4145_D80_a0.16_ms100,$t_0$,50.0,0.25919734680985473,18.42869767472495
B4145_D80_a0.16_ms100,$t_0$,50.0,0.2989966519267214,18.152996927256535
B4145_D80_a0.16_ms100,$t_0$,50.0,0.33879595704358817,17.90610198612081
B4145_D80_a0.16_ms100,$t_0$,50.0,0.3785953253316488,17.677389536907313
B4145_D80_a0.16_ms100,$t_0$,50.0,0.4183946304485155,17.460490528485273
B4145_D80_a0.16_ms100,$t_0$,50.0,0.4581939987365761,17.25152159266287
B4145_D80_a0.16_ms100,$t_0$,50.0,0.49799330385344287,17.048027328100176
B4145_D80_a0.16_ms100,$t_0$,50.0,0.5377926721415035,16.84845205336633
B4145_D80_a0.16_ms100,$t_0$,50.0,0.5775919772583702,16.651775363010955
B4145_D80_a0.16_ms100,$t_0$,50.0,0.6173912823752369,16.457333066866024
B4145_D80_a0.16_ms100,$t_0$,50.0,0.6571907770056854,16.26464709555523
B4145_D80_a0.16_ms100,$t_0$,50.0,0.6969898926089704,16.07339763700138
B4145_D80_a0.16_ms100,$t_0$,50.0,0.7367890082122552,15.883351883907334
B4145_D80_a0.16_ms100,$t_0$,50.0,0.7765887555274795,15.694394134292622
B4145_D80_a0.16_ms100,$t_0$,50.0,0.8163878711307644,15.50644738318689
B4145_D80_a0.16_ms100,$t_0$,50.0,0.8561869867340492,15.319362460032893
B4145_D80_a0.16_ms100,$t_0$,50.0,0.8959867340492736,15.132910729736965
B4145_D80_a0.16_ms100,$t_0$,50.0,0.9357858496525585,14.946835294768043
B4145_D80_a0.16_ms100,$t_0$,50.0,0.9755855969677827,14.760820895661203
B4145_D80_a0.16_ms100,$t_0$,50.0,1.0153847125710675,14.57446574948272
B4145_D80_a0.16_ms100,$t_0$,50.0,1.0551838281743526,14.38736227301658
B4145_D80_a0.16_ms100,$t_0$,50.0,1.0949835754895767,14.198992416053002
B4145_D80_a0.16_ms100,$t_0$,50.0,1.1347826910928616,14.008803994633144
B4145_D80_a0.16_ms100,$t_0$,50.0,1.1745818066961466,13.816936811020222
B4145_D80_a0.16_ms100,$t_0$,50.0,1.214381554011371,13.624381745657208
B4145_D80_a0.16_ms100,$t_0$,50.0,1.2541806696146558,13.431630972160075
B4145_D80_a0.16_ms100,$t_0$,50.0,1.2939797852179407,13.238994302980666
B4145_D80_a0.16_ms100,$t_0$,50.0,1.333779532533165,13.046697798728083
B4145_D80_a0.16_ms100,$t_0$,50.0,1.3735786481364498,12.854812879845316
B4145_D80_a0.16_ms100,$t_0$,50.0,1.413377763739735,12.663307367922469
B4145_D80_a0.16_ms100,$t_0$,50.0,1.453177511054959,12.472019072917126
B4145_D80_a0.16_ms100,$t_0$,50.0,1.4929766266582438,12.280738330060807
B4145_D80_a0.16_ms100,$t_0$,50.0,1.532775742261529,12.089129875218244
B4145_D80_a0.16_ms100,$t_0$,50.0,1.5725754895767532,11.896763344091342
B4145_D80_a0.16_ms100,$t_0$,50.0,1.6123746051800378,11.702966068855941
B4145_D80_a0.16_ms100,$t_0$,50.0,1.652173720783323,11.50702994935511
B4145_D80_a0.16_ms100,$t_0$,50.0,1.6919734680985472,11.30862292697695
B4145_D80_a0.16_ms100,$t_0$,50.0,1.7317725837018318,11.107708027438688
B4145_D80_a0.16_ms100,$t_0$,50.0,1.771571699305117,10.904596542526786
B4145_D80_a0.16_ms100,$t_0$,50.0,1.8113714466203412,10.699972704482862
B4145_D80_a0.16_ms100,$t_0$,50.0,1.8511705622236259,10.494810311727013
B4145_D80_a0.16_ms100,$t_0$,50.0,1.890969677826911,10.29039951889209
B4145_D80_a0.16_ms100,$t_0$,50.0,1.9307694251421352,10.088270504939256
B4145_D80_a0.16_ms100,$t_0$,50.0,1.9705685407454203,9.889846033291454
B4145_D80_a0.16_ms100,$t_0$,50.0,2.010367656348705,9.69582058435265
B4145_D80_a0.16_ms100,$t_0$,50.0,2.050167403663929,9.505682375494306
B4145_D80_a0.16_ms100,$t_0$,50.0,2.089966519267214,9.31472886798048
B4145_D80_a0.16_ms100,$t_0$,50.0,2.129765634870499,9.111810077259195
B4145_D80_a0.16_ms100,$t_0$,50.0,2.169565382185723,8.901636402816324
B4145_D80_a0.16_ms100,$t_0$,50.0,2.209364497789008,8.68336670287999
B4145_D80_a0.16_ms100,$t_0$,50.0,2.249163613392293,8.456069391445691
B4145_D80_a0.16_ms100,$t_0$,50.0,2.2889633607075175,8.21984204019202
B4145_D80_a0.16_ms100,$t_0$,50.0,2.328762476310802,7.97816213177938
B4145_D80_a0.16_ms100,$t_0$,50.0,2.368561591914087,7.740934414474881
B4145_D80_a0.16_ms100,$t_0$,50.0,2.4083613392293115,7.517087699721413
B4145_D80_a0.16_ms100,$t_0$,50.0,2.448160454832596,7.310199733536481
B4145_D80_a0.16_ms100,$t_0$,50.0,2.4879595704358817,7.119427687708291
B4145_D80_a0.16_ms100,$t_0$,50.0,2.5277593177511055,6.942931998452419
B4145_D80_a0.16_ms100,$t_0$,50.0,2.56755843335439,6.7784881196511355
B4145_D80_a0.16_ms100,$t_0$,50.0,2.6073575489576757,6.6250515497175755
B4145_D80_a0.16_ms100,$t_0$,50.0,2.6471572962728995,6.4823930952866915
B4145_D80_a0.16_ms100,$t_0$,50.0,2.686956411876184,6.350913706901634
B4145_D80_a0.16_ms100,$t_0$,50.0,2.726756159191409,6.232312082656349
B4145_D80_a0.16_ms100,$t_0$,50.0,2.7665552747946935,6.128133646488423
B4145_D80_a0.16_ms100,$t_0$,50.0,2.8063543903979786,6.040647593309848
B4145_D80_a0.16_ms100,$t_0$,50.0,2.846154137713203,5.971866594159802
B4145_D80_a0.16_ms100,$t_0$,50.0,2.8859532533164876,5.921509102068803
B4145_D80_a0.16_ms100,$t_0$,50.0,2.9257523689197726,5.888258268223673
B4145_D80_a0.16_ms100,$t_0$,50.0,2.965552116234997,5.869257239355137
B4145_D80_a0.16_ms100,$t_0$,50.0,3.0053512318382816,5.861407483865961
B4145_D80_a0.16_ms100,$t_0$,50.0,3.0451503474415667,5.862192987774273
B4145_D80_a0.16_ms100,$t_0$,50.0,3.084950094756791,5.86932279209497
B4145_D80_a0.16_ms100,$t_0$,50.0,3.124749210360076,5.881227830909204
B4145_D80_a0.16_ms100,$t_0$,50.0,3.1645483259633607,5.896454245438244
B4145_D80_a0.16_ms100,$t_0$,50.0,3.204348073278585,5.913900356197181
B4145_D80_a0.16_ms100,$t_0$,50.0,3.2441471888818696,5.932581141600795
B4145_D80_a0.16_ms100,$t_0$,50.0,3.283946304485155,5.952196890754021
B4145_D80_a0.16_ms100,$t_0$,50.0,3.323746051800379,5.971777578951398
B4145_D80_a0.16_ms100,$t_0$,50.0,3.3635451674036636,5.991360872510761
B4145_D80_a0.16_ms100,$t_0$,50.0,3.403344283006949,6.010034116176152
B4145_D80_a0.16_ms100,$t_0$,50.0,3.443144030322173,6.028112467072291
B4145_D80_a0.16_ms100,$t_0$,50.0,3.4829431459254576,6.045091336730811
B4145_D80_a0.16_ms100,$t_0$,50.0,3.522742261528743,6.060934168128613
B4145_D80_a0.16_ms100,$t_0$,50.0,3.562542008843967,6.075687768541695
B4145_D80_a0.16_ms100,$t_0$,50.0,3.6023411244472525,6.088988444038821
B4145_D80_a0.16_ms100,$t_0$,50.0,3.642140240050537,6.101258598728293
B4145_D80_a0.16_ms100,$t_0$,50.0,3.681939987365761,6.111993753359567
B4145_D80_a0.16_ms100,$t_0$,50.0,3.7217391029690465,6.121233103630053
B4145_D80_a0.16_ms100,$t_0$,50.0,3.761538218572331,6.129373919540598
B4145_D80_a0.16_ms100,$t_0$,50.0,3.801337965887555,6.1358209490637865
B4145_D80_a0.16_ms100,$t_0$,50.0,3.8411370814908405,6.140842726739502
B4145_D80_a0.16_ms100,$t_0$,50.0,3.880936197094125,6.144471897418421
B4145_D80_a0.16_ms100,$t_0$,50.0,3.92073594440935,6.146392408023868
B4145_D80_a0.16_ms100,$t_0$,50.0,3.9605350600126346,6.146813406409366
B4145_D80_a0.16_ms100,$t_0$,50.0,4.00033417561592,6.1456137891497775
B4145_D80_a0.16_ms100,$t_0$,50.0,4.040133922931144,6.142911765718435
B4145_D80_a0.16_ms100,$t_0$,50.0,4.079933038534429,6.13872791255547
B4145_D80_a0.16_ms100,$t_0$,50.0,4.119732154137713,6.133332858769694
B4145_D80_a0.16_ms100,$t_0$,50.0,4.1595319014529375,6.126288562384142
B4145_D80_a0.16_ms100,$t_0$,50.0,4.199331017056222,6.117855267175122
B4145_D80_a0.16_ms100,$t_0$,50.0,4.239130132659508,6.107968560721963
B4145_D80_a0.16_ms100,$t_0$,50.0,4.278929879974732,6.09700323705928
B4145_D80_a0.16_ms100,$t_0$,50.0,4.318728995578017,6.084492635994224
B4145_D80_a0.16_ms100,$t_0$,50.0,4.358528742893241,6.070522395119631
B4145_D80_a0.16_ms100,$t_0$,50.0,4.3983278584965255,6.055302489340538
B4145_D80_a0.16_ms100,$t_0$,50.0,4.43812697409981,6.038316850057122
B4145_D80_a0.16_ms100,$t_0$,50.0,4.477926721415035,6.019677808070697
B4145_D80_a0.16_ms100,$t_0$,50.0,4.51772583701832,5.999481395519691
B4145_D80_a0.16_ms100,$t_0$,50.0,4.557524952621605,5.977212293812161
B4145_D80_a0.16_ms100,$t_0$,50.0,4.597324699936829,5.953338528431999
B4145_D80_a0.16_ms100,$t_0$,50.0,4.6371238155401135,5.927308391863183
B4145_D80_a0.16_ms100,$t_0$,50.0,4.676922931143398,5.899436157978298
B4145_D80_a0.16_ms100,$t_0$,50.0,4.716722678458623,5.8696778743062765
B4145_D80_a0.16_ms100,$t_0$,50.0,4.756521794061908,5.838001161230813
B4145_D80_a0.16_ms100,$t_0$,50.0,4.796320909665193,5.804888159929251
B4145_D80_a0.16_ms100,$t_0$,50.0,4.836120656980417,5.770240650683968
B4145_D80_a0.16_ms100,$t_0$,50.0,4.875919772583702,5.7343888850130025
B4145_D80_a0.16_ms100,$t_0$,50.0,4.915718888186986,5.696839343687272
B4145_D80_a0.16_ms100,$t_0$,50.0,4.955518635502211,5.658114116715173
B4145_D80_a0.16_ms100,$t_0$,50.0,4.995317751105496,5.61736125384251
B4145_D80_a0.16_ms100,$t_0$,50.0,5.035116866708781,5.574959597778419
B4145_D80_a0.16_ms100,$t_0$,50.0,5.074916614024005,5.530018188456459
B4145_D80_a0.16_ms100,$t_0$,50.0,5.11471572962729,5.4825258115138435
B4145_D80_a0.16_ms100,$t_0$,50.0,5.154514845230575,5.432414771849049
B4145_D80_a0.16_ms100,$t_0$,50.0,5.194314592545799,5.379440626260361
B4145_D80_a0.16_ms100,$t_0$,50.0,5.234113708149084,5.32368947396797
B4145_D80_a0.16_ms100,$t_0$,50.0,5.273912823752369,5.265061491115287
B4145_D80_a0.16_ms100,$t_0$,50.0,5.313712571067593,5.204409788210328
B4145_D80_a0.16_ms100,$t_0$,50.0,5.353511686670878,5.14172751844225
B4145_D80_a0.16_ms100,$t_0$,50.0,5.393310802274163,5.077333108348135
B4145_D80_a0.16_ms100,$t_0$,50.0,5.433110549589387,5.012185639550508
B4145_D80_a0.16_ms100,$t_0$,50.0,5.472909665192672,4.946583485744359
B4145_D80_a0.16_ms100,$t_0$,50.0,5.512708780795958,4.881215271558342
B4145_D80_a0.16_ms100,$t_0$,50.0,5.552508528111181,4.81624676012817
B4145_D80_a0.16_ms100,$t_0$,50.0,5.592307643714466,4.75211181638182
B4145_D80_a0.16_ms100,$t_0$,50.0,5.632106759317751,4.689318625968992
B4145_D80_a0.16_ms100,$t_0$,50.0,5.6719065066329755,4.627938296389183
B4145_D80_a0.16_ms100,$t_0$,50.0,5.711705622236261,4.568348767845242
B4145_D80_a0.16_ms100,$t_0$,50.0,5.751504737839546,4.5106433885240795
B4145_D80_a0.16_ms100,$t_0$,50.0,5.791304485154769,4.460239499220215
B4145_D80_a0.16_ms100,$t_0$,50.0,5.831103600758055,4.4184452931111124
B4145_D80_a0.16_ms100,$t_0$,50.0,5.870902716361339,4.376095785110143
B4145_D80_a0.16_ms100,$t_0$,50.0,5.9107024636765635,4.333318211392874
B4145_D80_a0.16_ms100,$t_0$,50.0,5.950501579279849,4.289723758981496
B4145_D80_a0.16_ms100,$t_0$,50.0,5.990300694883134,4.245446839085849
B4145_D80_a0.16_ms100,$t_0$,50.0,6.030100442198358,4.200348570914275
B4145_D80_a0.16_ms100,$t_0$,50.0,6.069899557801643,4.1541068004901724
B4145_D80_a0.16_ms100,$t_0$,50.0,6.109699305116867,4.1067904620825075
B4145_D80_a0.16_ms100,$t_0$,50.0,6.149498420720152,4.058253969604688
B4145_D80_a0.16_ms100,$t_0$,50.0,6.189297536323437,4.008150257208582
B4145_D80_a0.16_ms100,$t_0$,50.0,6.22909728363866,3.956418151881991
B4145_D80_a0.16_ms100,$t_0$,50.0,6.268896399241946,3.902761305294582
B4145_D80_a0.16_ms100,$t_0$,50.0,6.308695514845231,3.846710032049064
B4145_D80_a0.16_ms100,$t_0$,50.0,6.348496525584333,3.7878191865636675
B4145_D80_a0.16_ms100,$t_0$,50.0,6.3882943777637395,3.725732864983288
B4145_D80_a0.16_ms100,$t_0$,50.0,6.428092229943147,3.659947486107132
B4145_D80_a0.16_ms100,$t_0$,50.0,6.467890082122553,3.5900078457144895
B4145_D80_a0.16_ms100,$t_0$,50.0,6.507694251421352,3.515576914356646
B4145_D80_a0.16_ms100,$t_0$,50.0,6.547492103600758,3.4362626305806807
B4145_D80_a0.16_ms100,$t_0$,50.0,6.587289955780164,3.3518840917840995
B4145_D80_a0.16_ms100,$t_0$,50.0,6.62708780795957,3.262522193476907
B4145_D80_a0.16_ms100,$t_0$,50.0,6.666891977258371,3.16839158970156
B4145_D80_a0.16_ms100,$t_0$,50.0,6.706689829437776,3.0703339055833427
B4145_D80_a0.16_ms100,$t_0$,50.0,6.746487681617182,2.970043842755195
B4145_D80_a0.16_ms100,$t_0$,50.0,6.786285533796589,2.8699817562269563
B4145_D80_a0.16_ms100,$t_0$,50.0,6.826089703095389,2.77315135628795
B4145_D80_a0.16_ms100,$t_0$,50.0,6.865887555274795,2.6813649014053835
B4145_D80_a0.16_ms100,$t_0$,50.0,6.905685407454201,2.5952432105389724
B4145_D80_a0.16_ms100,$t_0$,50.0,6.9454832596336065,2.515163849980294
B4145_D80_a0.16_ms100,$t_0$,50.0,6.985287428932407,2.4410101460826246
B4145_D80_a0.16_ms100,$t_0$,50.0,7.025085281111814,2.3724740129597577
B4145_D80_a0.16_ms100,$t_0$,50.0,7.064883133291219,2.309260903858511
B4145_D80_a0.16_ms100,$t_0$,50.0,7.104680985470625,2.251216660582675
B4145_D80_a0.16_ms100,$t_0$,50.0,7.1444788376500314,2.197751333074663
B4145_D80_a0.16_ms100,$t_0$,50.0,7.1842830069488315,2.148540714455972
B4145_D80_a0.16_ms100,$t_0$,50.0,7.224080859128238,2.103209097260161
B4145_D80_a0.16_ms100,$t_0$,50.0,7.263878711307644,2.061344479300584
B4145_D80_a0.16_ms100,$t_0$,50.0,7.30367656348705,2.0227468745146195
B4145_D80_a0.16_ms100,$t_0$,50.0,7.34348073278585,1.9870848606674725
B4145_D80_a0.16_ms100,$t_0$,50.0,7.3832785849652565,1.9540287577459134
B4145_D80_a0.16_ms100,$t_0$,50.0,7.423076437144663,1.9233001361074213
B4145_D80_a0.16_ms100,$t_0$,50.0,7.462874289324068,1.8946474460373062
B4145_D80_a0.16_ms100,$t_0$,50.0,7.502678458622867,1.8678416145281729
B4145_D80_a0.16_ms100,$t_0$,50.0,7.542476310802275,1.8426906763325468
B4145_D80_a0.16_ms100,$t_0$,50.0,7.5822741629816806,1.8190288608133196
B4145_D80_a0.16_ms100,$t_0$,50.0,7.622072015161087,1.796735400738098
B4145_D80_a0.16_ms100,$t_0$,50.0,7.661869867340493,1.7757082675163072
B4145_D80_a0.16_ms100,$t_0$,50.0,7.701674036639292,1.7558240144379376
B4145_D80_a0.16_ms100,$t_0$,50.0,7.741471888818699,1.737021486859181
B4145_D80_a0.16_ms100,$t_0$,50.0,7.7812697409981055,1.719178712962914
B4145_D80_a0.16_ms100,$t_0$,50.0,7.821067593177512,1.7022528668760113
B4145_D80_a0.16_ms100,$t_0$,50.0,7.860871762476311,1.685628299976649
B4145_D80_a0.16_ms100,$t_0$,50.0,7.900669614655716,1.669616482090746
B4145_D80_a0.16_ms100,$t_0$,50.0,7.940467466835124,1.6543360831446556
B4145_D80_a0.16_ms100,$t_0$,50.0,7.98026531901453,1.63974707251487
B4145_D80_a0.16_ms100,$t_0$,50.0,8.020069488313329,1.6258289897030704
B4145_D80_a0.16_ms100,$t_0$,50.0,8.059867340492735,1.6125283337953866
B4145_D80_a0.16_ms100,$t_0$,50.0,8.099665192672141,1.599812006816533
B4145_D80_a0.16_ms100,$t_0$,50.0,8.13946304485155,1.5876652449553246
B4145_D80_a0.16_ms100,$t_0$,50.0,8.179267214150348,1.5760406041244674
B4145_D80_a0.16_ms100,$t_0$,50.0,8.219065066329753,1.564925464742863
B4145_D80_a0.16_ms100,$t_0$,50.0,8.258862918509159,1.5542810839785541
B4145_D80_a0.16_ms100,$t_0$,50.0,8.298660770688565,1.544082844908286
B4145_D80_a0.16_ms100,$t_0$,50.0,8.338458622867973,1.5343085292633816
B4145_D80_a0.16_ms100,$t_0$,50.0,8.378262792166772,1.5249477962528073
B4145_D80_a0.16_ms100,$t_0$,50.0,8.418060644346179,1.5159701534566377
B4145_D80_a0.16_ms100,$t_0$,50.0,8.457858496525585,1.5073566292629819
B4145_D80_a0.16_ms100,$t_0$,50.0,8.49765634870499,1.499099030820504
B4145_D80_a0.16_ms100,$t_0$,50.0,8.53746051800379,1.4911716247877953
B4145_D80_a0.16_ms100,$t_0$,50.0,8.577258370183197,1.4835669851830704
B4145_D80_a0.16_ms100,$t_0$,50.0,8.617056222362603,1.4762622180806815
B4145_D80_a0.16_ms100,$t_0$,50.0,8.656854074542009,1.4692504544969736
B4145_D80_a0.16_ms100,$t_0$,50.0,8.696658243840808,1.462511290312201
B4145_D80_a0.16_ms100,$t_0$,50.0,8.736456096020214,1.4560328385559624
B4145_D80_a0.16_ms100,$t_0$,50.0,8.77625394819962,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,8.816051800379027,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,8.855855969677828,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,8.895653821857234,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,8.93545167403664,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,8.975249526216045,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.015047378395451,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.054851547694252,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.094649399873658,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.134447252053064,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.17424510423247,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.21404927353127,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.253847125710676,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.293644977890082,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.333442830069488,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.373246999368288,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.413044851547696,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.452842703727102,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.492640555906506,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.532438408085913,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.572242577384712,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.61204042956412,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.651838281743526,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.691636133922932,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.731440303221731,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.771238155401138,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.811036007580544,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.85083385975995,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.89063802905875,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.930435881238155,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,9.970233733417562,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.010031585596968,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.049835754895767,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.089633607075173,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.12943145925458,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.169229311433986,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.209027163613394,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.248831332912193,1.4501158033513286
B4145_D80_a0.16_ms100,$t_0$,50.0,10.288629185091597,1.2985242662580878
B4145_D80_a0.16_ms100,$t_0$,50.0,10.328427037271004,1.0743713021947463
B4145_D80_a0.16_ms100,$t_0$,50.0,10.36822488945041,0.8114421963742752
B4145_D80_a0.16_ms100,$t_0$,50.0,10.40802905874921,0.6032831127968047
B4145_D80_a0.16_ms100,$t_0$,50.0,10.447826910928617,0.4690484752681586
B4145_D80_a0.16_ms100,$t_0$,50.0,10.487624763108023,0.382474999996233
B4145_D80_a0.16_ms100,$t_0$,50.0,10.52742261528743,0.3235926539967577
B4145_D80_a0.16_ms100,$t_0$,50.0,10.567226784586229,0.28145886685561305
B4145_D80_a0.16_ms100,$t_0$,50.0,10.607024636765635,0.24994268472103762
B4145_D80_a0.16_ms100,$t_0$,50.0,10.646822488945041,0.2255790196390267
B4145_D80_a0.16_ms100,$t_0$,50.0,10.686620341124447,0.20620424357577682
B4145_D80_a0.16_ms100,$t_0$,50.0,10.726424510423248,0.19043885913672354
B4145_D80_a0.16_ms100,$t_0$,50.0,10.766222362602655,0.17738948637498927
B4145_D80_a0.16_ms100,$t_0$,50.0,10.806020214782059,0.1664046487084544
B4145_D80_a0.16_ms100,$t_0$,50.0,10.845818066961465,0.1570429695114744
B4145_D80_a0.16_ms100,$t_0$,50.0,10.885615919140871,0.1489794803593793
B4145_D80_a0.16_ms100,$t_0$,50.0,10.925420088439672,0.14195698913039376
B4145_D80_a0.16_ms100,$t_0$,50.0,10.965217940619079,0.13579356054362096
B4145_D80_a0.16_ms100,$t_0$,50.0,11.005015792798485,0.1303433320851748
B4145_D80_a0.16_ms100,$t_0$,50.0,11.044813644977891,0.1254924608030979
B4145_D80_a0.16_ms100,$t_0$,50.0,11.08461781427669,0.12114869533565656
B4145_D80_a0.16_ms100,$t_0$,50.0,11.124415666456096,0.11723829790942364
B4145_D80_a0.16_ms100,$t_0$,50.0,11.164213518635503,0.11370193374490763
B4145_D80_a0.16_ms100,$t_0$,50.0,11.204011370814909,0.11048920850010338
B4145_D80_a0.16_ms100,$t_0$,50.0,11.243815540113708,0.10755792520503461
B4145_D80_a0.16_ms100,$t_0$,50.0,11.283613392293114,0.1048754130880399
B4145_D80_a0.16_ms100,$t_0$,50.0,11.32341124447252,0.10241388234262581
B4145_D80_a0.16_ms100,$t_0$,50.0,11.363209096651927,0.10014505446800424
B4145_D80_a0.16_ms100,$t_0$,50.0,11.403006948831333,0.09805010345419844
B4145_D80_a0.16_ms100,$t_0$,50.0,11.442811118130132,0.09610883208363395
B4145_D80_a0.16_ms100,$t_0$,50.0,11.482608970309538,0.09430847014961517
B4145_D80_a0.16_ms100,$t_0$,50.0,11.522406822488946,0.09264594551560933
B4145_D80_a0.16_ms100,$t_0$,50.0,11.562204674668353,0.09109849364547287
B4145_D80_a0.16_ms100,$t_0$,50.0,11.602008843967152,0.08966844263660484
B4145_D80_a0.16_ms100,$t_0$,50.0,11.641806696146556,0.08833031285336715
B4145_D80_a0.16_ms100,$t_0$,50.0,11.681604548325963,0.08707284733361079
B4145_D80_a0.16_ms100,$t_0$,50.0,11.72140240050537,0.08589079058152836
B4145_D80_a0.16_ms100,$t_0$,50.0,11.76120656980417,0.08477674865669652
B4145_D80_a0.16_ms100,$t_0$,50.0,11.801004421983576,0.08372664710292449
B4145_D80_a0.16_ms100,$t_0$,50.0,11.840802274162982,0.08273497738046284
B4145_D80_a0.16_ms100,$t_0$,50.0,11.880600126342388,0.08179789090313255
B4145_D80_a0.16_ms100,$t_0$,50.0,11.920404295641188,0.08091088007971678
B4145_D80_a0.16_ms100,$t_0$,50.0,11.960202147820594,0.08007024626001398
B4145_D80_a0.16_ms100,$t_0$,50.0,12.0,0.07927346779226674
B4145_D80_a0.16_ms100,$t_0$,150.0,0.25919734680985473,98.68473378167361
B4145_D80_a0.16_ms100,$t_0$,150.0,0.2989966519267214,96.84914424545677
B4145_D80_a0.16_ms100,$t_0$,150.0,0.33879595704358817,95.18364926891175
B4145_D80_a0.16_ms100,$t_0$,150.0,0.3785953253316488,93.65843100266456
B4145_D80_a0.16_ms100,$t_0$,150.0,0.4183946304485155,92.25114847312261
B4145_D80_a0.16_ms100,$t_0$,150.0,0.4581939987365761,90.94471736156541
B4145_D80_a0.16_ms100,$t_0$,150.0,0.49799330385344287,89.72589166730098
B4145_D80_a0.16_ms100,$t_0$,150.0,0.5377926721415035,88.58420216064923
B4145_D80_a0.16_ms100,$t_0$,150.0,0.5775919772583702,87.51133064233002
B4145_D80_a0.16_ms100,$t_0$,150.0,0.6173912823752369,86.50041442361186
B4145_D80_a0.16_ms100,$t_0$,150.0,0.6571907770056854,85.5458906660254
B4145_D80_a0.16_ms100,$t_0$,150.0,0.6969898926089704,84.64292433595888
B4145_D80_a0.16_ms100,$t_0$,150.0,0.7367890082122552,83.78744635881048
B4145_D80_a0.16_ms100,$t_0$,150.0,0.7765887555274795,82.9758619747901
B4145_D80_a0.16_ms100,$t_0$,150.0,0.8163878711307644,82.20500386866895
B4145_D80_a0.16_ms100,$t_0$,150.0,0.8561869867340492,81.47197317926104
B4145_D80_a0.16_ms100,$t_0$,150.0,0.8959867340492736,80.77415941029653
B4145_D80_a0.16_ms100,$t_0$,150.0,0.9357858496525585,80.10919612862092
B4145_D80_a0.16_ms100,$t_0$,150.0,0.9755855969677827,79.47484368275174
B4145_D80_a0.16_ms100,$t_0$,150.0,1.0153847125710675,78.869075210185
B4145_D80_a0.16_ms100,$t_0$,150.0,1.0551838281743526,78.2900392544539
B4145_D80_a0.16_ms100,$t_0$,150.0,1.0949835754895767,77.7359716279164
B4145_D80_a0.16_ms100,$t_0$,150.0,1.1347826910928616,77.20522419132502
B4145_D80_a0.16_ms100,$t_0$,150.0,1.1745818066961466,76.69635270578031
B4145_D80_a0.16_ms100,$t_0$,150.0,1.214381554011371,76.20794751935242
B4145_D80_a0.16_ms100,$t_0$,150.0,1.2541806696146558,75.73870359474702
B4145_D80_a0.16_ms100,$t_0$,150.0,1.2939797852179407,75.28747466817507
