prescription,sigma,nBH_over_n0,T_nuc_MeV
GCN,100.0,2.7665552747946935,31.772453212539492
GCN,100.0,2.8063543903979786,31.67583411324877
GCN,100.0,2.846154137713203,31.584739785540123
GCN,100.0,2.8859532533164876,31.499662339024635
GCN,100.0,2.9257523689197726,31.419725199117927
GCN,100.0,2.965552116234997,31.344364609077
GCN,100.0,3.0053512318382816,31.273883549905257
GCN,100.0,3.0451503474415667,31.20707395352038
GCN,100.0,3.084950094756791,31.14368496133667
GCN,100.0,3.124749210360076,31.083409959101832
GCN,100.0,3.1645483259633607,31.025902018469374
GCN,100.0,3.204348073278585,30.97015657558393
GCN,100.0,3.2441471888818696,30.916551199524765
GCN,100.0,3.283946304485155,30.864268253220445
GCN,100.0,3.323746051800379,30.813233831134756
GCN,100.0,3.3635451674036636,30.762757484787105
GCN,100.0,3.403344283006949,30.712469901033113
GCN,100.0,3.443144030322173,30.662175925993107
GCN,100.0,3.4829431459254576,30.611349837442653
GCN,100.0,3.522742261528743,30.559944961198394
GCN,100.0,3.562542008843967,30.50785434711888
GCN,100.0,3.6023411244472525,30.454151892934593
GCN,100.0,3.642140240050537,30.398727019378825
GCN,100.0,3.681939987365761,30.341955605620505
GCN,100.0,3.7217391029690465,30.282592320240976
GCN,100.0,3.761538218572331,30.220881507536927
GCN,100.0,3.801337965887555,30.156719081547426
GCN,100.0,3.8411370814908405,30.08995375531817
GCN,100.0,3.880936197094125,30.019671222003375
GCN,100.0,3.92073594440935,29.94649898724195
GCN,100.0,3.9605350600126346,29.869836939979656
GCN,100.0,4.00033417561592,29.78977544119933
GCN,100.0,4.040133922931144,29.70612910356214
GCN,100.0,4.079933038534429,29.618588312294314
GCN,100.0,4.119732154137713,29.527289415631937
GCN,100.0,4.1595319014529375,29.431333639864647
GCN,100.0,4.199331017056222,29.331720840112837
GCN,100.0,4.239130132659508,29.227934287967855
GCN,100.0,4.278929879974732,29.119537068885897
GCN,100.0,4.318728995578017,29.006828043029124
GCN,100.0,4.358528742893241,28.88975286000651
GCN,100.0,4.3983278584965255,28.768180634032408
GCN,100.0,4.43812697409981,28.641902816675902
GCN,100.0,4.477926721415035,28.511283292013616
GCN,100.0,4.51772583701832,28.375707913567663
GCN,100.0,4.557524952621605,28.23577311251124
GCN,100.0,4.597324699936829,28.091271286863705
GCN,100.0,4.6371238155401135,27.941938574539783
GCN,100.0,4.676922931143398,27.788453605257285
GCN,100.0,4.716722678458623,27.629951030461662
GCN,100.0,4.756521794061908,27.466413541781623
GCN,100.0,4.796320909665193,27.299003261690693
GCN,100.0,4.836120656980417,27.126818312046574
GCN,100.0,4.875919772583702,26.949925650301758
GCN,100.0,4.915718888186986,26.768856662861474
GCN,100.0,4.955518635502211,26.583012769301966
GCN,100.0,4.995317751105496,26.39274835370733
GCN,100.0,5.035116866708781,26.198461940452344
GCN,100.0,5.074916614024005,25.999338325472287
GCN,100.0,5.11471572962729,25.79621820803182
GCN,100.0,5.154514845230575,25.588694650445763
GCN,100.0,5.194314592545799,25.37712396691849
GCN,100.0,5.234113708149084,25.161479901544823
GCN,100.0,5.273912823752369,24.941589765256527
GCN,100.0,5.313712571067593,24.717520103671514
GCN,100.0,5.353511686670878,24.489407439780095
GCN,100.0,5.393310802274163,24.257132273402068
GCN,100.0,5.433110549589387,24.0211939416503
GCN,100.0,5.472909665192672,23.78170393795652
GCN,100.0,5.512708780795958,23.53759234314043
GCN,100.0,5.552508528111181,23.290252286770563
GCN,100.0,5.592307643714466,23.039138393049356
GCN,100.0,5.632106759317751,22.784581690313708
GCN,100.0,5.6719065066329755,22.526589200477687
GCN,100.0,5.711705622236261,22.26484703565223
GCN,100.0,5.751504737839546,21.99956126123524
GCN,100.0,5.791304485154769,21.730349655091267
GCN,100.0,5.831103600758055,21.45841422701508
GCN,100.0,5.870902716361339,21.18313471544302
GCN,100.0,5.9107024636765635,20.904908234033705
GCN,100.0,5.950501579279849,20.624072968973888
GCN,100.0,5.990300694883134,20.340606534661482
GCN,100.0,6.030100442198358,20.05452134376357
GCN,100.0,6.069899557801643,19.7656116136651
GCN,100.0,6.109699305116867,19.47383848216714
GCN,100.0,6.149498420720152,19.179810173593477
GCN,100.0,6.189297536323437,18.883709382601072
GCN,100.0,6.22909728363866,18.58622441239304
GCN,100.0,6.268896399241946,18.286960354091367
GCN,100.0,6.308695514845231,17.987610497458263
GCN,100.0,6.348496525584333,17.686627969602227
GCN,100.0,6.3882943777637395,17.384937497984545
GCN,100.0,6.428092229943147,17.082026800298053
GCN,100.0,6.467890082122553,16.77803025321235
GCN,100.0,6.507694251421352,16.47393327241657
GCN,100.0,6.547492103600758,16.16909291998723
GCN,100.0,6.587289955780164,15.865091012776645
GCN,100.0,6.62708780795957,15.562274376077918
GCN,100.0,6.666891977258371,15.261824601862491
GCN,100.0,6.706689829437776,14.963033790272336
GCN,100.0,6.746487681617182,14.665815772616426
GCN,100.0,6.786285533796589,14.369254992884006
GCN,100.0,6.826089703095389,14.071759036239335
GCN,100.0,6.865887555274795,13.774521691365827
GCN,100.0,6.905685407454201,13.480369339215585
GCN,100.0,6.9454832596336065,13.190725511301352
GCN,100.0,6.985287428932407,12.906318119283586
GCN,100.0,7.025085281111814,12.627408534488879
GCN,100.0,7.064883133291219,12.353591384455136
GCN,100.0,7.104680985470625,12.084172596516613
GCN,100.0,7.1444788376500314,11.81747486987891
GCN,100.0,7.1842830069488315,11.552823944803887
GCN,100.0,7.224080859128238,11.288908228132856
GCN,100.0,7.263878711307644,11.026611089389363
GCN,100.0,7.30367656348705,10.767808509782016
GCN,100.0,7.34348073278585,10.514228842974356
GCN,100.0,7.3832785849652565,10.26834168038373
GCN,100.0,7.423076437144663,10.033031855047975
GCN,100.0,7.462874289324068,9.810140123456613
GCN,100.0,7.502678458622867,9.596296224019284
GCN,100.0,7.542476310802275,9.38094255142245
GCN,100.0,7.5822741629816806,9.164801511861368
GCN,100.0,7.622072015161087,8.946506075701137
GCN,100.0,7.661869867340493,8.725922304715413
GCN,100.0,7.701674036639292,8.502832716155568
GCN,100.0,7.741471888818699,8.278040535717254
GCN,100.0,7.7812697409981055,8.053080369875174
GCN,100.0,7.821067593177512,7.830518761201742
GCN,100.0,7.860871762476311,7.616177551127102
GCN,100.0,7.900669614655716,7.414566790874981
GCN,100.0,7.940467466835124,7.22606325470022
GCN,100.0,7.98026531901453,7.048554663811442
GCN,100.0,8.020069488313329,6.880033494210914
GCN,100.0,8.059867340492735,6.7176887753089884
GCN,100.0,8.099665192672141,6.558824767379028
GCN,100.0,8.13946304485155,6.400573872891044
GCN,100.0,8.179267214150348,6.239984732893934
GCN,100.0,8.219065066329753,6.072930195702717
GCN,100.0,8.258862918509159,5.8947126834657375
GCN,100.0,8.298660770688565,5.701566302108264
GCN,100.0,8.338458622867973,5.496513858153287
GCN,100.0,8.378262792166772,5.288105094071772
GCN,100.0,8.418060644346179,5.088359601813998
GCN,100.0,8.457858496525585,4.9065407852299705
GCN,100.0,8.49765634870499,4.746447466053265
GCN,100.0,8.53746051800379,4.607494079271638
GCN,100.0,8.577258370183197,4.4927371513778604
GCN,100.0,8.617056222362603,4.410767312647109
GCN,100.0,8.656854074542009,4.332243672496577
GCN,100.0,8.696658243840808,4.255994214173071
GCN,100.0,8.736456096020214,4.18129504903574
GCN,100.0,8.77625394819962,4.107446037402716
GCN,100.0,8.816051800379027,4.033940578522264
GCN,100.0,8.855855969677828,3.960262229726499
GCN,100.0,8.895653821857234,3.8856498247139943
GCN,100.0,8.93545167403664,3.8092198876314143
GCN,100.0,8.975249526216045,3.730328002686004
GCN,100.0,9.015047378395451,3.648361676663864
GCN,100.0,9.054851547694252,3.5625824688210543
GCN,100.0,9.094649399873658,3.4727656103025883
GCN,100.0,9.134447252053064,3.378756539776212
GCN,100.0,9.17424510423247,3.280690006656779
GCN,100.0,9.21404927353127,3.179076468026157
GCN,100.0,9.253847125710676,3.0747963252257056
GCN,100.0,9.293644977890082,2.969248164316421
GCN,100.0,9.333442830069488,2.8642544854676224
GCN,100.0,9.373246999368288,2.762168231471203
GCN,100.0,9.413044851547696,2.663743692346477
GCN,100.0,9.452842703727102,2.570506736751744
GCN,100.0,9.492640555906506,2.4832609188916064
GCN,100.0,9.532438408085913,2.4026010272310865
GCN,100.0,9.572242577384712,2.32850994333378
GCN,100.0,9.61204042956412,2.260858212975339
GCN,100.0,9.651838281743526,2.199324816467902
GCN,100.0,9.691636133922932,2.1433494872144134
GCN,100.0,9.731440303221731,2.092461645759268
GCN,100.0,9.771238155401138,2.046133639813839
GCN,100.0,9.811036007580544,2.004060900058323
GCN,100.0,9.85083385975995,1.9657434865665442
GCN,100.0,9.89063802905875,1.9306808667368145
GCN,100.0,9.930435881238155,1.8984438334912537
GCN,100.0,9.970233733417562,1.868687600001656
GCN,100.0,10.010031585596968,1.8411253057005494
GCN,100.0,10.049835754895767,1.8155164676869682
GCN,100.0,10.089633607075173,1.7916443492797192
GCN,100.0,10.12943145925458,1.7693584987377795
GCN,100.0,10.169229311433986,1.7485122287393695
minimization,100.0,0.1,96.74477348760611
minimization,100.0,0.13979930511686672,91.41297145959729
minimization,100.0,0.17959867340492736,86.833663767746
minimization,100.0,0.21939797852179407,82.81249485928214
minimization,100.0,0.25919734680985473,79.2235589062404
minimization,100.0,0.2989966519267214,75.9831632359178
minimization,100.0,0.33879595704358817,73.03530260012211
minimization,100.0,0.3785953253316488,70.34255675773215
minimization,100.0,0.4183946304485155,67.87941271219768
minimization,100.0,0.4581939987365761,65.62718361960017
minimization,100.0,0.49799330385344287,63.57037609819203
minimization,100.0,0.5377926721415035,61.69443321118356
minimization,100.0,0.5775919772583702,59.98453001110091
minimization,100.0,0.6173912823752369,58.425661940744384
minimization,100.0,0.6571907770056854,57.00303117624901
minimization,100.0,0.6969898926089704,55.70236478297469
minimization,100.0,0.7367890082122552,54.51025853280339
minimization,100.0,0.7765887555274795,53.414493021474094
minimization,100.0,0.8163878711307644,52.4041101083749
minimization,100.0,0.8561869867340492,51.46923438237798
minimization,100.0,0.8959867340492736,50.60125642178257
minimization,100.0,0.9357858496525585,49.79251032068181
minimization,100.0,0.9755855969677827,49.036372179238285
minimization,100.0,1.0153847125710675,48.32694507965757
minimization,100.0,1.0551838281743526,47.6590110861104
minimization,100.0,1.0949835754895767,47.028165801313655
minimization,100.0,1.1347826910928616,46.43053976559216
minimization,100.0,1.1745818066961466,45.86256922440855
minimization,100.0,1.214381554011371,45.321329046305806
minimization,100.0,1.2541806696146558,44.80428494082048
minimization,100.0,1.2939797852179407,44.30906510097137
minimization,100.0,1.333779532533165,43.83372013751138
minimization,100.0,1.3735786481364498,43.37653949913299
minimization,100.0,1.413377763739735,42.93606648781846
minimization,100.0,1.453177511054959,42.51107648058898
minimization,100.0,1.4929766266582438,42.100409872097366
minimization,100.0,1.532775742261529,41.703086378538515
minimization,100.0,1.5725754895767532,41.31845217798788
minimization,100.0,1.6123746051800378,40.94574443989556
minimization,100.0,1.652173720783323,40.58445305896227
minimization,100.0,1.6919734680985472,40.234133725488114
minimization,100.0,1.7317725837018318,39.89431338199685
minimization,100.0,1.771571699305117,39.564748715099725
minimization,100.0,1.8113714466203412,39.24519114147111
minimization,100.0,1.8511705622236259,38.93541897935725
minimization,100.0,1.890969677826911,38.63533188291519
minimization,100.0,1.9307694251421352,38.34468076064186
minimization,100.0,1.9705685407454203,38.06346461264727
minimization,100.0,2.010367656348705,37.791541114244424
minimization,100.0,2.050167403663929,37.528813909923876
minimization,100.0,2.089966519267214,37.27528862208663
minimization,100.0,2.129765634870499,37.03080557968776
minimization,100.0,2.169565382185723,36.795623599685
minimization,100.0,2.209364497789008,36.569027189209685
minimization,100.0,2.249163613392293,36.35101478758649
minimization,100.0,2.2889633607075175,36.14233668970628
minimization,100.0,2.328762476310802,35.94200296370949
minimization,100.0,2.368561591914087,35.74988741431782
minimization,100.0,2.4083613392293115,35.56588000581696
minimization,100.0,2.448160454832596,35.390268927824415
minimization,100.0,2.4879595704358817,35.221967242287796
minimization,100.0,2.5277593177511055,35.06176435381838
minimization,100.0,2.56755843335439,34.90860644789452
minimization,100.0,2.6073575489576757,34.76256948930478
