W_over_T
166.90301428821024
166.90301428821024
166.8766419509122
166.90301428821024
166.8766419509122
166.90301428821024
166.8766419509122
166.84901199012762
166.90301428821024
166.8766419509122
166.84901199012762
166.8207321902903
166.90301428821024
166.8766419509122
166.84901199012762
166.8207321902903
166.90301428821024
166.8766419509122
166.84901199012762
166.8207321902903
166.79121245697465
166.89601056256035
166.8646829775922
166.82925281784733
166.79484305694695
166.75815073900014
166.72016684523166
166.83639618837853
166.80628836439166
166.7751960163389
166.74495810757114
166.70990885460674
166.67563601399453
166.64020956973258
166.81043989837357
166.78286945855638
166.754820462639
166.72589274897686
166.69451074076127
166.6652766622725
166.633515676735
166.81167918531656
166.7882733027233
166.76306884208444
166.7360577453895
166.70933362103594
166.68181483245763
166.65373841466146
166.6245283722872
166.83570404875928
166.81368693042845
166.79114072758586
166.76795510323853
166.7449988840383
166.72045092950702
166.69436905873357
166.66842341882082
166.64173513871015
166.87744054546408
166.85786077160586
166.83844681973738
166.81644446937784
166.79589893315557
166.77411876011033
166.75175071323852
166.7287708832622
166.70456765747232
166.68089510335457
166.93381341155924
166.91547016948218
166.8992635766823
166.87990169628384
166.86108978381438
166.84179397987495
166.82199587296213
166.80129868137038
166.78104103291489
166.75942077800326
166.73743300670347
167.00056410293072
166.9844838075673
166.96970188273738
166.95340784430186
166.93675262105538
166.9197304825793
166.90133810018983
166.88327029383763
166.86583722482393
166.84695268987673
166.8275641442627
166.80819580576647
167.07703698289248
167.06435402558776
167.04966301404366
167.03521571156074
167.02048773131597
167.00602213526693
166.98962216207278
166.97504706855756
166.95795575998025
166.94115297773436
166.92419457266288
166.90737607673458
166.8881380981626
167.16034386560014
167.14934881316736
167.13642514225722
167.12351326171304
167.11061399096275
167.09771546249772
167.08289894021937
167.06867811385823
167.05550852768633
167.04050382604274
167.02548611068747
167.00849890556407
166.9930834041037
166.97611963582386
167.24911460888706
167.23786377629037
167.22818796634414
167.21666288368215
167.20510644061096
167.19350085300155
167.18002012447803
167.1682042392877
167.15487561538595
167.14321226311745
167.12969142897626
167.11457802405118
167.1000254648924
167.08573652815915
167.07022867454566
167.3416941556474
167.3317151806123
167.32190135697786
167.31153393154386
167.30283156246463
167.29150833082238
167.28076749719492
167.27029712690472
166.7674681942639
166.74933788082373
166.72971354432525
166.7079423537793
166.68662644916122
166.6641435877286
166.6399596494305
166.61682216792764
166.8875912085467
166.87331742771835
166.85837425856744
166.84295126270027
166.82662903477663
166.81064974313475
166.79358038955596
166.77602017302027
166.75787109151443
166.73926462515178
166.719741972761
166.69794034989582
166.6788206695982
166.65750093234104
166.63506810589902
166.61112469207663
166.87135965864886
166.85865097306308
166.84312694556488
166.8282178788288
166.81281259368617
166.7957753479549
166.78188412714016
166.76389527864785
166.7463869543885
166.7282808092638
166.70841761390884
166.69037986549534
166.67059344346785
166.64984444491054
166.6276222518481
166.60635057437207
166.5836052238426
166.85487180145506
166.84137287069424
166.8274339233303
166.81285080425297
166.79653347672837
166.78315974986796
166.76746375150958
166.75114926293023
166.73405310322082
166.71851646389138
166.69930414118608
166.68074201827682
166.66154426368053
166.6401655325964
166.62131704328138
166.6002609683731
166.57822268073292
166.55356761016793
166.8380400963317
166.8248964294297
166.81032280557451
166.79861303550922
166.78373464920534
166.7690001108111
166.75380790284726
166.7369996707967
166.72258862689458
166.70554214447347
166.68827376749044
166.67025455181616
166.65362253427958
166.6333333509682
166.6136463366601
166.59325594315854
166.573922917457
166.55077074624316
166.52816646833455
166.82008880763212
166.80986152615233
166.79583735975243
166.78249365944072
166.76873850520693
166.75405308016744
166.74157769211217
166.72509797143243
166.70953951932762
166.6934755791558
166.6761432735832
166.66072822637884
166.6424015609423
166.6241250921096
166.6050276319296
166.58711647847764
166.5659057771737
166.54501737842833
166.52313819937137
166.5017982971216
166.80430757993463
166.79219212276828
166.7797027050227
166.7666480954896
166.7522370911943
166.74082534304415
166.7260690005227
166.71153910130008
166.696477654221
166.6797097996953
166.6657146421843
166.64900057864833
166.63201420753958
166.61393532342365
166.59747067563478
166.57797891526766
166.55863226685813
166.53827131230798
166.51889912755448
166.49692697020737
166.47476078783265
166.7872114843092
166.77545670378097
166.7625920969817
166.75258973351436
166.73848875928883
166.725321630147
166.71175606606306
166.69723939722164
166.68503181972557
166.66871894983737
166.65339385831254
166.63900859946443
166.62034215844392
166.60531859206625
166.58732705190144
166.56937239287953
166.55034049681436
166.53272080758697
166.51219752269105
166.49171317707422
166.46981426374373
166.4488841875056
166.7694673284028
166.7571425249165
166.74732962312615
166.73536955929384
166.72304025803308
166.71023864465005
166.69616926288901
166.6850139137887
166.67012564435032
166.65581378195395
166.6409866097868
166.62456090021072
166.6103991055917
166.59424408764423
166.57755149000062
166.55968855228105
166.5436487779846
166.52445406936113
166.5054760295184
166.48528556631908
166.46638555973684
166.4449656198044
166.42327566696974
166.7530413119612
166.74215276754802
166.7309288807866
166.71938678097752
166.706961460472
166.6936102535257
166.68281656024286
166.66983983832202
166.65646582746473
166.64235179315006
166.626860043896
166.6140623370872
166.59898766385223
166.58344351844488
166.56661583624756
166.55201323118865
166.53403010372898
166.51640771548102
166.49771128175536
166.48059276553573
166.46030537257224
166.44024212982032
166.4186421470193
166.3983856121058
166.73583794468524
166.72530905068078
166.71426174519175
166.70228137024787
166.69339532891382
166.6801968701393
166.66803633376776
166.65552262290663
166.64196818241845
166.63107311546074
166.6158693315948
166.6017845991912
166.5872698136852
166.57138636684599
166.55809928687088
166.54121561525957
166.52481864706834
166.50744252765614
166.4918955501831
166.4726860860223
166.4540834394881
166.43435367191003
166.41605047307146
166.3947914063172
166.37357853429452
166.71855608732355
166.70780418539263
166.69648042300236
166.68734545669946
166.67627144844775
166.66487091936708
166.6529997216031
166.64007132583313
166.63015612538643
166.61601041256617
166.60283532909955
166.58919363942212
166.57423269039106
166.5610767027785
166.54626415266947
166.5309792600526
166.51477960104506
166.50062774531318
166.48243691245935
