nBH_over_n0,Y_C_saddlepoint,Y_S_saddlepoint,Y_C_frozen,Y_S_frozen
6.478260869565216,0.10298365454088285,0.911896694460194,0.17674340951837578,0.213264316938942
6.608695652173913,0.10269109222531071,0.9126735811038021,0.1764331865916907,0.22546010360077848
6.739130434782608,0.10236217296242958,0.9134549598666836,0.17613413739707776,0.23788212749776044
6.869565217391304,0.10200174134030947,0.914238585306735,0.1758442602011825,0.2504905772102479
6.999999999999999,0.10161363043535168,0.9150228038868261,0.17556160296699488,0.2632458393028765
7.1304347826086945,0.10120165516136805,0.9158060346040053,0.17528483646242543,0.2761080397604449
7.26086956521739,0.10076886323546885,0.9165869377613384,0.1750128382533285,0.2890421179403737
7.391304347826087,0.10031718845251862,0.9173649103621506,0.17474472584203668,0.3020182513890734
7.521739130434782,0.09984880716118164,0.9181391677122732,0.17447979256532103,0.31500851999112167
7.652173913043479,0.09936592762006838,0.9189088886963865,0.17421751690507797,0.32799008785644884
7.782608695652175,0.09886971519470339,0.919673818330569,0.17395734217159375,0.34094228478145455
7.91304347826087,0.09836110824233246,0.920433844224924,0.17369906222436515,0.35384846519240043
8.043478260869566,0.09784198586700903,0.9211882543539205,0.17344210389653517,0.3666970359813847
8.173913043478262,0.09731347544350832,0.9219367863555826,0.17318629234941119,0.37947884350777794
8.304347826086957,0.0967761370188005,0.9226795239109307,0.17293129675035257,0.3921870601920732
8.434782608695652,0.09623097120766469,0.9234162001331467,0.1726767947844019,0.40481771869851046
8.565217391304348,0.0956794122580096,0.9241463308368351,0.17242240836010983,0.41737243392687123
8.695652173913043,0.09512211861862006,0.9248699096897213,0.17216786637906986,0.4298547278872581
8.826086956521738,0.09455972360781516,0.9255868886873959,0.17191273512588812,0.44227030887034163
8.956521739130434,0.09399350477016151,0.9262968530133528,0.17165659287684185,0.4546312404473165
9.08695652173913,0.09342447194221314,0.9269995356815582,0.17139867058718466,0.4669534729667932
9.217391304347826,0.09285354837834084,0.9276947552732087,0.1711383819740791,0.47925867709952646
9.347826086956522,0.09228208207915509,0.9283820639562395,0.17087469446330503,0.4915780292162395
9.478260869565217,0.09171168662600575,0.9290608643992414,0.17060638100209996,0.5039518991139875
9.608695652173912,0.09114415552188908,0.9297305142730544,0.17033152693762685,0.5164372125448333
9.73913043478261,0.09058219776784249,0.9303899164785516,0.17004744141505268,0.5291223699332346
9.869565217391305,0.09002982185996862,0.9310373334612033,0.16974980007265297,0.542139315991091
10.0,0.0894938925894209,0.9316696360272418,0.16943095839873568,0.555709949974646
