sigma,phase,M_PNS_Msun,R_star_fm,W_over_T,log10_tau_s
100.0,cfl,1.44261,2.631409328226433,87.44521462578999,-37.45409794896469
100.0,cfl,1.460747,2.606026754536922,85.51118935927015,-38.30809490151559
100.0,cfl,1.478449,2.580315941483284,83.61511398189025,-39.144270102141626
100.0,cfl,1.495677,2.554188599146203,81.75271479946916,-39.96408600896735
100.0,cfl,1.512403,2.5275787663045173,79.91615234675754,-40.77080331060226
100.0,cfl,1.52858,2.500425352823981,78.09939703840833,-41.566922762828504
100.0,cfl,1.544188,2.472647045529704,76.29760921069791,-42.35430351193031
100.0,cfl,1.55919,2.4442086998789705,74.5038317863941,-43.13603533688095
100.0,cfl,1.573565,2.415043337771936,72.71180982485244,-43.9147447756883
100.0,cfl,1.587292,2.385118027064505,70.91524426552488,-44.693233323584906
100.0,cfl,1.600355,2.35441377943419,69.10972629321226,-45.47338375797932
100.0,cfl,1.612749,2.322897745263615,67.28784551448679,-46.25848308997649
100.0,cfl,1.624466,2.290522012323092,65.44328591663908,-47.05115867214708
100.0,cfl,1.635519,2.2573197491306987,63.57357399738421,-47.852472425307866
100.0,cfl,1.645909,2.223217715300625,61.670784159413785,-48.66571373587405
100.0,cfl,1.655654,2.188238483450587,59.73377226465533,-49.491264818994004
100.0,cfl,1.664768,2.152313762747764,57.7577619808284,-49.88770664382804
100.0,cfl,1.67327,2.115415863863643,55.741979894752745,-49.99999999999999
100.0,cfl,1.681184,2.0774992729905803,53.68665222391613,-50.0
100.0,cfl,1.688523,2.0385274124765234,51.594377708776285,-50.0
100.0,cfl,1.69531,1.9984218793468518,49.46731732493073,-50.0
100.0,cfl,1.701556,1.9571354676072303,47.31055525644028,-49.99999999999999
100.0,cfl,1.707274,1.9146429647217842,45.13179667598956,-50.0
100.0,cfl,1.71248,1.870909154013741,42.93734704688758,-50.00000000000001
100.0,cfl,1.71718,1.825976140438884,40.73808830020652,-50.0
100.0,cfl,1.721386,1.779815041473725,38.54082937756374,-50.0
100.0,cfl,1.725109,1.7324452694656967,36.353161094243085,-50.0
100.0,cfl,1.728358,1.683924924207032,34.18464724410459,-50.0
100.0,cfl,1.731145,1.634322858764634,32.04453929079257,-49.99999999999999
100.0,cfl,1.733479,1.5837184176867583,29.94055657559788,-50.0
100.0,cfl,1.735373,1.5322228696467834,27.88165826214449,-50.0
100.0,cfl,1.736837,1.479950745187025,25.875933244710488,-50.0
100.0,cfl,1.737882,1.4270505010757932,23.931682937065357,-49.99999999999999
100.0,cfl,1.738524,1.373665640600505,22.055892009210222,-50.0
100.0,cfl,1.738771,1.3199636697426071,20.255277501337645,-50.0
100.0,unpCFL,0.6066949,3.9140180986732322,290.2502870485283,51.22485203124313
100.0,unpCFL,0.6217995,3.881578367268148,280.3896142735174,47.07795825041801
100.0,unpCFL,0.6375097,3.848427657215925,270.7983496638625,42.96730912238566
100.0,unpCFL,0.6537863,3.5533306769925153,262.17865994324563,39.22256986058842
100.0,unpCFL,0.6706168,2.8544530435802824,255.51378839370201,36.30551872656101
100.0,unpCFL,0.6879966,2.7160174229610012,250.04141104874125,33.84480886482856
100.0,unpCFL,0.7058676,2.7259743017273173,244.8789627642826,31.6808538435558
100.0,unpCFL,0.7242177,2.7357501812325404,239.8779927926536,29.539963651846506
100.0,unpCFL,0.7430126,2.7453447920903686,235.03122961232864,27.423835535254582
100.0,unpCFL,0.7622018,2.7547386213122027,230.33939325147168,25.337429610066586
100.0,unpCFL,0.7817645,2.763907144418009,225.80544038419222,23.286712264527345
100.0,unpCFL,0.8016508,2.7738250925962245,221.48387171678493,21.426988910120063
100.0,unpCFL,0.8218293,2.7837588102903656,217.3336483837696,19.651361490125968
100.0,unpCFL,0.8422629,2.793384749277455,213.33832224319332,17.916402539718582
100.0,unpCFL,0.8629149,2.8026590204666237,209.50872781160444,16.230411064516748
100.0,unpCFL,0.8837535,2.811617552311161,205.83384729627733,14.59206232372624
100.0,unpCFL,0.9047515,2.8202690269031585,202.31090816101567,13.003142550494339
100.0,unpCFL,0.9258713,2.8291974290406805,198.95430375120853,11.51892889831848
100.0,unpCFL,0.9470957,2.8384702903891674,195.756884009304,10.14168235762666
100.0,unpCFL,0.9683892,2.8474263935278366,192.69694557828583,8.809642443904211
100.0,unpCFL,0.9897522,2.8560345188378853,189.7877073847961,7.530393652586346
100.0,unpCFL,1.011149,2.8643876399083004,187.00366162025145,6.294641265764311
100.0,unpCFL,1.032558,2.872506954965417,184.33889143527654,5.10113326406257
100.0,unpCFL,1.05397,2.8803432174812973,181.81742767664738,3.9615431194272537
100.0,unpCFL,1.075371,2.887989770717099,179.40736710261984,2.862877671732946
100.0,unpCFL,1.09675,2.895929885587681,177.11358225540008,1.8337284179776654
100.0,unpCFL,1.118085,2.9042958952781706,174.92728601566006,0.8769662106722111
100.0,unpCFL,1.139378,2.9124812532296427,172.84201386053172,-0.04295964517843097
100.0,unpCFL,1.160606,2.920478450901562,170.85902211147913,-0.9248781951918278
100.0,unpCFL,1.181755,2.9283045523148514,168.97143093856997,-1.7712161324555837
100.0,unpCFL,1.202825,2.9359751863416736,167.17028863101166,-2.5853503274583374
100.0,unpCFL,1.22379,2.943450797960379,165.4664169535893,-3.3620977143753503
100.0,unpCFL,1.244655,2.950761882175439,163.84070419897162,-4.109342784360455
100.0,unpCFL,1.265384,2.9578908084933597,162.29287272268215,-4.826789868070792
100.0,unpCFL,1.285967,2.9647972843741033,160.82431719337112,-5.513238298972161
100.0,unpCFL,1.306385,2.97172079544929,159.41645869336938,-6.166967263333236
100.0,unpCFL,1.32662,2.9791644709717957,158.0432618614642,-6.77863309873561
100.0,unpCFL,1.346641,2.986281519045246,156.72944714250704,-7.367539083826595
100.0,unpCFL,1.366428,2.9930338053651524,155.46853055677818,-7.935981885084244
100.0,unpCFL,1.385951,2.9993819015953282,154.25385067620508,-8.486295641025738
100.0,unpCFL,1.405176,3.0052870253149266,153.07896092131915,-9.02072293395853
100.0,unpCFL,1.424072,3.010712683213763,151.93557025589053,-9.542239217173163
100.0,unpCFL,1.44261,3.015624713374522,150.81491149303616,-10.05405123811262
100.0,unpCFL,1.460747,3.019995256477743,149.70454886917614,-10.56096212630694
100.0,unpCFL,1.478449,3.023803143746548,148.59500639459145,-11.066509086442363
100.0,unpCFL,1.495677,3.0270051669570925,147.47183378831974,-11.57631837027478
100.0,unpCFL,1.512403,3.0296244013812608,146.32055555582127,-12.096312968459333
100.0,unpCFL,1.52858,3.0316743070367327,145.12611664583133,-12.632726292909233
100.0,unpCFL,1.544188,3.033149360049258,143.86747559139914,-13.194230836285527
100.0,unpCFL,1.55919,3.034112981516881,142.52830373001632,-13.787901135816794
100.0,unpCFL,1.573565,3.0346119169878527,141.08329139161287,-14.424541042300483
100.0,unpCFL,1.587292,3.034728586753758,139.51094697141139,-15.113555015046712
100.0,unpCFL,1.600355,3.034553644397073,137.78338147572808,-15.867032196605699
100.0,unpCFL,1.612749,3.034208347659288,135.87527459182428,-16.69614791445132
100.0,unpCFL,1.624466,3.033819479916078,133.74822363429288,-17.617545087984972
100.0,unpCFL,1.635519,3.033532955221143,131.3741959374144,-18.64353027623934
100.0,unpCFL,1.645909,3.0334927114415278,128.71273028202336,-19.791664369777095
100.0,unpCFL,1.655654,3.0338415371765475,125.73085462315653,-21.076330713301907
100.0,unpCFL,1.664768,3.034709196566501,122.38308103165109,-22.517244432903844
100.0,unpCFL,1.67327,3.0362029893098685,118.62972407521666,-24.131764184256088
100.0,unpCFL,1.681184,3.0305375391203127,114.43442911283074,-25.93459883001106
100.0,unpCFL,1.688523,2.986093653318386,109.88512212854846,-27.883423475671435
100.0,unpCFL,1.69531,2.9348433501146314,105.06241929583304,-29.949018475001324
100.0,unpCFL,1.701556,2.8681667853095636,100.03325963991257,-32.10044400703994
100.0,unpCFL,1.707274,2.796576819934396,94.87399651997734,-34.3055933530835
100.0,unpCFL,1.71248,2.72191190646168,89.62396502530758,-36.54635254160471
100.0,unpCFL,1.71718,2.644257274134617,84.31959333555612,-38.78236566640199
100.0,unpCFL,1.721386,2.5639602096744314,79.00694915728658,-41.021204942770716
100.0,unpCFL,1.725109,2.481282092238003,73.72310704923751,-43.24728797697049
100.0,unpCFL,1.728358,2.3965310811316023,68.50679260853168,-45.44407527477939
100.0,unpCFL,1.731145,2.310031054863891,63.393953930568884,-47.5960376374076
100.0,unpCFL,1.733479,2.222118302825675,58.41430498552119,-49.31815156010016
100.0,unpCFL,1.735373,2.133170530756167,53.59791486589191,-50.0
100.0,unpCFL,1.736837,2.0435570461431225,48.97009383370267,-50.0
100.0,unpCFL,1.737882,1.9536907914915869,44.554019446136785,-49.99999999999999
100.0,unpCFL,1.738524,1.8639546463404044,40.367099234324485,-50.0
100.0,unpCFL,1.738771,1.774748370919142,36.42351740484951,-50.0
150.0,unpaired,0.6066949,10.198917005141755,2701.98990769567,100.00000000000001
150.0,unpaired,0.6217995,10.016179635481787,2555.0328217702054,100.0
150.0,unpaired,0.6375097,9.83383133892876,2415.2278911787334,100.0
150.0,unpaired,0.6537863,9.652388133397011,2282.6231101586704,100.00000000000001
150.0,unpaired,0.6706168,9.47238627167478,2157.2288630701355,100.0
150.0,unpaired,0.6879966,9.2944139303946,2039.1565692174624,99.99999999999999
150.0,unpaired,0.7058676,9.119410154369008,1929.2121167375178,100.0
150.0,unpaired,0.7242177,8.947967609927623,1826.4512095224145,100.0
150.0,unpaired,0.7430126,8.780162348089066,1730.3406481004042,100.0
150.0,unpaired,0.7622018,8.616354860934113,1640.603515540378,100.00000000000001
150.0,unpaired,0.7817645,8.456973992380988,1557.024151753061,100.0
150.0,unpaired,0.8016508,8.303232534201772,1480.091339580936,99.99999999999999
150.0,unpaired,0.8218293,8.154787465473495,1408.8749194651334,100.0
150.0,unpaired,0.8422629,8.011619838661396,1342.8485771682742,100.0
150.0,unpaired,0.8629149,7.874352348713792,1281.9681560537354,100.0
150.0,unpaired,0.8837535,7.7427429186546926,1225.6973711676026,100.0
150.0,unpaired,0.9047515,7.616824499939018,1173.7170633500955,100.0
150.0,unpaired,0.9258713,7.496783691705361,1125.8817715996051,99.99999999999999
150.0,unpaired,0.9470957,7.382387634829213,1081.8079457644524,100.0
150.0,unpaired,0.9683892,7.273389094833718,1041.0640140147618,100.00000000000001
150.0,unpaired,0.9897522,7.1703154276623655,1003.658480802477,100.0
150.0,unpaired,1.011149,7.0721699883584055,968.9763012996276,100.0
150.0,unpaired,1.032558,6.978676074355869,936.7687782874375,100.0
150.0,unpaired,1.05397,6.890738493826186,907.2216091345833,100.0
150.0,unpaired,1.075371,6.807063166537986,879.7315246024402,100.0
150.0,unpaired,1.09675,6.727699988181082,854.252041401405,100.0
150.0,unpaired,1.118085,6.652269350719531,830.5785892853572,100.00000000000001
150.0,unpaired,1.139378,6.580598172495304,808.5133108932218,100.00000000000001
150.0,unpaired,1.160606,6.512608253892192,787.9763247507174,100.0
150.0,unpaired,1.181755,6.447953512953716,768.80042046956,100.0
150.0,unpaired,1.202825,6.386231500892917,750.8194150280651,100.0
150.0,unpaired,1.22379,6.327688498130472,734.070334068653,100.0
150.0,unpaired,1.244655,6.271579148943268,718.3040725950175,100.00000000000001
150.0,unpaired,1.265384,6.217807027494187,703.4690229231139,99.99999999999999
150.0,unpaired,1.285967,6.166281260097167,689.5322194094714,100.0
150.0,unpaired,1.306385,6.1165319046652655,676.3603116465604,99.99999999999999
150.0,unpaired,1.32662,6.068178075335046,663.8641300672242,100.0
150.0,unpaired,1.346641,6.021277484164836,652.020722043348,100.0
150.0,unpaired,1.366428,5.975542940186765,640.7576085617918,100.0
150.0,unpaired,1.385951,5.930708194179291,630.0092990813635,100.0
150.0,unpaired,1.405176,5.886538330386093,619.7182247795928,99.99999999999999
150.0,unpaired,1.424072,5.8427665644144575,609.821468571492,100.0
150.0,unpaired,1.44261,5.799132434551257,600.2581227313447,100.0
150.0,unpaired,1.460747,5.755278959066757,590.9475659285047,100.0
150.0,unpaired,1.478449,5.710995292084121,581.8381372198194,100.0
150.0,unpaired,1.495677,5.6659120495603,572.8560175215399,100.0
150.0,unpaired,1.512403,5.619749804379227,563.9236476358045,100.0
150.0,unpaired,1.52858,5.572215536960396,554.9667558508717,100.0
150.0,unpaired,1.544188,5.522904139495381,545.8983210247732,100.0
150.0,unpaired,1.55919,5.471585467828797,536.6448408975659,100.0
150.0,unpaired,1.573565,5.417852634419135,527.1078090413413,100.0
150.0,unpaired,1.587292,5.361439536616765,517.2083896800551,100.0
150.0,unpaired,1.600355,5.302040533400733,506.8626023370506,100.0
150.0,unpaired,1.612749,5.239384506055237,495.98885564620315,100.0
150.0,unpaired,1.624466,5.173052574439726,484.485054661365,100.0
150.0,unpaired,1.635519,5.10294201493471,472.310368078468,100.0
150.0,unpaired,1.645909,5.028650672177203,459.37911898852894,100.0
150.0,unpaired,1.655654,4.950094748174019,445.6756710022417,100.0
150.0,unpaired,1.664768,4.866946170302164,431.1568694905584,99.99999999999999
150.0,unpaired,1.67327,4.779079620673952,415.83431529008595,99.59117859788284
150.0,unpaired,1.681184,4.686383459303611,399.74152452683296,94.92461234641775
150.0,unpaired,1.688523,4.58884778390657,382.9472035327326,89.50533252969447
150.0,unpaired,1.69531,4.486391806539187,365.52339401804363,82.61057077809099
150.0,unpaired,1.701556,4.379088402498799,347.5776625392844,74.82445901105321
150.0,unpaired,1.707274,4.267079516689123,329.2393489282684,66.86600874474593
150.0,unpaired,1.71248,4.1505541633558485,310.6350209473953,58.79542477806352
150.0,unpaired,1.71718,4.0296049786752794,291.8875707673808,50.75275880919081
150.0,unpaired,1.721386,3.9047502324798335,273.15555276845,42.71073286327083
150.0,unpaired,1.725109,3.776370307155091,254.5649144641134,34.72306827056448
150.0,unpaired,1.728358,3.6449312070906568,236.24918787258153,26.84752683276251
150.0,unpaired,1.731145,3.5109301148356575,218.33240214454483,19.138369321626463
150.0,unpaired,1.733479,3.3748872170932485,200.91630962944308,11.640593735161428
150.0,unpaired,1.735373,3.23739399950724,184.10434745224785,4.400275132373153
150.0,unpaired,1.736837,3.099032182493716,167.98295607267252,-2.543730634271857
150.0,unpaired,1.737882,2.9604521044700287,152.6306170841559,-9.155997933522595
150.0,unpaired,1.738524,2.822257312063729,138.10513154070793,-15.410025473783888
150.0,unpaired,1.738771,2.6850749955517266,124.45251508855684,-21.284602234874896
150.0,cfl,0.6066949,5.8878873230997195,983.2035942727695,100.00000000000001
150.0,cfl,0.6217995,5.839598430081879,949.9072695134503,100.0
150.0,cfl,0.6375097,5.790233514749782,917.516754864789,100.0
150.0,cfl,0.6537863,5.739875649746629,886.0739992008655,100.00000000000001
150.0,cfl,0.6706168,5.688619344528377,855.6178412211877,100.0
150.0,cfl,0.6879966,5.636627538493453,826.198433306604,99.99999999999999
150.0,cfl,0.7058676,5.584412521556465,797.9538901589581,100.0
150.0,cfl,0.7242177,5.531729422798408,770.8346754331515,100.0
150.0,cfl,0.7430126,5.478647922210696,744.7796209326451,100.0
150.0,cfl,0.7622018,5.425287768238055,719.7743484183035,100.00000000000001
150.0,cfl,0.7817645,5.3717848075319745,695.8151030303462,100.0
150.0,cfl,0.8016508,5.318729733718053,673.0039701447155,99.99999999999999
150.0,cfl,0.8218293,5.265922075973604,651.2321303061719,100.0
150.0,cfl,0.8422629,5.213342596072674,630.4387387598691,100.0
150.0,cfl,0.8629149,5.16118498340983,610.652217110965,100.0
150.0,cfl,0.8837535,5.109495302576198,591.7837749491355,100.0
150.0,cfl,0.9047515,5.0583562412161704,573.7896703093234,100.0
150.0,cfl,0.9258713,5.008003308259933,556.6624748739566,99.99999999999999
150.0,cfl,0.9470957,4.958466904500089,540.3487159873084,100.0
150.0,cfl,0.9683892,4.909626468857292,524.7765206529621,100.00000000000001
150.0,cfl,0.9897522,4.861702627165959,509.97990010721685,100.0
150.0,cfl,1.011149,4.814505503824063,495.8149825625031,100.0
150.0,cfl,1.032558,4.768007355940197,482.23383539363397,100.0
150.0,cfl,1.05397,4.722567634570006,469.3203853015061,100.0
150.0,cfl,1.075371,4.677851514748097,456.9168887023365,100.0
150.0,cfl,1.09675,4.634017072741639,445.0427631246028,100.0
150.0,cfl,1.118085,4.591016604493569,433.66241086026815,100.00000000000001
150.0,cfl,1.139378,4.548768986765058,422.72177943698233,99.9375537847911
150.0,cfl,1.160606,4.507290634948647,412.21301226598797,98.96615301903955
150.0,cfl,1.181755,4.466514948086051,402.09871090021755,97.1444812632393
150.0,cfl,1.202825,4.42633413232892,392.3369292319808,94.64606582565354
150.0,cfl,1.22379,4.386894861095848,382.96005417777667,90.57548296137608
150.0,cfl,1.244655,4.347942943375646,373.8923516213287,86.58909870674619
150.0,cfl,1.265384,4.309477141714437,365.1289134338264,82.72741407164305
150.0,cfl,1.285967,4.271489144695521,356.67300919950316,78.99367381722107
150.0,cfl,1.306385,4.233847323164214,348.49070766773525,75.39430034905118
150.0,cfl,1.32662,4.196486361098404,340.5671358240256,71.96409474638067
150.0,cfl,1.346641,4.159339732327563,332.88922402176485,68.63254224086177
150.0,cfl,1.366428,4.122297692047783,325.4388725114102,65.39322069996571
150.0,cfl,1.385951,4.08525709017972,318.19959496051314,62.24037937183507
150.0,cfl,1.405176,4.048127857284558,311.1571596753342,59.169122366031154
150.0,cfl,1.424072,4.010803614848363,304.29470882374085,56.173454493153066
150.0,cfl,1.44261,3.9731811358221947,297.5957465127924,53.24737214487526
150.0,cfl,1.460747,3.9351152672485066,291.0369676792093,50.38179207535145
150.0,cfl,1.478449,3.896529599472446,284.6044946318587,47.57165921383378
150.0,cfl,1.495677,3.85728746569371,278.28356065548314,44.81142336520385
150.0,cfl,1.512403,3.817289620334442,272.0476365548739,42.09010646318204
150.0,cfl,1.52858,3.776443006799191,265.8762460408035,39.39913918960974
150.0,cfl,1.544188,3.734621970829258,259.7527428499167,36.7317574363297
150.0,cfl,1.55919,3.6917745053026403,253.65365296164256,34.07771217744927
150.0,cfl,1.573565,3.647797666130199,247.55763325877217,31.42783284287257
150.0,cfl,1.587292,3.602642435986387,241.4434050237572,28.772703215981736
150.0,cfl,1.600355,3.5562797339418464,235.29603339646872,26.105768354934455
150.0,cfl,1.612749,3.5086610553246773,229.09048076706844,23.41592836213188
150.0,cfl,1.624466,3.4597129717649517,222.80527453664453,20.693864384581218
150.0,cfl,1.635519,3.4094875963352775,216.43227478010826,17.93590210102664
150.0,cfl,1.645909,3.3578735049059487,209.94455032690195,15.130425824370922
150.0,cfl,1.655654,3.304906164212554,203.33845371009815,12.275851924566442
150.0,cfl,1.664768,3.250481207367732,196.59776936181692,9.365316868287007
150.0,cfl,1.67327,3.194556796522435,189.72002978543813,6.397799891856155
150.0,cfl,1.681184,3.1370635998500376,182.70612922264905,3.3737864387879672
150.0,cfl,1.688523,3.0779462124484205,175.56509693203142,0.29716098836021837
150.0,cfl,1.69531,3.0170851766840485,168.30441682008367,-2.8288184844586612
150.0,cfl,1.701556,2.954409456640086,160.94162105054,-5.996634968935697
150.0,cfl,1.707274,2.8898820432940333,153.50326874641308,-9.194860040743523
150.0,cfl,1.71248,2.823451832033397,146.01114325738715,-12.413186280764887
150.0,cfl,1.71718,2.7551877463061225,138.5028665721488,-15.618363067137262
150.0,cfl,1.721386,2.685048417579808,131.00191335277458,-18.81882751356132
150.0,cfl,1.725109,2.613068330253813,123.5345554597277,-22.003550161333727
150.0,cfl,1.728358,2.539341846743696,116.13385431356345,-25.158426690553632
150.0,cfl,1.731145,2.4639803423712867,108.83178858522355,-28.26970893160295
150.0,cfl,1.733479,2.3871110768228445,101.65502055508051,-31.325897798269377
150.0,cfl,1.735373,2.3089102109693496,94.63441661689407,-34.31358563410891
150.0,cfl,1.736837,2.229558694933723,87.79779638456408,-37.22064014285308
150.0,cfl,1.737882,2.149288502862299,81.17360275756215,-40.034654623074914
150.0,cfl,1.738524,2.068323268885363,74.78568873080933,-42.74514831209312
150.0,cfl,1.738771,1.9869219569957248,68.65688395387852,-45.34211572141922
150.0,unpCFL,0.6066949,5.8878873230997195,983.2035942727695,100.00000000000001
150.0,unpCFL,0.6217995,5.839598430081879,949.9072695134503,100.0
150.0,unpCFL,0.6375097,5.790233514749782,917.516754864789,100.0
150.0,unpCFL,0.6537863,5.739875649746629,886.0739992008655,100.00000000000001
150.0,unpCFL,0.6706168,5.688619344528377,855.6178412211877,100.0
150.0,unpCFL,0.6879966,5.636627538493453,826.198433306604,99.99999999999999
150.0,unpCFL,0.7058676,5.584412521556465,797.9538901589581,100.0
150.0,unpCFL,0.7242177,5.531729422798408,770.8346754331515,100.0
150.0,unpCFL,0.7430126,5.478647922210696,744.7796209326451,100.0
150.0,unpCFL,0.7622018,5.425287768238055,719.7743484183035,100.00000000000001
150.0,unpCFL,0.7817645,5.3717848075319745,695.8151030303462,100.0
150.0,unpCFL,0.8016508,5.318729733718053,673.0039701447155,99.99999999999999
150.0,unpCFL,0.8218293,5.265922075973604,651.2321303061719,100.0
150.0,unpCFL,0.8422629,5.213342596072674,630.4387387598691,100.0
150.0,unpCFL,0.8629149,5.16118498340983,610.652217110965,100.0
150.0,unpCFL,0.8837535,5.109495302576198,591.7837749491355,100.0
150.0,unpCFL,0.9047515,5.0583562412161704,573.7896703093234,100.0
150.0,unpCFL,0.9258713,5.008003308259933,556.6624748739566,99.99999999999999
150.0,unpCFL,0.9470957,4.958466904500089,540.3487159873084,100.0
150.0,unpCFL,0.9683892,4.909626468857292,524.7765206529621,100.00000000000001
150.0,unpCFL,0.9897522,4.861702627165959,509.97990010721685,100.0
150.0,unpCFL,1.011149,4.814505503824063,495.8149825625031,100.0
150.0,unpCFL,1.032558,4.768007355940197,482.23383539363397,100.0
150.0,unpCFL,1.05397,4.722567634570006,469.3203853015061,100.0
150.0,unpCFL,1.075371,4.677851514748097,456.9168887023365,100.0
150.0,unpCFL,1.09675,4.634017072741639,445.0427631246028,100.0
150.0,unpCFL,1.118085,4.591016604493569,433.66241086026815,100.00000000000001
150.0,unpCFL,1.139378,4.548768986765058,422.72177943698233,99.9375537847911
150.0,unpCFL,1.160606,4.507290634948647,412.21301226598797,98.96615301903955
150.0,unpCFL,1.181755,4.466514948086051,402.09871090021755,97.1444812632393
150.0,unpCFL,1.202825,4.42633413232892,392.3369292319808,94.64606582565354
150.0,unpCFL,1.22379,4.386894861095848,382.96005417777667,90.57548296137608
150.0,unpCFL,1.244655,4.347942943375646,373.8923516213287,86.58909870674619
150.0,unpCFL,1.265384,4.309477141714437,365.1289134338264,82.72741407164305
150.0,unpCFL,1.285967,4.271489144695521,356.67300919950316,78.99367381722107
150.0,unpCFL,1.306385,4.233847323164214,348.49070766773525,75.39430034905118
150.0,unpCFL,1.32662,4.196486361098404,340.5671358240256,71.96409474638067
150.0,unpCFL,1.346641,3.956145051986165,333.500149432465,68.90458443877863
150.0,unpCFL,1.366428,2.9930338053651524,328.61499253352196,66.8211368611206
150.0,unpCFL,1.385951,2.9993819015953282,327.38906226899184,66.26605519563024
150.0,unpCFL,1.405176,3.0052870253149266,326.2037947114576,65.72719270022412
150.0,unpCFL,1.424072,3.010712683213763,325.0509408929097,65.201601330839
150.0,unpCFL,1.44261,3.015624713374522,323.92177559032064,64.6860999972429
150.0,unpCFL,1.460747,3.019995256477743,322.80389035834554,64.17590649497217
150.0,unpCFL,1.478449,3.023803143746548,321.6878296228905,63.66749951886132
150.0,unpCFL,1.495677,3.0270051669570925,320.55920232100846,63.15528526946825
150.0,unpCFL,1.512403,3.0296244013812608,319.40347846409094,62.633323424155726
150.0,unpCFL,1.52858,3.0316743070367327,318.2055717730395,62.0953704623101
150.0,unpCFL,1.544188,3.033149360049258,316.94444008762076,61.53275804119964
150.0,unpCFL,1.55919,3.034112981516881,315.6036442855335,60.938363988210455
150.0,unpCFL,1.573565,3.0346119169878527,314.15779226889936,60.30134934291736
150.0,unpCFL,1.587292,3.034728586753758,312.585251088984,59.612247742493146
150.0,unpCFL,1.600355,3.034553644397073,310.85798001217654,58.858901955356956
150.0,unpCFL,1.612749,3.034208347659288,308.95045419625876,58.0300455820868
150.0,unpCFL,1.624466,3.033819479916078,306.82405810909864,57.108940477573185
150.0,unpCFL,1.635519,3.033532955221143,304.450513671898,56.08317049171865
150.0,unpCFL,1.645909,3.0334927114415278,301.7891162431836,54.935066625079045
150.0,unpCFL,1.655654,3.0338415371765475,298.8066528060702,53.65013828614718
150.0,unpCFL,1.664768,3.034709196566501,295.4574182832594,52.20857288842865
150.0,unpCFL,1.67327,3.0362029893098685,291.70155016737255,50.59293118322695
150.0,unpCFL,1.681184,3.0383989939744067,287.49736522522437,48.78493164438102
150.0,unpCFL,1.688523,3.0413377929752077,282.80569457023796,46.767162340691996
150.0,unpCFL,1.69531,3.0450246918443318,277.58079658027873,44.51927085007986
150.0,unpCFL,1.701556,3.0494342215887045,271.7802510621596,42.022127384900735
150.0,unpCFL,1.707274,3.05453324808777,265.350474314703,39.251606570207535
150.0,unpCFL,1.71248,3.0602956111688755,258.2484462406446,36.1899705766369
150.0,unpCFL,1.71718,3.067600235458364,250.38609148319216,32.83456319848102
150.0,unpCFL,1.721386,3.0754725850918287,241.7028428554621,29.1246579689499
150.0,unpCFL,1.725109,3.083833868004635,232.1317635436607,25.03001663254266
150.0,unpCFL,1.728358,3.092623188203047,221.58822499626368,20.5127253295189
150.0,unpCFL,1.731145,3.1017867783923223,209.97409087368612,15.529007042023418
150.0,unpCFL,1.733479,3.1112753578812784,197.1943050953941,10.036368263392124
150.0,unpCFL,1.735373,3.1210479939495146,183.135037598,3.9841256923373307
150.0,unpCFL,1.736837,3.076762876109288,167.90219234072924,-2.5768827061185924
150.0,unpCFL,1.737882,2.9604521044700287,152.6306170841559,-9.155997933522595
150.0,unpCFL,1.738524,2.822257312063729,138.10513154070793,-15.410025473783888
150.0,unpCFL,1.738771,2.6850749955517266,124.45251508855684,-21.284602234874896
