n_B_over_n0,T_MeV,R_star_fm
9.85083385975995,10.0,0.495657301
9.89063802905875,10.0,0.488422956
9.930435881238155,10.0,0.481295037
9.970233733417562,10.0,0.474267429
10.010031585596968,10.0,0.467346013
10.049835754895767,10.0,0.460525509
10.089633607075173,10.0,0.453807548
10.12943145925458,10.0,0.447190007
10.169229311433986,10.0,0.440679258
10.209027163613394,10.0,0.43427168
10.248831332912193,10.0,0.427753061
10.288629185091597,10.0,0.421507354
10.328427037271004,10.0,0.415354897
10.36822488945041,10.0,0.409298528
10.40802905874921,10.0,0.40332908
10.447826910928617,10.0,0.39744991
10.487624763108023,10.0,0.391664834
10.52742261528743,10.0,0.385907093
10.567226784586229,10.0,0.380286712
10.607024636765635,10.0,0.374751246
10.646822488945041,10.0,0.369299561
10.686620341124447,10.0,0.36393397
10.726424510423248,10.0,0.358646474
10.766222362602655,10.0,0.353442939
10.806020214782059,10.0,0.348315396
10.845818066961465,10.0,0.343269459
10.885615919140871,10.0,0.338300832
10.925420088439672,10.0,0.333408381
10.965217940619079,10.0,0.328591167
11.005015792798485,10.0,0.323847995
11.044813644977891,10.0,0.319177864
11.08461781427669,10.0,0.314579845
11.124415666456096,10.0,0.310052967
11.164213518635503,10.0,0.305595922
11.204011370814909,10.0,0.301208195
11.243815540113708,10.0,0.296890972
11.283613392293114,10.0,0.292637918
11.32341124447252,10.0,0.288451471
11.363209096651927,10.0,0.284329787
11.403006948831333,10.0,0.280271842
11.442811118130132,10.0,0.276275846
11.482608970309538,10.0,0.272343927
11.522406822488946,10.0,0.268472748
11.562204674668353,10.0,0.264662131
11.602008843967152,10.0,0.260945981
11.641806696146556,10.0,0.25729431
11.681604548325963,10.0,0.253738828
11.72140240050537,10.0,0.25023721
11.76120656980417,10.0,0.246786551
11.801004421983576,10.0,0.243384193
11.840802274162982,10.0,0.240033234
11.880600126342388,10.0,0.236730944
11.920404295641188,10.0,0.233477866
11.960202147820594,10.0,0.230271973
12.0,10.0,0.227112025
0.1,30.0,2.63116081
0.13979930511686672,30.0,2.63116081
0.17959867340492736,30.0,2.63116081
0.21939797852179407,30.0,2.63116081
0.25919734680985473,30.0,2.63116081
0.2989966519267214,30.0,2.63116081
0.33879595704358817,30.0,2.63116081
0.3785953253316488,30.0,2.63116081
0.4183946304485155,30.0,2.63116081
0.4581939987365761,30.0,2.63116081
0.49799330385344287,30.0,2.63116081
0.5377926721415035,30.0,2.63116081
0.5775919772583702,30.0,2.63116081
0.6173912823752369,30.0,2.63116081
0.6571907770056854,30.0,2.63116081
0.6969898926089704,30.0,2.63116081
0.7367890082122552,30.0,2.63116081
0.7765887555274795,30.0,2.63116081
0.8163878711307644,30.0,2.63116081
0.8561869867340492,30.0,2.63116081
0.8959867340492736,30.0,2.63116081
0.9357858496525585,30.0,2.63116081
0.9755855969677827,30.0,2.63116081
1.0153847125710675,30.0,2.63116081
1.0551838281743526,30.0,2.63116081
1.0949835754895767,30.0,2.61129199
1.1347826910928616,30.0,2.56950855
1.1745818066961466,30.0,2.52979439
1.214381554011371,30.0,2.49200196
1.2541806696146558,30.0,2.456008
1.2939797852179407,30.0,2.4216977
1.333779532533165,30.0,2.38897321
1.3735786481364498,30.0,2.35775603
1.413377763739735,30.0,2.327967
1.453177511054959,30.0,2.29954692
1.4929766266582438,30.0,2.27243629
1.532775742261529,30.0,2.2465853
1.5725754895767532,30.0,2.22195298
1.6123746051800378,30.0,2.19849436
1.652173720783323,30.0,2.17617536
1.6919734680985472,30.0,2.15495792
1.7317725837018318,30.0,2.13481296
1.771571699305117,30.0,2.11570665
1.8113714466203412,30.0,2.0976065
1.8511705622236259,30.0,2.0804849
1.890969677826911,30.0,2.06430952
1.9307694251421352,30.0,2.04905202
1.9705685407454203,30.0,2.03468556
2.010367656348705,30.0,2.02117201
2.050167403663929,30.0,2.00848689
2.089966519267214,30.0,1.99659124
