alpha_s,B4_MeV,Delta0_MeV,sigma_crit_star,M_max_Msun,reject_reason_code
0.0,133.0,52.0,,2.4205750160177466,6
0.0,134.0,52.0,,2.383831616795715,6
0.0,135.0,52.0,,2.3478818114552626,6
0.0,136.0,52.0,,2.312652564696324,6
0.0,137.0,52.0,,2.27839155130734,6
0.0,138.0,52.0,,2.244768271549757,6
0.0,139.0,52.0,,2.2119680446145034,6
0.0,140.0,52.0,,2.1798401321405505,6
0.0,141.0,52.0,,2.148442907906228,6
0.0,142.0,52.0,,2.117713400593488,6
0.0,143.0,52.0,,2.087699669349771,6
0.0,144.0,52.0,,2.058263442524652,6
0.0,145.0,52.0,114.30688916068519,2.029518320865825,5
0.0,146.0,52.0,112.48955476737126,2.0013118678012627,5
0.0,147.0,52.0,,1.9737127032017883,4
0.0,148.0,52.0,,1.946698621337639,4
0.0,149.0,52.0,,1.9202250915358974,4
0.0,150.0,52.0,,1.8943097700956666,4
0.0,151.0,52.0,,1.8689493649012445,4
0.0,152.0,52.0,,1.8440537954678649,4
0.0,153.0,52.0,,1.8196864585791135,4
0.0,154.0,52.0,,1.7957866960169173,4
0.0,155.0,52.0,,1.7723600102935688,4
0.0,156.0,52.0,,1.7493964253685501,4
0.0,157.0,52.0,,1.7268851490614663,4
0.0,158.0,52.0,,1.7047980337023767,4
0.0,159.0,52.0,,1.6831293990675786,4
0.0,160.0,52.0,,1.6618678783388052,4
0.0,161.0,52.0,,1.6410046456434335,4
0.0,162.0,52.0,,1.6205629285848904,4
0.0,163.0,52.0,,1.6005305079412135,4
0.0,164.0,52.0,,,1
0.0,165.0,52.0,,,1
0.0,166.0,52.0,,,1
0.0,167.0,52.0,,,1
0.0,168.0,52.0,,,1
0.0,169.0,52.0,,,1
0.0,170.0,52.0,,,1
0.0,171.0,52.0,,,1
0.0,172.0,52.0,,,1
0.0,173.0,52.0,,,1
0.0,174.0,52.0,,,1
0.0,175.0,52.0,,,1
0.0,176.0,52.0,,,1
0.0,177.0,52.0,,,1
0.0,178.0,52.0,,,1
0.0,179.0,52.0,,,1
0.0,180.0,52.0,,,1
0.0,130.0,56.0,,2.5647509533671973,6
0.0,131.0,56.0,,2.5243160023953375,6
0.0,132.0,56.0,,2.484922950877132,6
0.0,133.0,56.0,,2.446464138699274,6
0.0,134.0,56.0,,2.4088864909219136,6
0.0,135.0,56.0,,2.3722015149839684,6
0.0,136.0,56.0,,2.336397033325289,6
0.0,137.0,56.0,,2.3013179138404043,6
0.0,138.0,56.0,,2.2671283188236293,6
0.0,139.0,56.0,,2.2336503300095756,6
0.0,140.0,56.0,,2.2009341706261485,6
0.0,141.0,56.0,,2.1689282842258684,6
0.0,142.0,56.0,,2.1376099959680364,6
0.0,143.0,56.0,,2.1070300646340514,6
0.0,144.0,56.0,,2.077037364270751,6
0.0,145.0,56.0,114.30688916068519,2.047765174829357,5
0.0,146.0,56.0,112.48955476737126,2.019091555331607,5
0.0,147.0,56.0,,1.990999838649583,4
0.0,148.0,56.0,,1.9635236059666161,4
0.0,149.0,56.0,,1.9365889699822771,4
0.0,150.0,56.0,,1.9102456529105927,4
0.0,151.0,56.0,,1.8844317816544416,4
0.0,152.0,56.0,,1.859125731105894,4
0.0,153.0,56.0,,1.834359815924337,4
0.0,154.0,56.0,,1.8100739469659197,4
0.0,155.0,56.0,,1.7862675759211364,4
0.0,156.0,56.0,,1.7629251247414393,4
0.0,157.0,56.0,,1.7400537503889089,4
0.0,158.0,56.0,,1.7176388597884342,4
0.0,159.0,56.0,,1.6956711718265922,4
0.0,160.0,56.0,,1.674132751539131,4
0.0,161.0,56.0,,1.6529926998744675,4
0.0,162.0,56.0,,1.6322697002025555,4
0.0,163.0,56.0,,1.6118916438869402,4
0.0,164.0,56.0,,1.5919183975191837,4
0.0,165.0,56.0,,,1
0.0,166.0,56.0,,,1
0.0,167.0,56.0,,,1
0.0,168.0,56.0,,,1
0.0,169.0,56.0,,,1
0.0,170.0,56.0,,,1
0.0,171.0,56.0,,,1
0.0,172.0,56.0,,,1
0.0,173.0,56.0,,,1
0.0,174.0,56.0,,,1
0.0,175.0,56.0,,,1
0.0,176.0,56.0,,,1
0.0,177.0,56.0,,,1
0.0,178.0,56.0,,,1
0.0,179.0,56.0,,,1
0.0,180.0,56.0,,,1
0.0,130.0,60.0,,2.5954312123285606,6
0.0,131.0,60.0,,2.5541152199392925,6
0.0,132.0,60.0,,2.5137957797235444,6
0.0,133.0,60.0,,2.474429656661025,6
0.0,134.0,60.0,,2.436030419422387,6
0.0,135.0,60.0,,2.398474608967622,6
0.0,136.0,60.0,,2.3619223302739663,6
0.0,137.0,60.0,,2.326087993713341,6
0.0,138.0,60.0,,2.291166649867815,6
0.0,139.0,60.0,,2.256937617017139,6
0.0,140.0,60.0,,2.223541294320565,6
0.0,141.0,60.0,,2.1908867368040834,6
0.0,142.0,60.0,,2.158997461138617,6
0.0,143.0,60.0,,2.1278067029131558,6
0.0,144.0,60.0,,2.0972383657901004,6
0.0,145.0,60.0,114.30688916068519,2.0673739430408307,5
0.0,146.0,60.0,112.48955476737126,2.0381354983046984,5
0.0,147.0,60.0,110.61839010645937,2.0095632153322835,5
0.0,148.0,60.0,,1.9815534573128697,4
0.0,149.0,60.0,,1.954155352573063,4
0.0,150.0,60.0,,1.9273480007197579,4
0.0,151.0,60.0,,1.9010662295145684,4
0.0,152.0,60.0,,1.8753436728635806,4
0.0,153.0,60.0,,1.8501490921802701,4
0.0,154.0,60.0,,1.8254790221773676,4
0.0,155.0,60.0,,1.8013023091747116,4
0.0,156.0,60.0,,1.7776009664080241,4
0.0,157.0,60.0,,1.7543417821512228,4
0.0,158.0,60.0,,1.7315563006940116,4
0.0,159.0,60.0,,1.709235265853693,4
0.0,160.0,60.0,,1.6873138268357732,4
0.0,161.0,60.0,,1.6658513280130345,4
0.0,162.0,60.0,,1.6447648095054117,4
0.0,163.0,60.0,,1.6241068024061862,4
0.0,164.0,60.0,,1.6038518223548686,4
0.0,165.0,60.0,,1.5839760874647753,4
0.0,166.0,60.0,,,1
0.0,167.0,60.0,,,1
0.0,168.0,60.0,,,1
0.0,169.0,60.0,,,1
0.0,170.0,60.0,,,1
0.0,171.0,60.0,,,1
0.0,172.0,60.0,,,1
0.0,173.0,60.0,,,1
0.0,174.0,60.0,,,1
0.0,175.0,60.0,,,1
0.0,176.0,60.0,,,1
0.0,177.0,60.0,,,1
0.0,178.0,60.0,,,1
0.0,179.0,60.0,,,1
0.0,180.0,60.0,,,1
0.0,130.0,64.0,,2.6283608288445373,6
0.0,131.0,64.0,,2.5859986976191593,6
0.0,132.0,64.0,,2.5447592921552484,6
0.0,133.0,64.0,,2.504477782861408,6
0.0,134.0,64.0,,2.4651192875598533,6
0.0,135.0,64.0,,2.426715972841998,6
0.0,136.0,64.0,,2.389249300091623,6
0.0,137.0,64.0,,2.352710364019612,6
0.0,138.0,64.0,,2.3169810523775576,6
0.0,139.0,64.0,,2.282015078455944,6
0.0,140.0,64.0,,2.247919413768988,6
0.0,141.0,64.0,,2.2146144183564793,6
0.0,142.0,64.0,,2.1820216560099803,6
0.0,143.0,64.0,,2.1501426258027054,6
0.0,144.0,64.0,,2.119002946111713,6
0.0,145.0,64.0,114.30688916068519,2.088520319096927,5
0.0,146.0,64.0,112.48955476737126,2.05871131854444,5
0.0,147.0,64.0,110.61839010645937,2.029574443091865,5
0.0,148.0,64.0,108.68993931359773,2.001025415484943,5
0.0,149.0,64.0,,1.973098058483317,4
0.0,150.0,64.0,,1.9457610791287434,4
0.0,151.0,64.0,,1.919006302640308,4
0.0,152.0,64.0,,1.8927802410004577,4
0.0,153.0,64.0,,1.867133213436911,4
0.0,154.0,64.0,,1.8419988163986807,4
0.0,155.0,64.0,,1.8173780453508843,4
0.0,156.0,64.0,,1.793218172720759,4
0.0,157.0,64.0,,1.7695761720519745,4
0.0,158.0,64.0,,1.7464105084347714,4
0.0,159.0,64.0,,1.723710817470465,4
0.0,160.0,64.0,,1.7014632583293892,4
0.0,161.0,64.0,,1.6796674594449104,4
0.0,162.0,64.0,,1.6582457913671218,4
0.0,163.0,64.0,,1.6372625100820144,4
0.0,164.0,64.0,,1.616670519635158,4
0.0,165.0,64.0,,1.5964495410260415,4
0.0,166.0,64.0,,,1
0.0,167.0,64.0,,,1
0.0,168.0,64.0,,,1
0.0,169.0,64.0,,,1
0.0,170.0,64.0,,,1
0.0,171.0,64.0,,,1
0.0,172.0,64.0,,,1
0.0,173.0,64.0,,,1
0.0,174.0,64.0,,,1
0.0,175.0,64.0,,,1
0.0,176.0,64.0,,,1
0.0,177.0,64.0,,,1
0.0,178.0,64.0,,,1
0.0,179.0,64.0,,,1
0.0,180.0,64.0,,,1
0.0,130.0,68.0,,2.663607034396959,6
0.0,131.0,68.0,,2.620166708453757,6
0.0,132.0,68.0,,2.5777771394865283,6
0.0,133.0,68.0,,2.5364895566970405,6
0.0,134.0,68.0,,2.496173013743864,6
0.0,135.0,68.0,,2.4569870217824574,6
0.0,136.0,68.0,,2.418601396358134,6
0.0,137.0,68.0,,2.381086903400337,6
0.0,138.0,68.0,,2.3445298834054538,6
0.0,139.0,68.0,,2.308874432974049,6
0.0,140.0,68.0,,2.273956847848222,6
0.0,141.0,68.0,,2.2399095960694315,6
0.0,142.0,68.0,,2.2065134697089217,6
0.0,143.0,68.0,,2.173957028858022,6
0.0,144.0,68.0,,2.14215085593291,6
0.0,145.0,68.0,114.30688916068519,2.111065155535132,5
0.0,146.0,68.0,112.48955476737126,2.080643127458383,5
0.0,147.0,68.0,110.61839010645937,2.0508628151135873,5
0.0,148.0,68.0,108.68993931359773,2.021722962550083,5
0.0,149.0,68.0,,1.9932765137055204,4
0.0,150.0,68.0,,1.965393558008199,4
0.0,151.0,68.0,,1.9381140125100702,4
0.0,152.0,68.0,,1.9114016293008302,4
0.0,153.0,68.0,,1.8852385691913938,4
0.0,154.0,68.0,,1.8596472277040108,4
0.0,155.0,68.0,,1.8345854850781975,4
0.0,156.0,68.0,,1.8099918918768694,4
0.0,157.0,68.0,,1.7859389028745483,4
0.0,158.0,68.0,,1.7623501124476078,4
0.0,159.0,68.0,,1.7392471018959874,4
0.0,160.0,68.0,,1.7165904493012196,4
0.0,161.0,68.0,,1.6943718384277504,4
0.0,162.0,68.0,,1.6725929475909542,4
0.0,163.0,68.0,,1.6512392759422851,4
0.0,164.0,68.0,,1.6303170080526272,4
0.0,165.0,68.0,,1.6098062019925499,4
0.0,166.0,68.0,,1.589674324929855,4
0.0,167.0,68.0,,,1
0.0,168.0,68.0,,,1
0.0,169.0,68.0,,,1
0.0,170.0,68.0,,,1
0.0,171.0,68.0,,,1
0.0,172.0,68.0,,,1
0.0,173.0,68.0,,,1
0.0,174.0,68.0,,,1
0.0,175.0,68.0,,,1
0.0,176.0,68.0,,,1
0.0,177.0,68.0,,,1
0.0,178.0,68.0,,,1
0.0,179.0,68.0,,,1
0.0,180.0,68.0,,,1
0.0,130.0,72.0,,2.701031184456865,6
0.0,131.0,72.0,,2.656430314618691,6
0.0,132.0,72.0,,2.613006490120586,6
0.0,133.0,72.0,,2.5707132587571406,6
0.0,134.0,72.0,,2.5293437009865456,6
0.0,135.0,72.0,,2.489041010718987,6
0.0,136.0,72.0,,2.4497262957397092,6
0.0,137.0,72.0,,2.4113644116824924,6
0.0,138.0,72.0,,2.3738957226198876,6
0.0,139.0,72.0,,2.3373779487248085,6
0.0,140.0,72.0,,2.3016018961818236,6
0.0,141.0,72.0,,2.2667467352879846,6
0.0,142.0,72.0,,2.2326441354609177,6
0.0,143.0,72.0,,2.199398348921535,6
0.0,144.0,72.0,,2.166856179525255,6
0.0,145.0,72.0,114.30688916068519,2.1350707552246444,5
0.0,146.0,72.0,112.48955550398269,2.1039757447197243,5
0.0,147.0,72.0,110.61806924156748,2.073566399686086,5
0.0,148.0,72.0,108.69468458174194,2.0438573375983196,5
0.0,149.0,72.0,106.73066908297032,2.01478480403278,5
0.0,150.0,72.0,,1.9863270112880094,4
0.0,151.0,72.0,,1.9584449075145642,4
0.0,152.0,72.0,,1.9311958602302888,4
0.0,153.0,72.0,,1.9045287288789203,4
0.0,154.0,72.0,,1.878412517915541,4
0.0,155.0,72.0,,1.8528365451297886,4
0.0,156.0,72.0,,1.82780086759744,4
0.0,157.0,72.0,,1.8032676392138312,4
0.0,158.0,72.0,,1.77925849425792,4
0.0,159.0,72.0,,1.7557353037265573,4
0.0,160.0,72.0,,1.732680689327526,4
0.0,161.0,72.0,,1.7100750576029966,4
0.0,162.0,72.0,,1.6879151723363537,4
0.0,163.0,72.0,,1.6662044402601304,4
0.0,164.0,72.0,,1.644896480983946,4
0.0,165.0,72.0,,1.6239999908564222,4
0.0,166.0,72.0,,1.6034993587129907,4
0.0,167.0,72.0,,1.583396581348234,4
0.0,168.0,72.0,,,1
0.0,169.0,72.0,,,1
0.0,170.0,72.0,,,1
0.0,171.0,72.0,,,1
0.0,172.0,72.0,,,1
0.0,173.0,72.0,,,1
0.0,174.0,72.0,,,1
0.0,175.0,72.0,,,1
0.0,176.0,72.0,,,1
0.0,177.0,72.0,,,1
0.0,178.0,72.0,,,1
0.0,179.0,72.0,,,1
0.0,180.0,72.0,,,1
0.0,130.0,76.0,,2.7407384296441366,6
0.0,131.0,76.0,,2.695052383009233,6
0.0,132.0,76.0,,2.650497693696108,6
0.0,133.0,76.0,,2.607003787254293,6
0.0,134.0,76.0,,2.5645161627984714,6
0.0,135.0,76.0,,2.523226985143574,6
0.0,136.0,76.0,,2.4828321761512964,6
0.0,137.0,76.0,,2.4435034988811486,6
0.0,138.0,76.0,,2.405057914098626,6
0.0,139.0,76.0,,2.3676117439408886,6
0.0,140.0,76.0,,2.330990493385926,6
0.0,141.0,76.0,,2.295325119349176,6
0.0,142.0,76.0,,2.260456225790858,6
0.0,143.0,76.0,,2.226381694246596,6
0.0,144.0,76.0,,2.1930798161323266,6
0.0,145.0,76.0,114.70831793780188,2.1605531758662213,5
0.0,146.0,76.0,113.0041622388897,2.1287588057605067,5
0.0,147.0,76.0,111.26381199970692,2.0977087649246955,5
0.0,148.0,76.0,109.48660583420038,2.0673128539736942,5
0.0,149.0,76.0,107.67179848131022,2.037545716613643,5
0.0,150.0,76.0,105.81878515023917,2.0085151220519033,5
0.0,151.0,76.0,,1.9800657766795626,4
0.0,152.0,76.0,,1.9522380452943422,4
0.0,153.0,76.0,,1.9250233022874934,4
0.0,154.0,76.0,,1.8983937839131444,4
0.0,155.0,76.0,,1.872294802855985,4
0.0,156.0,76.0,,1.8467505118694867,4
0.0,157.0,76.0,,1.8217342463298147,4
0.0,158.0,76.0,,1.7972358189213138,4
0.0,159.0,76.0,,1.7732487601667948,4
0.0,160.0,76.0,,1.7497132636767176,4
0.0,161.0,76.0,,1.7266555444223075,4
0.0,162.0,76.0,,1.7040911140919095,4
0.0,163.0,76.0,,1.6819835143592716,4
0.0,164.0,76.0,,1.6603019007736435,4
0.0,165.0,76.0,,1.6390707473118267,4
0.0,166.0,76.0,,1.618212734485023,4
0.0,167.0,76.0,,1.5977739009816978,4
0.0,168.0,76.0,,1.577709354509839,4
0.0,169.0,76.0,,,1
0.0,170.0,76.0,,,1
0.0,171.0,76.0,,,1
0.0,172.0,76.0,,,1
0.0,173.0,76.0,,,1
0.0,174.0,76.0,,,1
0.0,175.0,76.0,,,1
0.0,176.0,76.0,,,1
0.0,177.0,76.0,,,1
0.0,178.0,76.0,,,1
0.0,179.0,76.0,,,1
0.0,180.0,76.0,,,1
0.0,130.0,80.0,,2.7829974497241023,6
0.0,131.0,80.0,,2.7359164416747825,6
0.0,132.0,80.0,,2.690012006718074,6
0.0,133.0,80.0,,2.645268055086072,6
0.0,134.0,80.0,,2.601712604229818,6
0.0,135.0,80.0,,2.559254392541423,6
0.0,136.0,80.0,,2.5178150090020193,6
0.0,137.0,80.0,,2.4774367056913644,6
0.0,138.0,80.0,,2.438059079439702,6
0.0,139.0,80.0,,2.399619807266911,6
0.0,140.0,80.0,,2.3621695724399596,6
0.0,141.0,80.0,,2.325507138650833,6
0.0,142.0,80.0,,2.289761380509779,6
0.0,143.0,80.0,,2.2548962812203435,6
0.0,144.0,80.0,,2.2207598329454017,6
0.0,145.0,80.0,116.31509516234436,2.18749228678144,5
0.0,146.0,80.0,114.72790954911586,2.15492254091778,5
0.0,147.0,80.0,113.1066108760184,2.1230958934433373,5
0.0,148.0,80.0,111.45051807112394,2.0920591338777244,5
0.0,149.0,80.0,109.75888511166778,2.061637637499253,5
0.0,150.0,80.0,108.03119137510214,2.031927093084459,5
0.0,151.0,80.0,106.26567780795322,2.002884839664909,5
0.0,152.0,80.0,,1.9744495782414304,4
0.0,153.0,80.0,,1.9466297728739261,4
0.0,154.0,80.0,,1.9194101222314863,4
0.0,155.0,80.0,,1.8927915424229635,4
0.0,156.0,80.0,,1.8667316489244177,4
0.0,157.0,80.0,,1.841192303862832,4
0.0,158.0,80.0,,1.8162454811563684,4
0.0,159.0,80.0,,1.7917375082621232,4
0.0,160.0,80.0,,1.767778276265613,4
0.0,161.0,80.0,,1.7442972679289193,4
0.0,162.0,80.0,,1.7212869523859309,4
0.0,163.0,80.0,,1.6987366031218696,4
0.0,164.0,80.0,,1.676621738039597,4
0.0,165.0,80.0,,1.654955527797353,4
0.0,166.0,80.0,,1.6337081402190428,4
0.0,167.0,80.0,,1.612878066865439,4
0.0,168.0,80.0,,1.5924835052406183,4
0.0,169.0,80.0,,1.5724826575170596,4
0.0,170.0,80.0,,,1
0.0,171.0,80.0,,,1
0.0,172.0,80.0,,,1
0.0,173.0,80.0,,,1
0.0,174.0,80.0,,,1
0.0,175.0,80.0,,,1
0.0,176.0,80.0,,,1
0.0,177.0,80.0,,,1
0.0,178.0,80.0,,,1
0.0,179.0,80.0,,,1
0.0,180.0,80.0,,,1
0.0,130.0,84.0,,2.827357719927191,6
0.0,131.0,84.0,,2.778868827443015,6
0.0,132.0,84.0,,2.7316717072844403,6
0.0,133.0,84.0,,2.6857102374383532,6
0.0,134.0,84.0,,2.640872227078913,6
0.0,135.0,84.0,,2.597234310408338,6
0.0,136.0,84.0,,2.554715572993198,6
0.0,137.0,84.0,,2.5132326834767595,6
0.0,138.0,84.0,,2.472827904656237,6
0.0,139.0,84.0,,2.4333238995263278,6
0.0,140.0,84.0,,2.3948816739142353,6
0.0,141.0,84.0,,2.3573335799736257,6
0.0,142.0,84.0,,2.3206786173850866,6
0.0,143.0,84.0,,2.2848797404275905,6
0.0,144.0,84.0,,2.2499602646502406,6
0.0,145.0,84.0,118.95712681977282,2.215832553554154,5
0.0,146.0,84.0,117.4683948040915,2.1824824708443535,5
0.0,147.0,84.0,115.94735028076364,2.149960631516272,5
0.0,148.0,84.0,114.39287780254254,2.11815291996053,5
0.0,149.0,84.0,112.80456833495943,2.0870654196279856,5
0.0,150.0,84.0,111.18141752437724,2.0566622728623547,5
0.0,151.0,84.0,109.52242926853125,2.026946191636945,5
0.0,152.0,84.0,,1.9979017222497613,4
0.0,153.0,84.0,,1.9694405708526914,4
0.0,154.0,84.0,,1.9416390956531648,4
0.0,155.0,84.0,,1.9144321311919008,4
0.0,156.0,84.0,,1.88778175614405,4
0.0,157.0,84.0,,1.861710598202838,4
0.0,158.0,84.0,,1.8362004516632078,4
0.0,159.0,84.0,,1.8112140751000116,4
0.0,160.0,84.0,,1.7867512455501569,4
0.0,161.0,84.0,,1.7627998042227617,4
0.0,162.0,84.0,,1.739342852429924,4
0.0,163.0,84.0,,1.716361365556605,4
0.0,164.0,84.0,,1.6938231752907507,4
0.0,165.0,84.0,,1.6717680124586913,4
0.0,166.0,84.0,,1.6501114739943672,4
0.0,167.0,84.0,,1.6288910767093188,4
0.0,168.0,84.0,,1.6081006821844162,4
0.0,169.0,84.0,,1.5876878753207633,4
0.0,170.0,84.0,,1.5676712987086392,4
0.0,171.0,84.0,,,1
0.0,172.0,84.0,,,1
0.0,173.0,84.0,,,1
0.0,174.0,84.0,,,1
0.0,175.0,84.0,,,1
0.0,176.0,84.0,,,1
0.0,177.0,84.0,,,1
0.0,178.0,84.0,,,1
0.0,179.0,84.0,,,1
0.0,180.0,84.0,,,1
0.0,130.0,88.0,,2.8739186643077828,6
0.0,131.0,88.0,,2.8239824267112996,6
0.0,132.0,88.0,,2.775417803160954,6
0.0,133.0,88.0,,2.7280918173369346,6
0.0,134.0,88.0,,2.6820655155932425,6
0.0,135.0,88.0,,2.637221615473882,6
0.0,136.0,88.0,,2.59350033261708,6
0.0,137.0,88.0,,2.550847046385476,6
0.0,138.0,88.0,,2.5093830040889205,6
0.0,139.0,88.0,,2.4688070366408557,6
0.0,140.0,88.0,,2.429304621987412,6
0.0,141.0,88.0,,2.390708530004227,6
0.0,142.0,88.0,,2.3531644461661267,6
0.0,143.0,88.0,,2.3164503516455626,6
0.0,144.0,88.0,,2.280670600171645,6
0.0,145.0,88.0,122.48732371217585,2.245729817052517,5
0.0,146.0,88.0,121.0823300908167,2.21159763643833,5
0.0,147.0,88.0,119.64648338395581,2.1782264642676266,5
0.0,148.0,88.0,118.17875718892704,2.145632592965007,5
0.0,149.0,88.0,116.67828498732361,2.113824687593948,5
0.0,150.0,88.0,115.14362646705948,2.082670396112995,5
0.0,151.0,88.0,113.57512982039033,2.0522750418378686,5
0.0,152.0,88.0,111.97009977339508,2.022575553620587,5
0.0,153.0,88.0,,1.9934516830241487,4
0.0,154.0,88.0,,1.9650115558793357,4
0.0,155.0,88.0,,1.9372223889883426,4
0.0,156.0,88.0,,1.909972229676689,4
0.0,157.0,88.0,,1.883358006041647,4
0.0,158.0,88.0,,1.8572863463189417,4
0.0,159.0,88.0,,1.8317515789733827,4
0.0,160.0,88.0,,1.8067773363359971,4
0.0,161.0,88.0,,1.7823004494032013,4
0.0,162.0,88.0,,1.7583567618151141,4
0.0,163.0,88.0,,1.7348706024655758,4
0.0,164.0,88.0,,1.7118795149892103,4
0.0,165.0,88.0,,1.6893622226958986,4
0.0,166.0,88.0,,1.667312107983448,4
0.0,167.0,88.0,,1.6456867526637027,4
0.0,168.0,88.0,,1.6245051128738879,4
0.0,169.0,88.0,,1.6037172029929445,4
0.0,170.0,88.0,,1.5833376463256637,4
0.0,171.0,88.0,,1.5633369059248088,4
0.0,172.0,88.0,,,1
0.0,173.0,88.0,,,1
0.0,174.0,88.0,,,1
0.0,175.0,88.0,,,1
0.0,176.0,88.0,,,1
0.0,177.0,88.0,,,1
0.0,178.0,88.0,,,1
0.0,179.0,88.0,,,1
0.0,180.0,88.0,,,1
0.0,130.0,92.0,,2.9227599003758855,6
0.0,131.0,92.0,,2.8712821353711564,6
0.0,132.0,92.0,,2.821293633921322,6
0.0,133.0,92.0,,2.7725531876630503,6
0.0,134.0,92.0,,2.725223938041549,6
0.0,135.0,92.0,,2.6791133729910794,6
0.0,136.0,92.0,,2.634126361404727,6
0.0,137.0,92.0,,2.5902664595044236,6
0.0,138.0,92.0,,2.5475907352433316,6
0.0,139.0,92.0,,2.505932102042818,6
0.0,140.0,92.0,,2.465397367748764,6
0.0,141.0,92.0,,2.4258392904945154,6
0.0,142.0,92.0,,2.387250319385378,6
0.0,143.0,92.0,,2.349604952619133,6
0.0,144.0,92.0,,2.312921746084661,6
0.0,145.0,92.0,126.79856016705884,2.276983102504574,5
0.0,146.0,92.0,125.4662343725329,2.242051585730112,5
0.0,147.0,92.0,124.1038679486843,2.2078322212129518,5
0.0,148.0,92.0,122.71114002283235,2.1744194027493657,5
0.0,149.0,92.0,121.28558018106834,2.1418147916243875,5
0.0,150.0,92.0,119.82767947481435,2.109933675540028,5
0.0,151.0,92.0,118.33573315957904,2.0788118179119617,5
0.0,152.0,92.0,116.80835150402649,2.048316763918086,5
0.0,153.0,92.0,115.24361416840388,2.018580861365731,5
0.0,154.0,92.0,,1.9895035387382507,4
0.0,155.0,92.0,,1.9610367477549437,4
0.0,156.0,92.0,,1.9332301566866457,4
0.0,157.0,92.0,,1.9059721445164353,4
0.0,158.0,92.0,,1.8793352786569626,4
0.0,159.0,92.0,,1.853263313554909,4
0.0,160.0,92.0,,1.8277587634353918,4
0.0,161.0,92.0,,1.8027746872259842,4
0.0,162.0,92.0,,1.778307443347902,4
0.0,163.0,92.0,,1.754350226193539,4
0.0,164.0,92.0,,1.7308871930377825,4
0.0,165.0,92.0,,1.7079108043325315,4
0.0,166.0,92.0,,1.6853773853693643,4
0.0,167.0,92.0,,1.6633157103572769,4
0.0,168.0,92.0,,1.6416881053151802,4
0.0,169.0,92.0,,1.6204648371902075,4
0.0,170.0,92.0,,1.5996981270629738,4
0.0,171.0,92.0,,1.579343196387247,4
0.0,172.0,92.0,,1.559365181804841,4
0.0,173.0,92.0,,,1
0.0,174.0,92.0,,,1
0.0,175.0,92.0,,,1
0.0,176.0,92.0,,,1
0.0,177.0,92.0,,,1
0.0,178.0,92.0,,,1
0.0,179.0,92.0,,,1
0.0,180.0,92.0,,,1
0.0,130.0,96.0,,2.973686886472003,6
0.0,131.0,96.0,,2.920709390126998,6
0.0,132.0,96.0,,2.8692127073965685,6
0.0,133.0,96.0,,2.818970969994366,6
0.0,134.0,96.0,,2.770240868574967,6
0.0,135.0,96.0,,2.7228230656839796,6
0.0,136.0,96.0,,2.676491757305484,6
0.0,137.0,96.0,,2.6314571317381907,6
0.0,138.0,96.0,,2.5875522658533603,6
0.0,139.0,96.0,,2.544775428040654,6
0.0,140.0,96.0,,2.5031309124773453,6
0.0,141.0,96.0,,2.462527526290896,6
0.0,142.0,96.0,,2.4228622427345745,6
0.0,143.0,96.0,,2.3842409908813575,6
0.0,144.0,96.0,,2.3466065288910225,6
0.0,145.0,96.0,131.81254868656887,2.309808856996309,5
0.0,146.0,96.0,130.54286749941014,2.2738235624953966,5
0.0,147.0,96.0,129.2446362957402,2.238722252649276,5
0.0,148.0,96.0,127.9159980190749,2.2044904492081225,5
0.0,149.0,96.0,126.55627662526899,2.171079713901581,5
0.0,150.0,96.0,125.16433452208548,2.1384232998891313,5
0.0,151.0,96.0,123.7389868397816,2.106524534350909,5
0.0,152.0,96.0,122.27840184313273,2.075321052093201,5
0.0,153.0,96.0,120.7811566820749,2.0448906597642607,5
0.0,154.0,96.0,119.2450713049571,2.0151037285162325,5
0.0,155.0,96.0,,1.985984190791084,4
0.0,156.0,96.0,,1.957505909587173,4
0.0,157.0,96.0,,1.9296713349165984,4
0.0,158.0,96.0,,1.9024241966869246,4
0.0,159.0,96.0,,1.8757335080597948,4
0.0,160.0,96.0,,1.8496756959775182,4
0.0,161.0,96.0,,1.824126826798366,4
0.0,162.0,96.0,,1.7991534059823946,4
0.0,163.0,96.0,,1.7746865308800142,4
0.0,164.0,96.0,,1.7507197352014674,4
0.0,165.0,96.0,,1.727264520378844,4
0.0,166.0,96.0,,1.7042944008622687,4
0.0,167.0,96.0,,1.681769028055155,4
0.0,168.0,96.0,,1.6596917292977522,4
0.0,169.0,96.0,,1.6380829138756923,4
0.0,170.0,96.0,,1.6168838773007217,4
0.0,171.0,96.0,,1.596101453498574,4
0.0,172.0,96.0,,1.5757132930900366,4
0.0,173.0,96.0,,1.5557370068639265,4
0.0,174.0,96.0,,,1
0.0,175.0,96.0,,,1
0.0,176.0,96.0,,,1
0.0,177.0,96.0,,,1
0.0,178.0,96.0,,,1
0.0,179.0,96.0,,,1
0.0,180.0,96.0,,,1
0.0,130.0,100.0,,3.026710681787435,6
0.0,131.0,100.0,,2.9720802745438752,6
0.0,132.0,100.0,,2.9189179012217394,6
0.0,133.0,100.0,,2.8674313594076164,6
0.0,134.0,100.0,,2.817132221263796,6
0.0,135.0,100.0,,2.7683482613686343,6
0.0,136.0,100.0,,2.720671153464269,6
0.0,137.0,100.0,,2.6744103323074393,6
0.0,138.0,100.0,,2.629211847743001,6
