sigma,phase,M_PNS_Msun,R_star_fm,W_over_T,log10_tau_s
80.0,cfl,0.8629149,1.3909502780404326,23.78846501062084,-50.0
80.0,cfl,0.8837535,1.378216819666105,23.0962801205959,-50.0
80.0,cfl,0.9047515,1.365413224414427,22.429216861249806,-50.0
80.0,cfl,0.9258713,1.3526106795630173,21.787804012253407,-49.99999999999999
80.0,cfl,0.9470957,1.3398173129454882,21.1704309072183,-50.0
80.0,cfl,0.9683892,1.3269831481214347,20.57414463925384,-50.00000000000001
80.0,cfl,0.9897522,1.3141451158141861,20.000025627036596,-50.0
80.0,cfl,1.011149,1.301279706936825,19.44373652755713,-50.0
80.0,cfl,1.032558,1.2883836653047918,18.903876303155347,-50.0
80.0,cfl,1.05397,1.2755155767576793,18.383008605393503,-50.0
80.0,cfl,1.075371,1.2626228245118343,17.876349504631836,-50.0
80.0,cfl,1.09675,1.249744453892276,17.38489867990608,-50.0
80.0,cfl,1.118085,1.2368725900620186,16.907687466630016,-50.00000000000001
80.0,cfl,1.139378,1.2239760719732058,16.44256789217163,-50.00000000000001
80.0,cfl,1.160606,1.2110558517892394,15.989431058868222,-50.0
80.0,cfl,1.181755,1.1981001160005493,15.547213981560908,-50.0
80.0,cfl,1.202825,1.18508857343202,15.114697841105881,-50.0
80.0,cfl,1.22379,1.1720460603947331,14.693100514334393,-50.0
80.0,cfl,1.244655,1.1589278068909872,14.280162877022903,-50.00000000000001
80.0,cfl,1.265384,1.1457334681786198,13.875884400071214,-49.99999999999999
80.0,cfl,1.285967,1.1324629900650764,13.48069596900849,-50.0
80.0,cfl,1.306385,1.1191005729516652,13.093853696639579,-49.99999999999999
80.0,cfl,1.32662,1.1056471985654612,12.715328865590877,-50.0
80.0,cfl,1.346641,1.0920812911062456,12.344621713436329,-50.0
80.0,cfl,1.366428,1.0783912829933737,11.981535867860963,-50.0
80.0,cfl,1.385951,1.064569034345849,11.625942569265652,-50.0
80.0,cfl,1.405176,1.0506106797681503,11.277779536623038,-49.99999999999999
80.0,cfl,1.424072,1.0365121487224407,10.93694155648359,-50.0
80.0,cfl,1.44261,1.0222723577453052,10.603349466594938,-50.0
80.0,cfl,1.460747,1.0078858346317605,10.276775675790793,-50.0
80.0,cfl,1.478449,0.9933598988092968,9.957199774500827,-50.0
80.0,cfl,1.495677,0.9787026192551415,9.644953678566521,-50.0
80.0,cfl,1.512403,0.9639165739683881,9.339446840723442,-50.0
80.0,cfl,1.52858,0.9490108429972157,9.040445608240182,-50.0
80.0,cfl,1.544188,0.9340020809408484,8.748251747221056,-50.0
80.0,cfl,1.55919,0.918900079777217,8.462231785841206,-50.0
80.0,cfl,1.573565,0.9037223770981709,8.182331854428739,-50.0
80.0,cfl,1.587292,0.8884803294246343,7.908053455929735,-50.0
80.0,cfl,1.600355,0.8732018884337842,7.639385339360874,-50.0
80.0,cfl,1.612749,0.8578881994321418,7.37547506118555,-50.0
80.0,cfl,1.624466,0.8425546767791734,7.1160581419413935,-50.0
80.0,cfl,1.635519,0.8272211111806567,6.860784008610671,-50.0
80.0,cfl,1.645909,0.8118754001491927,6.608816697811564,-50.0
80.0,cfl,1.655654,0.7965286555680563,6.359883129981529,-50.0
80.0,cfl,1.664768,0.7811683775462399,6.113463481590294,-49.99999999999999
80.0,cfl,1.67327,0.7657867283226278,5.869287032119301,-49.99999999999999
80.0,cfl,1.681184,0.750370675093383,5.627190544254079,-50.0
80.0,cfl,1.688523,0.7349077254064957,5.387199741162777,-50.0
80.0,cfl,1.69531,0.7193770146054799,5.149370289339009,-50.0
80.0,cfl,1.701556,0.7037651719577885,4.913980035880616,-49.99999999999999
80.0,cfl,1.707274,0.6880713079547763,4.681620011256299,-50.0
80.0,cfl,1.71248,0.6722814239600147,4.452565967150585,-50.00000000000001
80.0,cfl,1.71718,0.6564072314399845,4.227510293784574,-50.0
80.0,cfl,1.721386,0.6404436284618371,4.006866335226075,-50.0
80.0,cfl,1.725109,0.6243888487045044,3.790925710462907,-50.0
80.0,cfl,1.728358,0.6082550265302883,3.580182383171059,-50.0
80.0,cfl,1.731145,0.5920538085625675,3.375051205995344,-49.99999999999999
80.0,cfl,1.733479,0.5757923098977222,3.175737376928856,-50.0
80.0,cfl,1.735373,0.5594862842164274,2.9825647254998846,-50.0
80.0,cfl,1.736837,0.5431490855714516,2.795770420817563,-50.0
80.0,cfl,1.737882,0.5267996380109242,2.6156020815770495,-49.99999999999999
80.0,cfl,1.738524,0.5104529678274352,2.442213561188314,-50.0
80.0,cfl,1.738771,0.4941289052359579,2.2757674553772853,-50.0
80.0,unpCFL,0.6066949,1.2816431332630096,68.8586357021853,-44.2112714726879
80.0,unpCFL,0.6217995,1.2826074468209228,67.45311843241072,-44.79048941989535
80.0,unpCFL,0.6375097,1.283573802051988,66.08815123553435,-45.37038134716644
80.0,unpCFL,0.6537863,1.2845391591527902,64.76542689075325,-45.94929268433613
80.0,unpCFL,0.6706168,1.285500210507684,63.48659819312836,-46.52543918616932
80.0,unpCFL,0.6879966,1.286464970514883,62.2537414108599,-47.088133429020786
80.0,unpCFL,0.7058676,1.2875013205714776,61.07201646942998,-47.58059930584731
80.0,unpCFL,0.7242177,1.2885188315321185,59.940530495527426,-48.065170904735055
80.0,unpCFL,0.7430126,1.2895174753580485,58.85652513114374,-48.54172219073942
80.0,unpCFL,0.7622018,1.2904952210627187,57.819313292760114,-49.00931152670822
80.0,unpCFL,0.7817645,1.2914495160443684,56.828728012542655,-49.46677473426364
80.0,unpCFL,0.8016508,1.2924449328542127,55.88860947606594,-49.71014694398422
80.0,unpCFL,0.8218293,1.2934318162608867,54.99479915476136,-49.85183556363434
80.0,unpCFL,0.8422629,1.294388122827321,54.14476846286063,-49.9521550847334
80.0,unpCFL,0.8629149,1.295309492311274,53.33985797887873,-50.0
80.0,unpCFL,0.8837535,1.2961994940908446,52.575823868978354,-50.0
80.0,unpCFL,0.9047515,1.2970589907043972,51.85062603267593,-50.0
80.0,unpCFL,0.9258713,1.297923347827187,51.164068686184216,-49.99999999999999
80.0,unpCFL,0.9470957,1.2987971993013305,50.513829827479775,-50.0
80.0,unpCFL,0.9683892,1.2996412002667483,49.8964071674463,-50.00000000000001
80.0,unpCFL,0.9897522,1.3004524086639302,49.31310578571576,-50.0
80.0,unpCFL,1.011149,1.3012395860935027,48.75741698078629,-50.0
80.0,unpCFL,1.032558,1.302004730223783,48.22732482762209,-50.0
80.0,unpCFL,1.05397,1.3027432001840173,47.72597704081186,-50.0
80.0,unpCFL,1.075371,1.303463792411821,47.246680410951974,-50.0
80.0,unpCFL,1.09675,1.3041916226856007,46.79035631781553,-50.0
80.0,unpCFL,1.118085,1.3049341732368431,46.35556533855379,-50.00000000000001
80.0,unpCFL,1.139378,1.3056606894953513,45.939381542749544,-50.00000000000001
80.0,unpCFL,1.160606,1.3063705050178491,45.541647078052556,-50.0
80.0,unpCFL,1.181755,1.307065134373242,45.16083598188422,-50.0
80.0,unpCFL,1.202825,1.307745964749457,44.795327560076515,-50.0
80.0,unpCFL,1.22379,1.308409485320638,44.44665761901312,-50.0
80.0,unpCFL,1.244655,1.309058402763352,44.11194186326633,-50.00000000000001
80.0,unpCFL,1.265384,1.309691152229702,43.791195501195055,-49.99999999999999
80.0,unpCFL,1.285967,1.3103041574331524,43.48509261657221,-50.0
80.0,unpCFL,1.306385,1.3109081323428582,43.19257206500924,-49.99999999999999
80.0,unpCFL,1.32662,1.3115253172958825,42.91332368940967,-50.0
80.0,unpCFL,1.346641,1.3121154202588072,42.647198508590485,-50.0
80.0,unpCFL,1.366428,1.312675279363702,42.393950057239,-50.0
80.0,unpCFL,1.385951,1.3132016254492838,42.153340347033954,-50.0
80.0,unpCFL,1.405176,1.3136912429096987,41.92513175254601,-49.99999999999999
80.0,unpCFL,1.424072,1.314141105938426,41.708899952885524,-50.0
80.0,unpCFL,1.44261,1.3145483820340664,41.50414039971859,-50.0
80.0,unpCFL,1.460747,1.3149107612688538,41.309932526393226,-50.0
80.0,unpCFL,1.478449,1.315226488454706,41.12551447339131,-50.0
80.0,unpCFL,1.495677,1.315491981024715,40.95005436776799,-50.0
80.0,unpCFL,1.512403,1.3157091522420996,40.78164147478823,-50.0
80.0,unpCFL,1.52858,1.3158791181308396,40.618480606467095,-50.0
80.0,unpCFL,1.544188,1.3160014206843957,40.45855876054902,-50.0
80.0,unpCFL,1.55919,1.3160813184000375,40.29917617978639,-50.0
80.0,unpCFL,1.573565,1.3161226871384089,40.13711907496483,-50.0
80.0,unpCFL,1.587292,1.316132360696018,39.968934424174044,-50.0
80.0,unpCFL,1.600355,1.3161178555244981,39.79047641195172,-50.0
80.0,unpCFL,1.612749,1.316089225588891,39.5974011776844,-50.0
80.0,unpCFL,1.624466,1.3160569830067017,39.38414011008258,-50.0
80.0,unpCFL,1.635519,1.3160332260965772,39.145780232789456,-50.0
80.0,unpCFL,1.645909,1.3160298893236138,38.87652397657657,-50.0
80.0,unpCFL,1.655654,1.3160588118625172,38.57131486544036,-50.0
80.0,unpCFL,1.664768,1.3161307529779258,38.22443611765766,-49.99999999999999
80.0,unpCFL,1.67327,1.316254609317627,37.83119928878567,-49.99999999999999
80.0,unpCFL,1.681184,1.3164366888604047,37.38748805805651,-50.0
80.0,unpCFL,1.688523,1.3166803564568461,36.89015257362778,-50.0
80.0,unpCFL,1.69531,1.3169860520098648,36.33624919902684,-50.0
80.0,unpCFL,1.701556,1.3173516637832299,35.72374552826945,-49.99999999999999
80.0,unpCFL,1.707274,1.3177744444942885,35.04988423178817,-50.0
80.0,unpCFL,1.71248,1.3182500438678322,34.31368405627276,-50.00000000000001
80.0,unpCFL,1.71718,1.3188104031042247,33.511872538751774,-50.0
80.0,unpCFL,1.721386,1.3194143142233183,32.64205682608038,-50.0
80.0,unpCFL,1.725109,1.320055732853846,31.701708473680103,-50.0
80.0,unpCFL,1.728358,1.320729987484831,30.686717142488522,-50.0
80.0,unpCFL,1.731145,1.3214329534687852,29.591942173534154,-49.99999999999999
80.0,unpCFL,1.733479,1.3221608503387903,28.41262465756912,-50.0
80.0,unpCFL,1.735373,1.3229105380253454,27.142564110965615,-50.0
80.0,unpCFL,1.736837,1.323679184290722,25.77452392376687,-50.0
80.0,unpCFL,1.737882,1.3244638405328362,24.30104453803492,-49.99999999999999
80.0,unpCFL,1.738524,1.3252617274958807,22.713481697863244,-50.0
80.0,unpCFL,1.738771,1.3260695813833099,21.0028954932674,-50.0
100.0,unpaired,0.6066949,30.318078426626403,15871.61498031862,100.00000000000001
100.0,unpaired,0.6217995,28.276318131531582,13487.58061044383,100.0
100.0,unpaired,0.6375097,26.396244673669447,11462.270499488952,100.0
100.0,unpaired,0.6537863,24.669016464083413,9749.15173342928,100.00000000000001
100.0,unpaired,0.6706168,23.084731239977295,8304.258726371496,100.0
100.0,unpaired,0.6879966,21.64072028088758,7097.737292149148,99.99999999999999
100.0,unpaired,0.7058676,20.366495584117857,6141.727222043285,100.0
100.0,unpaired,0.7242177,19.197864624445323,5332.237862003911,100.0
100.0,unpaired,0.7430126,18.121363382227987,4642.04621190262,100.0
100.0,unpaired,0.7622018,17.129538006627914,4053.1279469609804,100.00000000000001
100.0,unpaired,0.7817645,16.21665386965006,3551.072123672452,100.0
100.0,unpaired,0.8016508,15.396741819304397,3139.511339681038,99.99999999999999
100.0,unpaired,0.8218293,14.645399745392805,2790.0547840474223,100.0
100.0,unpaired,0.8422629,13.95160052307502,2488.8938168130394,100.0
100.0,unpaired,0.8629149,13.314406368081006,2230.9568014753663,100.0
100.0,unpaired,0.8837535,12.726871945508554,2008.3510011842825,100.0
100.0,unpaired,0.9047515,12.185093059498314,1815.89724387276,100.0
100.0,unpaired,0.9258713,11.689612639399392,1651.5334363939016,99.99999999999999
100.0,unpaired,0.9470957,11.235661275818464,1510.4837055734995,100.0
100.0,unpaired,0.9683892,10.815679767493581,1387.0103838436853,100.00000000000001
100.0,unpaired,0.9897522,10.430086727223431,1279.7745536413477,100.0
100.0,unpaired,1.011149,10.07221863194016,1185.0655854968059,100.0
100.0,unpaired,1.032558,9.739538430759879,1101.1196740332996,100.0
100.0,unpaired,1.05397,9.434429857737888,1027.7989322912515,100.0
100.0,unpaired,1.075371,9.150339376287292,962.3837819358594,100.0
100.0,unpaired,1.09675,8.887913217759989,904.6017046392344,100.0
100.0,unpaired,1.118085,8.645091644349582,853.3867459311386,100.00000000000001
100.0,unpaired,1.139378,8.41851732849721,807.26478621583,100.00000000000001
100.0,unpaired,1.160606,8.207381726905552,765.7545293404975,100.0
100.0,unpaired,1.181755,8.009912088794108,728.1729403789371,100.0
100.0,unpaired,1.202825,7.82435440244757,693.9269036380696,100.0
100.0,unpaired,1.22379,7.651055049387207,662.9073729901606,100.0
100.0,unpaired,1.244655,7.48734605160328,634.4130996207656,100.00000000000001
100.0,unpaired,1.265384,7.332638926029784,608.209641348667,99.99999999999999
100.0,unpaired,1.285967,7.1864822457812,584.1191299539435,100.0
100.0,unpaired,1.306385,7.047647658973347,561.8459785614941,99.99999999999999
100.0,unpaired,1.32662,6.915545400984346,541.2559876184504,100.0
100.0,unpaired,1.346641,6.789083030332646,522.0250348682358,100.0
100.0,unpaired,1.366428,6.667459886115859,503.9774199377895,100.0
100.0,unpaired,1.385951,6.549967266746871,486.96184572935215,100.0
100.0,unpaired,1.405176,6.436001123273245,470.85068276559133,99.99999999999999
100.0,unpaired,1.424072,6.324938579202837,455.52148683351635,100.0
100.0,unpaired,1.44261,6.2162053344540755,440.8645934794537,100.0
100.0,unpaired,1.460747,6.10908751161291,426.75660288926935,99.27835364936794
100.0,unpaired,1.478449,6.003184704397489,413.1211857142184,96.53530903525983
100.0,unpaired,1.495677,5.897942374320311,399.8732627451281,93.39304562328978
100.0,unpaired,1.512403,5.792831444579189,386.91712571438,89.97178064948318
100.0,unpaired,1.52858,5.687393948576979,374.1750470221519,86.34835586424468
100.0,unpaired,1.544188,5.581164104266731,361.58175806755514,81.35607632601494
100.0,unpaired,1.55919,5.473786650960385,349.0700418135333,75.91052731091787
100.0,unpaired,1.573565,5.3648192144797,336.57593555917776,70.4776732623541
100.0,unpaired,1.587292,5.253967937276717,324.04933142061765,65.03512687581488
100.0,unpaired,1.600355,5.14103140482181,311.4599048963795,59.56922417420849
100.0,unpaired,1.612749,5.025706556742412,298.7594698817063,54.05822850290252
100.0,unpaired,1.624466,4.907691294439893,285.91504379800523,48.48744533690832
100.0,unpaired,1.635519,4.787076586662533,272.9390619999725,42.86171122386194
100.0,unpaired,1.645909,4.663507355861576,259.79972058427717,37.16714056338105
100.0,unpaired,1.655654,4.537147200005535,246.53320422948963,31.41926123076444
100.0,unpaired,1.664768,4.407840491103517,233.15003611631963,25.622811906052306
100.0,unpaired,1.67327,4.275715162298566,219.69959017082954,19.799170187548494
100.0,unpaired,1.681184,4.140925099035612,206.2408928138074,13.974059613477706
100.0,unpaired,1.688523,4.003750824618618,192.84967391611443,8.180250190132778
100.0,unpaired,1.69531,3.864386527806284,179.5948432480189,2.4477372049020305
100.0,unpaired,1.701556,3.7232037184004807,166.5597919663883,-3.187256157729398
100.0,unpaired,1.707274,3.580738067004621,153.84474032924282,-8.681132104109341
100.0,unpaired,1.71248,3.4373647261096365,141.51201525434922,-14.004042710741972
100.0,unpaired,1.71718,3.293472891608551,129.63115897667,-19.08369608523001
100.0,unpaired,1.721386,3.1498014306579902,118.27513777279955,-23.937924123372856
100.0,unpaired,1.725109,3.0068043578960832,107.48005272507751,-28.551166143907764
100.0,unpaired,1.728358,2.8650594226164148,97.2891786409868,-32.904393639690305
100.0,unpaired,1.731145,2.7251026857860583,87.73183335188219,-36.98439324729339
100.0,unpaired,1.733479,2.5873467173905262,78.81286842684798,-40.788480234654514
100.0,unpaired,1.735373,2.4522706471271967,70.54002324437192,-44.312645035700825
100.0,unpaired,1.736837,2.320275465589734,62.90906493814614,-47.558094617676936
100.0,unpaired,1.737882,2.191762896685087,55.90994024550079,-49.75298764049085
100.0,unpaired,1.738524,2.067039779498325,49.52286480084368,-50.0
100.0,unpaired,1.738771,1.9463932340897343,43.72390714362178,-50.0
100.0,cfl,0.6066949,1.940699149196506,71.48707327835417,-43.06905754325863
100.0,cfl,0.6217995,1.928366618552673,69.33128320979327,-43.97121495826404
100.0,cfl,0.6375097,1.9156119971745789,67.22357060077569,-44.87122900786854
100.0,cfl,0.6537863,1.90244401446079,65.1664973959706,-45.766586550728846
100.0,cfl,0.6706168,1.8888749039376969,63.162543926465155,-46.65464531240261
100.0,cfl,0.6879966,1.8749459712630197,61.21560175596252,-47.52371083237502
100.0,cfl,0.7058676,1.860843528039191,59.33805339137748,-48.315263837956586
100.0,cfl,0.7242177,1.8464051730474664,57.52202215241916,-49.02505795943539
100.0,cfl,0.7430126,1.8316532900985671,55.76453573203822,-49.51952653303451
100.0,cfl,0.7622018,1.8166153669283434,54.06513690980739,-49.83773413069941
100.0,cfl,0.7817645,1.8013214587362598,52.42394169037586,-49.988457227379804
100.0,cfl,0.8016508,1.7859761347488425,50.85041362741245,-49.99999999999999
100.0,cfl,0.8218293,1.7704821540992486,49.33584663065333,-50.0
100.0,cfl,0.8422629,1.7548161318284268,47.875934585892566,-50.0
100.0,cfl,0.8629149,1.7390148087111925,46.47243057278872,-50.0
100.0,cfl,0.8837535,1.7231025375791453,45.12043781651968,-50.0
100.0,cfl,0.9047515,1.7071023440116604,43.81750505073506,-50.0
100.0,cfl,0.9258713,1.6911032661969534,42.56466774826461,-49.99999999999999
100.0,cfl,0.9470957,1.6751154380744304,41.35877937357846,-50.0
100.0,cfl,0.9683892,1.6590763412616278,40.19407070521346,-50.00000000000001
100.0,cfl,0.9897522,1.6430321115613629,39.072651382875854,-50.0
100.0,cfl,1.011149,1.6269533857393577,37.98605092499505,-50.0
100.0,cfl,1.032558,1.6108360959381507,36.931532105432375,-50.0
100.0,cfl,1.05397,1.59475340654485,35.914102020917355,-50.0
100.0,cfl,1.075371,1.5786395913245346,34.92441757092193,-50.0
100.0,cfl,1.09675,1.5625434422336795,33.96443083786598,-50.0
100.0,cfl,1.118085,1.546455098007814,33.032249933862296,-50.00000000000001
100.0,cfl,1.139378,1.5303355817676987,32.12367860098417,-50.00000000000001
100.0,cfl,1.160606,1.5141860477280336,31.238504152669908,-50.0
100.0,cfl,1.181755,1.497991711663662,30.374649992957885,-50.0
100.0,cfl,1.202825,1.48172723118231,29.529735568060943,-50.0
100.0,cfl,1.22379,1.4654235737954673,28.706139551638373,-50.0
100.0,cfl,1.244655,1.4490248134766692,27.899449486447804,-50.00000000000001
100.0,cfl,1.265384,1.4325304935096626,27.109664641207715,-49.99999999999999
100.0,cfl,1.285967,1.415940497639523,26.337626628417308,-50.0
100.0,cfl,1.306385,1.3992351172068187,25.58188293887345,-49.99999999999999
100.0,cfl,1.32662,1.3824155712131232,24.8423786401336,-50.0
100.0,cfl,1.346641,1.3654548559769912,24.118136809491933,-50.0
100.0,cfl,1.366428,1.3483385327560082,23.40877504964385,-50.0
100.0,cfl,1.385951,1.3310564139772874,22.71404158052307,-50.0
100.0,cfl,1.405176,1.3136036705855796,22.033816106900062,-49.99999999999999
100.0,cfl,1.424072,1.2959752354321048,21.367893684765644,-50.0
100.0,cfl,1.44261,1.278169784279179,20.716120302542688,-50.0
100.0,cfl,1.460747,1.260180482966577,20.078052413568102,-50.0
100.0,cfl,1.478449,1.2420165253606728,19.453650635497375,-50.0
100.0,cfl,1.495677,1.2236880163501294,18.843564688822948,-50.0
100.0,cfl,1.512403,1.205198222273411,18.246641451262693,-50.0
100.0,cfl,1.52858,1.186558542474453,17.662425825247226,-50.0
100.0,cfl,1.544188,1.1677898289087296,17.091507834297833,-50.0
100.0,cfl,1.55919,1.1489043763413829,16.532650793381865,-50.0
100.0,cfl,1.573565,1.1299241412903083,15.985750310622091,-50.0
100.0,cfl,1.587292,1.1108633736294484,15.449833388426516,-50.0
100.0,cfl,1.600355,1.091757053986353,14.92487853423192,-50.0
100.0,cfl,1.612749,1.0726066487527002,14.409221001153298,-50.0
100.0,cfl,1.624466,1.0534314619086176,13.902344299103907,-50.0
100.0,cfl,1.635519,1.0342562538411901,13.403564180833035,-50.0
100.0,cfl,1.645909,1.0150659172212715,12.911247587990415,-50.0
100.0,cfl,1.655654,0.9958743438991469,12.42486116267048,-50.0
100.0,cfl,1.664768,0.9766659161562317,11.943389270412634,-49.99999999999999
100.0,cfl,1.67327,0.9574308256380585,11.466303136784687,-49.99999999999999
100.0,cfl,1.681184,0.9381527723002455,10.993283684732083,-50.0
100.0,cfl,1.688523,0.9188161300787108,10.524381157738299,-50.0
100.0,cfl,1.69531,0.8993948003481391,10.05970411003469,-50.0
100.0,cfl,1.701556,0.8798720607706858,9.599795359028198,-49.99999999999999
100.0,cfl,1.707274,0.8602468044524623,9.145809607349582,-50.0
100.0,cfl,1.71248,0.8405015271132865,8.69828557115501,-50.00000000000001
