T_MeV,phase,nBH_over_n0,R_star_fm,W_over_T,log10_tau_s
20.0,unpCFL,2.726756159191409,2.63116081,242.26159149999998,29.1828766791025
20.0,unpCFL,2.7665552747946935,2.63116081,242.07180250000002,29.07624759903851
20.0,unpCFL,2.8063543903979786,2.63116081,241.92655599999998,28.98920597697409
20.0,unpCFL,2.846154137713203,2.63116081,241.8225415,28.92034542051585
20.0,unpCFL,2.8859532533164876,2.63116081,241.756338,28.86821420918245
20.0,unpCFL,2.9257523689197726,2.63116081,241.72421450000002,28.831228500516428
20.0,unpCFL,2.965552116234997,2.63116081,241.722264,28.807728744462665
20.0,unpCFL,3.0053512318382816,2.63116081,241.7462735,28.795927851030907
20.0,unpCFL,3.0451503474415667,2.63116081,241.79386300000002,28.794819528706604
20.0,unpCFL,3.084950094756791,2.63116081,241.862536,28.80334745132424
20.0,unpCFL,3.124749210360076,2.63116081,241.94717500000002,28.819337360311394
20.0,unpCFL,3.1645483259633607,2.63116081,242.0468665,28.842408137175344
20.0,unpCFL,3.204348073278585,2.63116081,242.15587599999998,28.870117894344226
20.0,unpCFL,3.2441471888818696,2.63116081,242.275068,28.902844214273248
20.0,unpCFL,3.283946304485155,2.63116081,242.4027995,28.939889956889157
20.0,unpCFL,3.323746051800379,2.63116081,242.5324265,28.97842077925918
20.0,unpCFL,3.3635451674036636,2.63116081,242.6617635,29.017506641847255
20.0,unpCFL,3.403344283006949,2.63116081,242.793164,29.058148902495642
20.0,unpCFL,3.443144030322173,2.63116081,242.9216905,29.09823749303691
20.0,unpCFL,3.4829431459254576,2.63116081,243.04453600000002,29.136568233051197
20.0,unpCFL,3.522742261528743,2.63116081,243.16372299999998,29.173995493636937
20.0,unpCFL,3.562542008843967,2.63116081,243.27130350000002,29.207117335470617
20.0,unpCFL,3.6023411244472525,2.63116081,243.3716255,29.237773853243166
20.0,unpCFL,3.642140240050537,2.63116081,243.45910250000003,29.26356810269223
20.0,unpCFL,3.681939987365761,2.63116081,243.5355505,29.285256267872146
20.0,unpCFL,3.7217391029690465,2.63116081,243.59535,29.300421031149703
20.0,unpCFL,3.761538218572331,2.63116081,243.64035800000002,29.30983334841882
20.0,unpCFL,3.801337965887555,2.63116081,243.6705165,29.31344570384965
20.0,unpCFL,3.8411370814908405,2.63116081,243.67974800000002,29.308639848336
20.0,unpCFL,3.880936197094125,2.63116081,243.6733085,29.297632277936547
20.0,unpCFL,3.92073594440935,2.63116081,243.646007,29.27818245059965
20.0,unpCFL,3.9605350600126346,2.63116081,243.597453,29.25009406157351
20.0,unpCFL,4.00033417561592,2.63116081,243.5281605,29.21355906214814
20.0,unpCFL,4.040133922931144,2.63116081,243.4358265,29.167566312048134
20.0,unpCFL,4.079933038534429,2.63116081,243.31815550000002,29.111105507322968
20.0,unpCFL,4.119732154137713,2.63116081,243.18126349999997,29.046754040613393
20.0,unpCFL,4.1595319014529375,2.63116081,243.01756300000002,28.97124562895701
20.0,unpCFL,4.199331017056222,2.63116081,242.82792,28.884916974855734
20.0,unpCFL,4.239130132659508,2.63116081,242.61441150000002,28.788628484423622
20.0,unpCFL,4.278929879974732,2.63116081,242.3744855,28.681255268479813
20.0,unpCFL,4.318728995578017,2.63116081,242.10743900000003,28.562469560184137
20.0,unpCFL,4.358528742893241,2.63116081,241.814732,28.43286398653661
20.0,unpCFL,4.3983278584965255,2.63116081,241.495536,28.292056128007896
20.0,unpCFL,4.43812697409981,2.63116081,241.1495155,28.13987669462794
20.0,unpCFL,4.477926721415035,2.63116081,240.77613150000002,27.976068406219692
20.0,unpCFL,4.51772583701832,2.63116081,240.37178450000002,27.799068330409078
20.0,unpCFL,4.557524952621605,2.63116081,239.9431545,27.61170678538953
20.0,unpCFL,4.597324699936829,2.63116081,239.485073,27.411756032831775
20.0,unpCFL,4.6371238155401135,2.63116081,238.998125,27.199447267396437
20.0,unpCFL,4.676922931143398,2.63116081,238.48438000000002,26.975649395732354
20.0,unpCFL,4.716722678458623,2.63116081,237.939833,26.73864029438147
20.0,unpCFL,4.756521794061908,2.63116081,237.36739849999998,26.489657175543762
20.0,unpCFL,4.796320909665193,2.63116081,236.76428449999997,26.2274999769833
20.0,unpCFL,4.836120656980417,2.63116081,236.13539,25.954265477219487
20.0,unpCFL,4.875919772583702,2.63116081,235.472059,25.666252483715358
20.0,unpCFL,4.915718888186986,2.63116081,234.78416299999998,25.367690398382997
20.0,unpCFL,4.955518635502211,2.63116081,234.06162,25.0542781127258
20.0,unpCFL,4.995317751105496,2.63116081,233.312041,24.729284722674244
20.0,unpCFL,5.035116866708781,2.63116081,232.530395,24.390576224557805
20.0,unpCFL,5.074916614024005,2.63116081,231.715223,24.037547983793434
20.0,unpCFL,5.11471572962729,2.63116081,230.868813,23.671199125532933
20.0,unpCFL,5.154514845230575,2.63116081,229.9913645,23.291642107992804
20.0,unpCFL,5.194314592545799,2.63116081,229.08193599999998,22.898493244798384
20.0,unpCFL,5.234113708149084,2.63116081,228.134328,22.489129014600895
20.0,unpCFL,5.273912823752369,2.63116081,227.15540249999998,22.06650893539714
20.0,unpCFL,5.313712571067593,2.63116081,226.14161399999998,21.62913837704441
20.0,unpCFL,5.353511686670878,2.63116081,225.0885705,21.1751553513953
20.0,unpCFL,5.393310802274163,2.63116081,224.003917,20.707855665777736
20.0,unpCFL,5.433110549589387,2.63116081,222.87497349999998,20.221821813837302
20.0,unpCFL,5.472909665192672,2.63116081,221.711438,19.721220916157694
20.0,unpCFL,5.512708780795958,2.63116081,220.507951,19.20376819468878
20.0,unpCFL,5.552508528111181,2.63116081,219.264954,18.66965042359827
20.0,unpCFL,5.592307643714466,2.63116081,217.9791675,18.117472784754703
20.0,unpCFL,5.632106759317751,2.63116081,216.6501875,17.547049376955563
20.0,unpCFL,5.6719065066329755,2.63116081,215.28063200000003,16.95949617399392
20.0,unpCFL,5.711705622236261,2.63116081,213.86441150000002,16.35219631880562
20.0,unpCFL,5.751504737839546,2.63116081,212.407122,15.727533454296928
20.0,unpCFL,5.791304485154769,2.63116081,210.9015535,15.082398668938287
20.0,unpCFL,5.831103600758055,2.63116081,209.35089750000003,14.418130074270511
20.0,unpCFL,5.870902716361339,2.63116081,207.755089,13.734690762390734
20.0,unpCFL,5.9107024636765635,2.63116081,206.10841449999998,13.029597722570367
20.0,unpCFL,5.950501579279849,2.63116081,204.4177135,12.305760683947192
20.0,unpCFL,5.990300694883134,2.63116081,202.6714955,11.558218879470456
20.0,unpCFL,6.030100442198358,2.63116081,200.880636,10.791611431814486
20.0,unpCFL,6.069899557801643,2.63116081,199.0411465,10.00419938870231
20.0,unpCFL,6.109699305116867,2.63116081,197.1459545,9.192917014452298
20.0,unpCFL,6.149498420720152,2.63116081,195.204441,8.361760922332046
20.0,unpCFL,6.189297536323437,2.63116081,193.208405,7.507186248198918
20.0,unpCFL,6.22909728363866,2.63116081,191.1583075,6.629360583248033
20.0,unpCFL,6.268896399241946,2.63116081,189.0591185,5.73039281905621
20.0,unpCFL,6.308695514845231,2.63116081,186.90234,4.8066059551418014
20.0,unpCFL,6.348496525584333,2.63116081,184.69282149999998,3.8600587649037457
20.0,unpCFL,6.3882943777637395,2.63116081,182.4321365,2.891410792464984
20.0,unpCFL,6.428092229943147,2.63116081,180.111068,1.896670401366094
20.0,unpCFL,6.467890082122553,2.63116081,177.7356015,0.8783995990953749
20.0,unpCFL,6.507694251421352,2.63116081,175.3072055,-0.16278989537220254
20.0,unpCFL,6.547492103600758,2.63116081,172.817036,-1.230728043001266
20.0,unpCFL,6.587289955780164,2.63116081,170.272242,-2.322342724953414
20.0,unpCFL,6.62708780795957,2.63116081,167.6694135,-3.4391241823283085
20.0,unpCFL,6.666891977258371,2.63116081,165.00595,-4.582200391311666
20.0,unpCFL,6.706689829437776,2.63116081,162.27892300000002,-5.7528511440657715
20.0,unpCFL,6.746487681617182,2.63116081,159.4959035,-6.947820711429086
20.0,unpCFL,6.786285533796589,2.63116081,156.654492,-8.1681534057667
20.0,unpCFL,6.826089703095389,2.63116081,153.74722300000002,-9.41707903768512
20.0,unpCFL,6.865887555274795,2.63116081,150.772386,-10.695342568052222
20.0,unpCFL,6.905685407454201,2.63116081,147.737879,-11.99954612157333
20.0,unpCFL,6.9454832596336065,2.63116081,144.6422125,-13.330340975322798
20.0,unpCFL,6.985287428932407,2.62155256,141.47907600000002,-14.688729167087448
20.0,unpCFL,7.025085281111814,2.59182864,138.3350725,-16.03523679963066
20.0,unpCFL,7.064883133291219,2.56219828,135.23526099999998,-17.362556950646805
20.0,unpCFL,7.104680985470625,2.5326617,132.1793395,-18.67081830459412
20.0,unpCFL,7.1444788376500314,2.50318381,129.1634285,-19.961691251004705
20.0,unpCFL,7.1842830069488315,2.47381497,126.19238800000001,-21.23308615384921
20.0,unpCFL,7.224080859128238,2.44456541,123.26686950000001,-22.48472120160896
20.0,unpCFL,7.263878711307644,2.41544198,120.387147,-23.716479548636986
20.0,unpCFL,7.30367656348705,2.38644792,117.5531115,-24.928408934932275
20.0,unpCFL,7.34348073278585,2.35759633,114.7656025,-26.12015078968562
20.0,unpCFL,7.3832785849652565,2.32889296,112.024691,-27.291669536020994
20.0,unpCFL,7.423076437144663,2.30030339,109.3266715,-28.44455795617099
20.0,unpCFL,7.462874289324068,2.27187826,106.675867,-29.57696371634184
20.0,unpCFL,7.502678458622867,2.24366395,104.07598949999999,-30.687294334250744
20.0,unpCFL,7.542476310802275,2.21558477,101.519522,-31.778773564042574
20.0,unpCFL,7.5822741629816806,2.18765647,99.0074415,-32.85098166712259
20.0,unpCFL,7.622072015161087,2.15995555,96.54602700000001,-33.90123060650511
20.0,unpCFL,7.661869867340493,2.13241556,94.128766,-34.93231364876652
20.0,unpCFL,7.701674036639292,2.10508171,91.7590515,-35.942777117762695
20.0,unpCFL,7.741471888818699,2.07795602,89.43641699999999,-36.93282227302783
20.0,unpCFL,7.7812697409981055,2.05101479,87.1582315,-37.90357870070835
20.0,unpCFL,7.821067593177512,2.02429176,84.926729,-38.85409199951413
20.0,unpCFL,7.860871762476311,1.99779639,82.742019,-39.78431940310084
20.0,unpCFL,7.900669614655716,1.97150124,80.60119949999999,-40.69550140898665
20.0,unpCFL,7.940467466835124,1.94540859,78.5038515,-41.587822684748716
20.0,unpCFL,7.98026531901453,1.91955685,76.452404,-42.460247721758954
20.0,unpCFL,8.020069488313329,1.89391987,74.44411,-43.31395233841568
20.0,unpCFL,8.059867340492735,1.86853171,72.480957,-44.14809172251825
20.0,unpCFL,8.099665192672141,1.84336365,70.560043,-44.96390973215261
20.0,unpCFL,8.13946304485155,1.81845154,68.68341649999999,-45.76053568296032
20.0,unpCFL,8.179267214150348,1.79376828,66.8483435,-46.539141141806816
20.0,unpCFL,8.219065066329753,1.76931814,65.05448750000001,-47.29987176416328
20.0,unpCFL,8.258862918509159,1.74510473,63.301453,-48.042901504096115
20.0,unpCFL,8.298660770688565,1.72115537,61.5905175,-48.767693105344804
20.0,unpCFL,8.338458622867973,1.69744768,59.9193825,-49.475228479976664
20.0,unpCFL,8.378262792166772,1.67398259,58.287451,-50.16576890756348
20.0,unpCFL,8.418060644346179,1.65076296,56.694258000000005,-50.83951522891203
20.0,unpCFL,8.457858496525585,1.62781378,55.140823999999995,-51.496043016723036
20.0,unpCFL,8.49765634870499,1.6050904,53.623463,-52.13692094328679
20.0,unpCFL,8.53746051800379,1.5826402,52.14468050000001,-52.76109348855324
20.0,unpCFL,8.577258370183197,1.56041769,50.700824999999995,-53.370116390726146
20.0,unpCFL,8.617056222362603,1.5384709,49.294361800000004,-53.96294988764768
20.0,unpCFL,8.656854074542009,1.51677586,47.9230802,-54.540539844479866
20.0,unpCFL,8.696658243840808,1.49533502,46.5864889,-55.103100122122584
20.0,unpCFL,8.736456096020214,1.4741267,45.28262575,-55.65146949682581
20.0,unpCFL,8.77625394819962,1.45319374,44.01349065,-56.184807447749705
20.0,unpCFL,8.816051800379027,1.43251562,42.77718615,-56.70392737653373
20.0,unpCFL,8.855855969677828,1.41209111,41.573018000000005,-57.20912905541845
20.0,unpCFL,8.895653821857234,1.39190133,40.3992838,-57.701138250881556
20.0,unpCFL,8.93545167403664,1.37198411,39.257576549999996,-58.17929188572749
20.0,unpCFL,8.975249526216045,1.35230245,38.1451758,-58.644745435982614
20.0,unpCFL,9.015047378395451,1.33287386,37.0625,-59.097331011978184
20.0,unpCFL,9.054851547694252,1.31369758,36.008923499999995,-59.5373211912346
20.0,unpCFL,9.094649399873658,1.29477273,34.98382175,-59.964987132355915
20.0,unpCFL,9.134447252053064,1.27609827,33.98657285,-60.38060060277015
20.0,unpCFL,9.17424510423247,1.25765733,33.01573415,-60.78477445571982
20.0,unpCFL,9.21404927353127,1.23948102,32.0723959,-61.17706290648753
20.0,unpCFL,9.253847125710676,1.2215358,31.154276650000003,-61.558430590782436
20.0,unpCFL,9.293644977890082,1.20382156,30.260873800000002,-61.929097635836776
20.0,unpCFL,9.333442830069488,1.18636775,29.393149049999998,-62.28867212377823
20.0,unpCFL,9.373246999368288,1.16914216,28.548987949999997,-62.6380481371502
20.0,unpCFL,9.413044851547696,1.1521594,27.72861775,-62.977140077045874
20.0,unpCFL,9.452842703727102,1.13540362,26.9307911,-63.306477615023404
20.0,unpCFL,9.492640555906506,1.11888636,26.1555873,-63.626040688105086
20.0,unpCFL,9.532438408085913,1.10260781,25.4025381,-63.93603271118463
20.0,unpCFL,9.572242577384712,1.08655148,24.6704259,-64.23697257468153
20.0,unpCFL,9.61204042956412,1.07071722,23.958812299999998,-64.52905093570021
20.0,unpCFL,9.651838281743526,1.05511688,23.2677908,-64.81224067452249
20.0,unpCFL,9.691636133922932,1.03973628,22.5963036,-65.08699229234145
20.0,unpCFL,9.731440303221731,1.02458561,21.944375049999998,-65.35330716127648
20.0,unpCFL,9.771238155401138,1.00965246,21.31105825,-65.61158723817283
20.0,unpCFL,9.811036007580544,0.994935289,20.69589335,-65.86203476759808
20.0,unpCFL,9.85083385975995,0.980433408,20.09846405,-66.10483290528
20.0,unpCFL,9.89063802905875,0.966146504,19.5183768,-66.34015778359242
20.0,unpCFL,9.930435881238155,0.952073886,18.9552288,-66.56818673730073
20.0,unpCFL,9.970233733417562,0.938215183,18.408637300000002,-66.78909152955221
20.0,unpCFL,10.010031585596968,0.924561461,17.8778923,-67.00317616306698
20.0,unpCFL,10.049835754895767,0.911123258,17.363055850000002,-67.21043456455367
20.0,unpCFL,10.089633607075173,0.89788447,16.86316665,-67.4112735453708
20.0,unpCFL,10.12943145925458,0.884850641,16.3781091,-67.6057633867116
20.0,unpCFL,10.169229311433986,0.87203155,15.907913350000001,-67.79392001615759
20.0,unpCFL,10.209027163613394,0.859421129,15.4520306,-67.97600828441873
20.0,unpCFL,10.248831332912193,0.847029546,15.010512550000001,-68.152093949818
20.0,unpCFL,10.288629185091597,0.833264953,14.526342600000001,-68.3412568040736
20.0,unpCFL,10.328427037271004,0.821132504,14.10705235,-68.50720300470296
20.0,unpCFL,10.36822488945041,0.809189395,13.700270499999998,-68.66780130044877
20.0,unpCFL,10.40802905874921,0.797426563,13.3054136,-68.82331287805356
20.0,unpCFL,10.447826910928617,0.785842576,12.922174250000001,-68.97389984450491
20.0,unpCFL,10.487624763108023,0.774444894,12.550537649999999,-69.11965047464906
20.0,unpCFL,10.52742261528743,0.763234726,12.1902781,-69.26097132737216
20.0,unpCFL,10.567226784586229,0.751479851,11.81812145,-69.40102828147305
20.0,unpCFL,10.607024636765635,0.740551125,11.477273700000001,-69.53293432872039
20.0,unpCFL,10.646822488945041,0.729793372,11.146607849999999,-69.66046196284618
20.0,unpCFL,10.686620341124447,0.719197429,10.8256214,-69.78382050939346
20.0,unpCFL,10.726424510423248,0.708768227,10.51424755,-69.9030486649693
20.0,unpCFL,10.766222362602655,0.698496393,10.2119958,-70.0183487697471
20.0,unpCFL,10.806020214782059,0.688386266,9.91879145,-70.1297629772182
20.0,unpCFL,10.845818066961465,0.678429602,9.634196900000001,-70.23747250401388
20.0,unpCFL,10.885615919140871,0.668623999,9.3579551,-70.34158919890929
20.0,unpCFL,10.925420088439672,0.658973845,9.09000275,-70.44214950432102
20.0,unpCFL,10.965217940619079,0.649470639,8.82992235,-70.5393258389262
20.0,unpCFL,11.005015792798485,0.64011829,8.577644750000001,-70.6331564310443
20.0,unpCFL,11.044813644977891,0.630903262,8.33263735,-70.7238558064795
20.0,unpCFL,11.08461781427669,0.621834821,8.0949834,-70.81140541884834
20.0,unpCFL,11.124415666456096,0.612910151,7.86444525,-70.89590729922689
20.0,unpCFL,11.164213518635503,0.604117819,7.640573600000001,-70.9775405694148
20.0,unpCFL,11.204011370814909,0.595466354,7.42343655,-71.0562932535084
20.0,unpCFL,11.243815540113708,0.586948186,7.212695650000001,-71.13230346423973
20.0,unpCFL,11.283613392293114,0.578559598,7.0081193,-71.20566949278168
20.0,unpCFL,11.32341124447252,0.570306902,6.80972245,-71.27639659035083
20.0,unpCFL,11.363209096651927,0.562176477,6.617045249999999,-71.34466657711634
20.0,unpCFL,11.403006948831333,0.554176022,6.4301417,-71.4104714418745
20.0,unpCFL,11.442811118130132,0.546298737,6.2487265,-71.47392819981539
20.0,unpCFL,11.482608970309538,0.538544179,6.07266875,-71.53509347822704
20.0,unpCFL,11.522406822488946,0.530908947,5.9017736,-71.59405102748872
20.0,unpCFL,11.562204674668353,0.523392573,5.735917049999999,-71.65085609644862
20.0,unpCFL,11.602008843967152,0.515995941,5.57500645,-71.70555530611942
20.0,unpCFL,11.641806696146556,0.50871148,5.41877005,-71.75825342149301
20.0,unpCFL,11.681604548325963,0.501538892,5.2670993,-71.8090021457463
20.0,unpCFL,11.72140240050537,0.494477713,5.11988425,-71.85785096740003
20.0,unpCFL,11.76120656980417,0.487555651,4.977592015,-71.90468656693429
20.0,unpCFL,11.801004421983576,0.480776144,4.84017146,-71.94955562645512
20.0,unpCFL,11.840802274162982,0.474146982,4.70765589,-71.99247493820847
20.0,unpCFL,11.880600126342388,0.467660824,4.5797770149999995,-72.03354784687366
20.0,unpCFL,11.920404295641188,0.461268359,4.4554662899999995,-72.07308634310189
20.0,unpCFL,11.960202147820594,0.454971564,4.33468601,-72.11111357502958
20.0,unpCFL,12.0,0.448763086,4.217223105,-72.1477092157586
30.0,unpaired,0.1,15.5628569,3308.286423333333,inf
30.0,unpaired,0.13979930511686672,13.041421,2310.5329666666667,inf
30.0,unpaired,0.17959867340492736,11.6540779,1836.75694,inf
30.0,unpaired,0.21939797852179407,10.7402019,1553.4911866666666,inf
30.0,unpaired,0.25919734680985473,10.071514,1360.6140166666667,inf
30.0,unpaired,0.2989966519267214,9.54760162,1217.9904099999999,inf
30.0,unpaired,0.33879595704358817,9.1173438,1106.4881866666667,inf
30.0,unpaired,0.3785953253316488,8.75203676,1015.8589166666667,inf
30.0,unpaired,0.4183946304485155,8.43423002,940.0905766666667,inf
30.0,unpaired,0.4581939987365761,8.15274461,875.4226233333334,inf
30.0,unpaired,0.49799330385344287,7.90003886,819.3614266666666,inf
30.0,unpaired,0.5377926721415035,7.67078727,770.1694833333333,inf
30.0,unpaired,0.5775919772583702,7.46108416,726.5862333333333,241.56045734635336
30.0,unpaired,0.6173912823752369,7.26799802,687.6706466666667,224.60466765938335
30.0,unpaired,0.6571907770056854,7.08921818,652.6910700000001,209.3610926541392
30.0,unpaired,0.6969898926089704,6.92291767,621.07221,195.57955156996348
30.0,unpaired,0.7367890082122552,6.76760971,592.3504233333333,183.05840486347432
30.0,unpaired,0.7765887555274795,6.6220452,566.1429966666667,171.6312118384879
30.0,unpaired,0.8163878711307644,6.48518918,542.1347966666667,161.16091213723644
30.0,unpaired,0.8561869867340492,6.35615328,520.0601233333333,151.53194685602296
30.0,unpaired,0.8959867340492736,6.23416899,499.69294333333335,142.64601077571317
30.0,unpaired,0.9357858496525585,6.11858362,480.84266,134.4202038991702
30.0,unpaired,0.9755855969677827,6.00884985,463.34872,126.78468993211534
30.0,unpaired,1.0153847125710675,5.90446349,447.06880333333334,119.67756821119487
30.0,unpaired,1.0551838281743526,5.80501228,431.8839766666667,113.04710332808835
30.0,unpaired,1.0949835754895767,5.71012867,417.6900833333333,106.84798487726113
30.0,unpaired,1.1347826910928616,5.61949135,404.39660333333336,101.04083359374252
30.0,unpaired,1.1745818066961466,5.53282731,391.9257166666667,95.59179200425606
30.0,unpaired,1.214381554011371,5.44989611,380.20924,90.47118982624143
30.0,unpaired,1.2541806696146558,5.37050381,369.18951,85.65392908242413
30.0,unpaired,1.2939797852179407,5.29446255,358.81350000000003,81.11693249672408
30.0,unpaired,1.333779532533165,5.22161538,349.0354566666667,76.84028039481956
30.0,unpaired,1.3735786481364498,5.15184168,339.81710666666663,72.807301347928
30.0,unpaired,1.413377763739735,5.08500975,331.1211916666667,69.00177444979708
30.0,unpaired,1.453177511054959,5.02102944,322.91775966666665,65.41064263182876
30.0,unpaired,1.4929766266582438,4.95980122,315.1776053333333,62.021182449571526
30.0,unpaired,1.532775742261529,4.90124336,307.8753443333333,58.82232856076819
30.0,unpaired,1.5725754895767532,4.84529078,300.9890003333333,55.80449338668899
30.0,unpaired,1.6123746051800378,4.79186269,294.4960903333333,52.957878218091416
30.0,unpaired,1.652173720783323,4.7409014,288.37801299999995,50.27436440880341
30.0,unpaired,1.6919734680985472,4.6923355,282.615649,47.745615006802545
30.0,unpaired,1.7317725837018318,4.6461126,277.1930503333333,45.36466875292242
30.0,unpaired,1.771571699305117,4.60216605,272.093526,43.124246294058466
30.0,unpaired,1.8113714466203412,4.56043044,267.301363,41.017495345657544
30.0,unpaired,1.8511705622236259,4.52085016,262.80273266666666,39.0383816159313
30.0,unpaired,1.890969677826911,4.4833567,258.583068,37.18055654536264
30.0,unpaired,1.9307694251421352,4.44789046,254.62943333333334,35.43837876853511
30.0,unpaired,1.9705685407454203,4.41439386,250.92974466666666,33.806579508682894
30.0,unpaired,2.010367656348705,4.38278048,247.469398,32.278806990748876
30.0,unpaired,2.050167403663929,4.35299768,244.237923,30.85049506337021
30.0,unpaired,2.089966519267214,4.3249554,241.221425,29.51560736335454
30.0,unpaired,2.129765634870499,4.29857046,238.40723166666666,28.26863770666531
30.0,unpaired,2.169565382185723,4.27386756,235.79421599999998,27.109060928707454
30.0,unpaired,2.209364497789008,4.25067117,233.36095699999998,26.027607640675644
30.0,unpaired,2.249163613392293,4.22896591,231.10294466666667,25.022301846444893
30.0,unpaired,2.2889633607075175,4.20863874,229.00597966666666,24.086995041319447
30.0,unpaired,2.328762476310802,4.18968163,227.06686333333334,23.220284276439237
30.0,unpaired,2.368561591914087,4.17204091,225.27798366666667,22.418864769149142
30.0,unpaired,2.4083613392293115,4.15556692,223.62233,21.675389884908487
30.0,unpaired,2.448160454832596,4.14021212,222.093456,20.987067262424215
30.0,unpaired,2.4879595704358817,4.12598291,220.69048366666667,20.35350190212121
30.0,unpaired,2.5277593177511055,4.11273667,219.39780033333332,19.76796030034619
30.0,unpaired,2.56755843335439,4.10048398,218.21526200000002,19.230370641684903
30.0,unpaired,2.6073575489576757,4.08913569,217.13294233333332,18.736450877322895
30.0,unpaired,2.6471572962728995,4.07860334,216.14108266666665,18.281996584396992
30.0,unpaired,2.686956411876184,4.06884925,215.23513433333335,17.865046004012477
30.0,unpaired,2.726756159191409,4.05988606,214.41559966666668,17.485812851458128
30.0,unpaired,2.7665552747946935,4.05152394,213.66300199999998,17.135918306032547
30.0,unpaired,2.8063543903979786,4.04382567,212.982982,16.817789794877214
30.0,unpaired,2.846154137713203,4.03674981,212.37090033333334,16.52943184821423
30.0,unpaired,2.8859532533164876,4.03015256,211.81205,16.264524069807162
30.0,unpaired,2.9257523689197726,4.02404157,211.30674766666667,16.02320757884612
30.0,unpaired,2.965552116234997,4.01836941,210.849909,15.803298806262466
30.0,unpaired,3.0053512318382816,4.01308895,210.43649866666667,15.60263919913388
30.0,unpaired,3.0451503474415667,4.00820031,210.066172,15.421084817444527
30.0,unpaired,3.084950094756791,4.00354423,209.72284900000002,15.251730711673746
30.0,unpaired,3.124749210360076,3.99922358,209.416388,15.09881747805812
30.0,unpaired,3.1645483259633607,3.99507038,209.12985833333332,14.955074334455803
30.0,unpaired,3.204348073278585,3.99112933,208.86736466666667,14.822269965720702
30.0,unpaired,3.2441471888818696,3.98733336,208.62198566666666,14.697432637428564
30.0,unpaired,3.283946304485155,3.98361385,208.38660866666666,14.577511020963941
30.0,unpaired,3.323746051800379,3.98000678,208.164501,14.463907799518378
30.0,unpaired,3.3635451674036636,3.97643852,207.94807766666665,14.353365390892092
30.0,unpaired,3.403344283006949,3.97288444,207.73457933333333,14.244698570404962
30.0,unpaired,3.443144030322173,3.96926637,207.51594566666665,14.13444219500629
30.0,unpaired,3.4829431459254576,3.96566865,207.30027466666667,14.026069817550498
30.0,unpaired,3.522742261528743,3.96189321,207.06754,13.910976434986473
30.0,unpaired,3.562542008843967,3.95808278,206.83166766666668,13.795133259165997
30.0,unpaired,3.6023411244472525,3.95409143,206.577827,13.672164554902183
30.0,unpaired,3.642140240050537,3.94994493,206.30828466666665,13.543033027337565
30.0,unpaired,3.681939987365761,3.9456137,206.01981800000001,13.406343531658939
30.0,unpaired,3.7217391029690465,3.94112369,205.71474066666667,13.26307479402136
30.0,unpaired,3.761538218572331,3.93632583,205.377903,13.10670835155655
30.0,unpaired,3.801337965887555,3.93131522,205.018552,12.94120053746793
30.0,unpaired,3.8411370814908405,3.92605444,204.63270733333331,12.76482229724997
30.0,unpaired,3.880936197094125,3.92052809,204.218612,12.576805184670803
30.0,unpaired,3.92073594440935,3.91464733,203.76717933333333,12.373229565890902
30.0,unpaired,3.9605350600126346,3.90850485,203.28749833333333,12.157973977669943
30.0,unpaired,4.00033417561592,3.90203512,202.772853,11.928142064101309
30.0,unpaired,4.040133922931144,3.89521031,202.22033433333334,11.682461537345729
30.0,unpaired,4.079933038534429,3.88808928,201.63569866666666,11.423385532056452
30.0,unpaired,4.119732154137713,3.88060022,201.01170933333333,11.147788589535663
30.0,unpaired,4.1595319014529375,3.87273999,200.34799766666666,10.85549293063669
30.0,unpaired,4.199331017056222,3.86452514,199.64619166666668,10.547183176263376
30.0,unpaired,4.239130132659508,3.85594969,198.90569533333334,10.222583522881468
30.0,unpaired,4.278929879974732,3.847028,198.12798366666667,9.882309530602328
30.0,unpaired,4.318728995578017,3.83766178,197.30335599999998,9.522186381680724
30.0,unpaired,4.358528742893241,3.8279907,196.44579766666666,9.148198045073736
30.0,unpaired,4.3983278584965255,3.81792792,195.54681366666668,8.756689506451341
30.0,unpaired,4.43812697409981,3.80751024,194.61021666666664,8.34928516398835
30.0,unpaired,4.477926721415035,3.79671648,193.634122,7.925166034133149
30.0,unpaired,4.51772583701832,3.78553012,192.61710833333333,7.483714571527712
30.0,unpaired,4.557524952621605,3.77394798,191.55915566666667,7.024916685999247
30.0,unpaired,4.597324699936829,3.76202587,190.4660396666667,6.551243810427578
30.0,unpaired,4.6371238155401135,3.74976788,189.33846366666666,6.062994698711475
30.0,unpaired,4.676922931143398,3.73706002,188.16560633333333,5.555526422009807
30.0,unpaired,4.716722678458623,3.72403971,186.96131066666666,5.034775065413203
30.0,unpaired,4.756521794061908,3.71065534,185.72091166666667,4.498738834025925
30.0,unpaired,4.796320909665193,3.6968786,184.44209533333333,3.9464298368577206
30.0,unpaired,4.836120656980417,3.68279593,183.13368266666666,3.381634009789893
30.0,unpaired,4.875919772583702,3.66830865,181.78659266666668,2.800458391259535
30.0,unpaired,4.915718888186986,3.65345535,180.405065,2.2047274016649463
30.0,unpaired,4.955518635502211,3.63827357,178.99320766666668,1.59620906987555
30.0,unpaired,4.995317751105496,3.62273894,177.54920833333333,0.9741301824223152
30.0,unpaired,5.035116866708781,3.60689995,176.07821133333334,0.3407057787376719
