prescription,R_fm,W_MeV
GCN,3.9813226452905814,4865.531181569815
GCN,4.005330661322645,4832.515881546382
GCN,4.029338677354709,4797.645097733399
GCN,4.053346693386773,4760.899025321363
GCN,4.077354709418837,4722.257859500749
GCN,4.101362725450902,4681.701795462039
GCN,4.125370741482966,4639.21102839573
GCN,4.14937875751503,4594.765753492291
GCN,4.173386773547094,4548.346165942214
GCN,4.197394789579158,4499.9324609359755
GCN,4.2214028056112225,4449.504833664068
GCN,4.245410821643286,4397.04347931697
GCN,4.26941883767535,4342.528593085157
GCN,4.293426853707414,4285.940370159129
GCN,4.317434869739479,4227.259005729356
GCN,4.341442885771543,4166.4646949863345
GCN,4.365450901803607,4103.537633120541
GCN,4.389458917835671,4038.458015322456
GCN,4.413466933867735,3971.2060367825616
GCN,4.4374749498998,3901.7618926913456
GCN,4.4614829659318636,3830.1057782392963
GCN,4.4854909819639275,3756.2178886168913
GCN,4.509498997995991,3680.078419014615
GCN,4.533507014028056,3601.667564622945
GCN,4.55751503006012,3520.965520632384
GCN,4.581523046092184,3437.9524822333988
GCN,4.605531062124248,3352.6086446164772
GCN,4.629539078156313,3264.9142029720897
GCN,4.653547094188377,3174.84935249075
GCN,4.677555110220441,3082.3942883629134
GCN,4.701563126252505,2987.5292057790793
GCN,4.7255711422845685,2890.2342999297252
GCN,4.749579158316633,2790.489766005332
GCN,4.773587174348697,2688.2757991963917
GCN,4.797595190380761,2583.5725946933926
GCN,4.821603206412825,2476.360347686794
GCN,4.84561122244489,2366.619253367102
GCN,4.869619238476954,2254.3295069247906
GCN,4.893627254509018,2139.471303550341
GCN,4.917635270541082,2022.0248384342522
GCN,4.941643286573146,1901.9703067669907
GCN,4.9656513026052105,1779.2879037390412
GCN,4.989659318637274,1653.957824540903
GCN,5.013667334669338,1525.9602643630424
GCN,5.037675350701402,1395.2754183959514
GCN,5.061683366733467,1261.8834818301002
GCN,5.085691382765531,1125.7646498559952
GCN,5.109699398797595,986.8991176641066
GCN,5.133707414829659,845.2670804449263
GCN,5.157715430861723,700.8487333889243
GCN,5.181723446893788,553.624271686589
GCN,5.2057314629258515,403.5738905284161
GCN,5.2297394789579155,250.6777851048755
GCN,5.253747494989979,94.91615060645563
GCN,5.277755511022044,-63.73081777636253
GCN,5.301763527054108,-225.28292485310521
GCN,5.325771543086172,-389.7599754332623
GCN,5.349779559118236,-557.1817743263673
GCN,5.373787575150301,-727.5681263419392
GCN,5.397795591182365,-900.9388362894897
GCN,5.421803607214429,-1077.3137089785378
GCN,5.445811623246493,-1256.7125492185805
GCN,5.4698196392785565,-1439.1551618191588
GCN,5.493827655310621,-1624.6613515897916
GCN,5.517835671342685,-1813.250923339976
GCN,5.541843687374749,-2004.9436818792456
GCN,5.565851703406813,-2199.7594320171047
GCN,5.589859719438878,-2397.717978563087
GCN,5.613867735470942,-2598.839126326675
GCN,5.637875751503006,-2803.1426801174093
GCN,5.66188376753507,-3010.648444744802
GCN,5.685891783567134,-3221.376225018379
GCN,5.7098997995991985,-3435.3458257476523
GCN,5.733907815631262,-3652.577051742126
GCN,5.757915831663326,-3873.0897078113267
GCN,5.78192384769539,-4096.903598764766
GCN,5.805931863727455,-4324.03852941197
GCN,5.829939879759519,-4554.514304562443
GCN,5.853947895791583,-4788.350729025711
GCN,5.877955911823647,-5025.5676076112795
GCN,5.901963927855712,-5266.184745128681
GCN,5.925971943887776,-5510.221946387421
GCN,5.9499799599198395,-5757.69901619701
GCN,5.9739879759519035,-6008.6357593669745
GCN,5.997995991983967,-6263.051980706819
GCN,6.022004008016032,-6520.9674850261
GCN,6.046012024048096,-6782.402077134269
GCN,6.07002004008016,-7047.375561840898
GCN,6.094028056112224,-7315.907743955468
GCN,6.118036072144289,-7588.018428287527
GCN,6.142044088176353,-7863.727419646566
GCN,6.166052104208417,-8143.054522842103
GCN,6.190060120240481,-8426.019542683665
GCN,6.2140681362725445,-8712.642283980771
GCN,6.238076152304609,-9002.942551542925
GCN,6.262084168336673,-9296.940150179646
GCN,6.286092184368737,-9594.654884700452
GCN,6.310100200400801,-9896.106559914864
GCN,6.334108216432866,-10201.3149806324
GCN,6.35811623246493,-10510.299951662557
GCN,6.382124248496994,-10823.081277814876
GCN,6.406132264529058,-11139.678763898875
GCN,6.430140280561122,-11460.112214724031
GCN,6.4541482965931865,-11784.401435099935
GCN,6.47815631262525,-12112.566229836026
GCN,6.502164328657314,-12444.626403741844
GCN,6.526172344689378,-12780.601761626924
GCN,6.550180360721443,-13120.512108300762
GCN,6.574188376753507,-13464.377248572899
GCN,6.598196392785571,-13812.216987252817
GCN,6.622204408817635,-14164.051129150073
GCN,6.6462124248497,-14519.899479074178
GCN,6.670220440881764,-14879.781841834592
GCN,6.6942284569138275,-15243.718022240872
GCN,6.718236472945891,-15611.72782510255
GCN,6.742244488977955,-15983.831055229122
GCN,6.76625250501002,-16360.047517430132
GCN,6.790260521042084,-16740.39701651506
GCN,6.814268537074148,-17124.899357293427
GCN,6.838276553106212,-17513.574344574758
GCN,6.862284569138277,-17906.44178316857
GCN,6.886292585170341,-18303.521477884395
GCN,6.910300601202405,-18704.833233531703
GCN,6.934308617234469,-19110.396854920058
GCN,6.9583166332665325,-19520.232146858958
GCN,6.982324649298597,-19934.358914157943
GCN,7.006332665330661,-20352.79696162649
GCN,7.030340681362725,-20775.56609407413
GCN,7.054348697394789,-21202.68611631036
GCN,7.078356713426854,-21634.176833144782
GCN,7.102364729458918,-22070.058049386796
GCN,7.126372745490982,-22510.34956984598
GCN,7.150380761523046,-22955.071199331855
GCN,7.1743887775551105,-23404.242742653907
GCN,7.198396793587174,-23857.88400462168
GCN,7.222404809619238,-24316.014790044675
GCN,7.246412825651302,-24778.65490373243
GCN,7.270420841683366,-25245.824150494416
GCN,7.294428857715431,-25717.542335140228
GCN,7.318436873747495,-26193.82926247928
GCN,7.342444889779559,-26674.704737321154
GCN,7.366452905811623,-27160.18856447538
GCN,7.390460921843688,-27650.30054875143
GCN,7.414468937875752,-28145.060494958845
GCN,7.4384769539078155,-28644.48820790711
GCN,7.462484969939879,-29148.60349240579
GCN,7.486492985971943,-29657.426153264372
GCN,7.510501002004008,-30170.975995292378
GCN,7.534509018036072,-30689.272823299354
GCN,7.558517034068136,-31212.336442094733
GCN,7.5825250501002,-31740.18665648812
GCN,7.606533066132265,-32272.84327128899
GCN,7.630541082164329,-32810.326091306866
GCN,7.654549098196393,-33352.65492135126
GCN,7.6785571142284565,-33899.8495662317
GCN,7.7025651302605205,-34451.92983075768
GCN,7.726573146292585,-35008.91551973879
GCN,7.750581162324649,-35570.826437984404
GCN,7.774589178356713,-36137.682390304166
GCN,7.798597194388777,-36709.50318150755
GCN,7.822605210420842,-37286.3086164041
GCN,7.846613226452906,-37868.118499803255
GCN,7.87062124248497,-38454.95263651459
GCN,7.894629258517034,-39046.830831347615
GCN,7.9186372745490985,-39643.77288911189
GCN,7.942645290581162,-40245.79861461681
GCN,7.966653306613226,-40852.92781267203
GCN,7.99066132264529,-41465.180288086965
GCN,8.014669338677354,-42082.57584567116
GCN,8.038677354709419,-42705.1342902342
GCN,8.062685370741482,-43332.87542658545
GCN,8.086693386773547,-43965.81905953461
GCN,8.110701402805612,-44603.98499389106
GCN,8.134709418837675,-45247.393034464345
GCN,8.15871743486974,-45896.06298606408
GCN,8.182725450901804,-46550.014653499646
GCN,8.206733466933867,-47209.26784158054
GCN,8.230741482965932,-47873.84235511646
GCN,8.254749498997995,-48543.75799891674
GCN,8.27875751503006,-49219.034577791026
GCN,8.302765531062125,-49899.691896548786
GCN,8.326773547094188,-50585.74975999944
GCN,8.350781563126253,-51277.22797295268
GCN,8.374789579158316,-51974.14634021788
GCN,8.39879759519038,-52676.52466660467
GCN,8.422805611222445,-53384.382756922496
GCN,8.446813627254508,-54097.740415980836
GCN,8.470821643286573,-54816.6174485893
GCN,8.494829659318636,-55541.03365955733
GCN,8.518837675350701,-56271.008853694526
GCN,8.542845691382766,-57006.56283581034
GCN,8.566853707414829,-57747.71541071424
GCN,8.590861723446894,-58494.48638321586
GCN,8.614869739478959,-59246.89555812467
GCN,8.638877755511022,-60004.962740250136
GCN,8.662885771543086,-60768.707734401876
GCN,8.68689378757515,-61538.150345389266
GCN,8.710901803607214,-62313.31037802194
GCN,8.73490981963928,-63094.2076371094
GCN,8.758917835671342,-63880.86192746107
GCN,8.782925851703407,-64673.293053886606
GCN,8.80693386773547,-65471.5208211954
GCN,8.830941883767535,-66275.56503419708
GCN,8.8549498997996,-67085.44549770108
GCN,8.878957915831663,-67901.18201651686
GCN,8.902965931863728,-68722.79439545413
GCN,8.926973947895792,-69550.30243932233
GCN,8.950981963927855,-70383.7259529308
GCN,8.97498997995992,-71223.08474108929
GCN,8.998997995991983,-72068.39860860712
GCN,9.023006012024048,-72919.68736029402
GCN,9.047014028056113,-73776.97080095942
GCN,9.071022044088176,-74640.26873541268
GCN,9.09503006012024,-75509.60096846356
GCN,9.119038076152304,-76384.9873049214
GCN,9.143046092184369,-77266.44754959579
GCN,9.167054108216433,-78154.00150729629
GCN,9.191062124248496,-79047.66898283227
GCN,9.215070140280561,-79947.46978101345
GCN,9.239078156312626,-80853.42370664922
GCN,9.26308617234469,-81765.55056454905
GCN,9.287094188376754,-82683.87015952257
GCN,9.311102204408817,-83608.40229637916
GCN,9.335110220440882,-84539.16677992852
GCN,9.359118236472947,-85476.18341498007
GCN,9.38312625250501,-86419.47200634328
GCN,9.407134268537074,-87369.05235882773
GCN,9.431142284569138,-88324.94427724287
GCN,9.455150300601202,-89287.16756639838
GCN,9.479158316633267,-90255.74203110358
GCN,9.50316633266533,-91230.68747616805
GCN,9.527174348697395,-92212.02370640136
GCN,9.551182364729458,-93199.77052661296
GCN,9.575190380761523,-94193.94774161243
GCN,9.599198396793588,-95194.57515620928
GCN,9.62320641282565,-96201.67257521291
GCN,9.647214428857716,-97215.25980343304
GCN,9.67122244488978,-98235.35664567901
GCN,9.695230460921843,-99261.9829067604
GCN,9.719238476953908,-100295.15839148672
GCN,9.743246492985971,-101334.90290466747
GCN,9.767254509018036,-102381.23625111226
GCN,9.7912625250501,-103434.17823563053
GCN,9.815270541082164,-104493.74866303171
GCN,9.839278557114229,-105559.96733812551
GCN,9.863286573146292,-106632.85406572124
GCN,9.887294589178357,-107712.4286506286
GCN,9.911302605210421,-108798.71089765703
GCN,9.935310621242484,-109891.72061161601
GCN,9.95931863727455,-110991.47759731514
GCN,9.983326653306614,-112098.00165956386
GCN,10.007334669338677,-113211.31260317161
GCN,10.031342685370742,-114331.4302329482
GCN,10.055350701402805,-115458.37435370276
GCN,10.07935871743487,-116592.16477024514
GCN,10.103366733466935,-117732.82128738471
GCN,10.127374749498998,-118880.36370993093
GCN,10.151382765531062,-120034.81184269342
GCN,10.175390781563125,-121196.18549048163
GCN,10.19939879759519,-122364.50445810513
GCN,10.223406813627255,-123539.78855037346
GCN,10.247414829659318,-124722.05757209595
GCN,10.271422845691383,-125911.33132808236
GCN,10.295430861723446,-127107.62962314204
GCN,10.31943887775551,-128310.97226208463
GCN,10.343446893787576,-129521.37904971966
GCN,10.367454909819639,-130738.8697908564
GCN,10.391462925851704,-131963.46429030458
GCN,10.415470941883768,-133195.18235287376
GCN,10.439478957915831,-134434.0437833733
GCN,10.463486973947896,-135680.06838661272
GCN,10.48749498997996,-136933.2759674016
GCN,10.511503006012024,-138193.68633054962
GCN,10.535511022044089,-139461.31928086607
GCN,10.559519038076152,-140736.19462316038
GCN,10.583527054108217,-142018.33216224238
GCN,10.60753507014028,-143307.75170292138
GCN,10.631543086172345,-144604.47305000704
GCN,10.65555110220441,-145908.51600830868
GCN,10.679559118236472,-147219.9003826358
GCN,10.703567134268537,-148538.64597779824
GCN,10.727575150300602,-149864.77259860528
GCN,10.751583166332665,-151198.3000498663
GCN,10.77559118236473,-152539.24813639116
GCN,10.799599198396793,-153887.63666298892
GCN,10.823607214428858,-155243.48543446968
GCN,10.847615230460923,-156606.81425564247
GCN,10.871623246492986,-157977.64293131704
GCN,10.89563126252505,-159355.99126630282
GCN,10.919639278557113,-160741.87906540936
GCN,10.943647294589178,-162135.3261334462
GCN,10.967655310621243,-163536.35227522292
GCN,10.991663326653306,-164944.9772955488
GCN,11.015671342685371,-166361.2209992336
GCN,11.039679358717434,-167785.10319108656
GCN,11.063687374749499,-169216.64367591756
GCN,11.087695390781564,-170655.86225853598
GCN,11.111703406813627,-172102.7787437511
GCN,11.135711422845691,-173557.4129363728
GCN,11.159719438877756,-175019.7846412104
GCN,11.18372745490982,-176489.91366307333
GCN,11.207735470941884,-177967.81980677124
GCN,11.231743486973947,-179453.52287711363
GCN,11.255751503006012,-180947.04267890996
GCN,11.279759519038077,-182448.39901696987
GCN,11.30376753507014,-183957.6116961028
GCN,11.327775551102205,-185474.7005211182
GCN,11.351783567134268,-186999.6852968257
GCN,11.375791583166333,-188532.58582803482
GCN,11.399799599198397,-190073.42191955502
GCN,11.42380761523046,-191622.2133761957
GCN,11.447815631262525,-193178.98000276662
GCN,11.47182364729459,-194743.74160407722
GCN,11.495831663326653,-196316.5179849368
GCN,11.519839679358718,-197897.32895015515
GCN,11.543847695390781,-199486.19430454166
GCN,11.567855711422846,-201083.1338529059
GCN,11.59186372745491,-202688.16740005734
GCN,11.615871743486974,-204301.31475080547
GCN,11.639879759519038,-205922.59570995992
GCN,11.663887775551101,-207552.03008233002
GCN,11.687895791583166,-209189.63767272554
GCN,11.711903807615231,-210835.43828595584
GCN,11.735911823647294,-212489.4517268303
GCN,11.759919839679359,-214151.6978001588
GCN,11.783927855711424,-215822.19631075062
GCN,11.807935871743487,-217500.9670634152
GCN,11.831943887775552,-219188.02986296217
GCN,11.855951903807615,-220883.40451420104
GCN,11.87995991983968,-222587.11082194146
GCN,11.903967935871744,-224299.1685909927
GCN,11.927975951903807,-226019.59762616435
GCN,11.951983967935872,-227748.4177322661
GCN,11.975991983967935,-229485.64871410717
GCN,12.0,-231231.31037649733
GCN + Coul.,0.02,0.5007465550895825
GCN + Coul.,0.044008016032064126,2.4134056750197757
GCN + Coul.,0.06801603206412826,5.738375944887471
GCN + Coul.,0.0920240480961924,10.455855860312504
GCN + Coul.,0.11603206412825652,16.546047206355375
GCN + Coul.,0.14004008016032063,23.98915621861036
GCN + Coul.,0.16404809619238478,32.765394744298604
GCN + Coul.,0.1880561122244489,42.854981403361116
GCN + Coul.,0.21206412825651302,54.238142749552
GCN + Coul.,0.23607214428857715,66.8951144315314
GCN + Coul.,0.2600801603206413,80.8061423539587
GCN + Coul.,0.28408817635270545,95.95148383858553
GCN + Coul.,0.3080961923847696,112.31140878534886
GCN + Coul.,0.3321042084168337,129.86620083346406
GCN + Coul.,0.35611222444889784,148.59615852251824
GCN + Coul.,0.38012024048096194,168.4815964535628
GCN + Coul.,0.4041282565130261,189.50284645020713
GCN + Coul.,0.42813627254509024,211.64025871971123
GCN + Coul.,0.45214428857715433,234.87420301407897
GCN + Coul.,0.4761523046092185,259.1850697911513
GCN + Coul.,0.5001603206412826,284.5532713756991
GCN + Coul.,0.5241683366733467,310.9592431205164
GCN + Coul.,0.5481763527054109,338.3834445675135
GCN + Coul.,0.572184368737475,366.80636060880977
GCN + Coul.,0.5961923847695392,396.20850264782734
GCN + Coul.,0.6202004008016032,426.5704097603832
GCN + Coul.,0.6442084168336674,457.8726498557836
GCN + Coul.,0.6682164328657315,490.09582083791616
GCN + Coul.,0.6922244488977957,523.2205517663431
GCN + Coul.,0.7162324649298598,557.2275040173943
GCN + Coul.,0.7402404809619239,592.0973724452606
GCN + Coul.,0.764248496993988,627.8108865430873
GCN + Coul.,0.7882565130260522,664.3488116040664
GCN + Coul.,0.8122645290581163,701.6919498825299
GCN + Coul.,0.8362725450901805,739.8211417550432
GCN + Coul.,0.8602805611222445,778.7172668814977
GCN + Coul.,0.8842885771543086,818.3612453662048
GCN + Coul.,0.9082965931863728,858.7340389189881
GCN + Coul.,0.9323046092184369,899.8166520162766
GCN + Coul.,0.9563126252505011,941.5901330621981
GCN + Coul.,0.9803206412825651,984.0355755496719
GCN + Coul.,1.0043286573146293,1027.134119221503
GCN + Coul.,1.0283366733466934,1070.8669512314732
GCN + Coul.,1.0523446893787576,1115.2153073054355
GCN + Coul.,1.0763527054108217,1160.1604729024077
GCN + Coul.,1.1003607214428859,1205.6837843756643
GCN + Coul.,1.12436873747495,1251.7666301338295
GCN + Coul.,1.1483767535070142,1298.390451801972
GCN + Coul.,1.1723847695390783,1345.5367453826964
GCN + Coul.,1.1963927855711423,1393.1870624172352
GCN + Coul.,1.2204008016032064,1441.323011146547
GCN + Coul.,1.2444088176352706,1489.9262576724034
GCN + Coul.,1.2684168336673347,1538.978527118485
GCN + Coul.,1.2924248496993989,1588.461604791475
GCN + Coul.,1.316432865731463,1638.3573373421507
GCN + Coul.,1.3404408817635272,1688.6476339264793
GCN + Coul.,1.3644488977955913,1739.3144673667061
GCN + Coul.,1.3884569138276555,1790.339875312453
GCN + Coul.,1.4124649298597196,1841.7059614018083
GCN + Coul.,1.4364729458917835,1893.3948964224207
GCN + Coul.,1.4604809619238477,1945.3889194725916
GCN + Coul.,1.4844889779559118,1997.6703391223714
GCN + Coul.,1.508496993987976,2050.2215345746476
GCN + Coul.,1.5325050100200401,2103.0249568262407
GCN + Coul.,1.5565130260521043,2156.0631298289977
GCN + Coul.,1.5805210420841684,2209.3186516508845
GCN + Coul.,1.6045290581162326,2262.7741956370783
GCN + Coul.,1.6285370741482967,2316.4125115710626
GCN + Coul.,1.6525450901803609,2370.216426835717
GCN + Coul.,1.676553106212425,2424.168847574414
GCN + Coul.,1.700561122244489,2478.25275985211
GCN + Coul.,1.7245691382765531,2532.451230816439
GCN + Coul.,1.7485771543086173,2586.7474098588045
GCN + Coul.,1.7725851703406814,2641.1245297754735
GCN + Coul.,1.7965931863727456,2695.565907928672
GCN + Coul.,1.8206012024048097,2750.0549474076724
GCN + Coul.,1.8446092184368739,2804.5751381898926
GCN + Coul.,1.868617234468938,2859.110058301984
GCN + Coul.,1.8926252505010022,2913.64337498093
GCN + Coul.,1.9166332665330663,2968.1588458351325
GCN + Coul.,1.9406412825651302,3022.640320005511
GCN + Coul.,1.9646492985971944,3077.0717393265927
GCN + Coul.,1.9886573146292585,3131.4371394876066
GCN + Coul.,2.0126653306613225,3185.7206511935733
GCN + Coul.,2.036673346693387,3239.9065013264067
GCN + Coul.,2.060681362725451,3293.979014105995
GCN + Coul.,2.084689378757515,3347.922612251303
GCN + Coul.,2.108697394789579,3401.7218181414623
GCN + Coul.,2.1327054108216434,3455.3612549768627
GCN + Coul.,2.1567134268537074,3508.8256479402503
GCN + Coul.,2.1807214428857717,3562.0998253578127
GCN + Coul.,2.2047294589178357,3615.1687198602817
GCN + Coul.,2.2287374749499,3668.017369544017
GCN + Coul.,2.252745490981964,3720.6309191321034
GCN + Coul.,2.2767535070140283,3772.9946211354486
GCN + Coul.,2.3007615230460923,3825.093837013866
GCN + Coul.,2.3247695390781566,3876.91403833718
GCN + Coul.,2.3487775551102206,3928.440807946304
GCN + Coul.,2.3727855711422845,3979.6598411143495
GCN + Coul.,2.396793587174349,4030.556946707712
GCN + Coul.,2.420801603206413,4081.118048347155
GCN + Coul.,2.444809619238477,4131.329185568924
GCN + Coul.,2.468817635270541,4181.1765149858165
GCN + Coul.,2.4928256513026055,4230.646311448293
GCN + Coul.,2.5168336673346694,4279.724969205562
GCN + Coul.,2.5408416833667338,4328.399003066675
GCN + Coul.,2.5648496993987977,4376.655049561612
GCN + Coul.,2.5888577154308616,4424.479868102393
GCN + Coul.,2.612865731462926,4471.860342144148
GCN + Coul.,2.63687374749499,4518.783480346233
GCN + Coul.,2.6608817635270543,4565.236417733299
GCN + Coul.,2.6848897795591182,4611.2064168564075
GCN + Coul.,2.7088977955911826,4656.680868954114
GCN + Coul.,2.7329058116232465,4701.647295113551
GCN + Coul.,2.756913827655311,4746.0933474315425
GCN + Coul.,2.780921843687375,4790.00681017568
GCN + Coul.,2.804929859719439,4833.375600945423
GCN + Coul.,2.828937875751503,4876.187771833187
GCN + Coul.,2.852945891783567,4918.431510585443
GCN + Coul.,2.8769539078156314,4960.095141763805
GCN + Coul.,2.9009619238476954,5001.167127906136
GCN + Coul.,2.9249699398797597,5041.63607068761
GCN + Coul.,2.9489779559118237,5081.490712081844
GCN + Coul.,2.972985971943888,5120.719935521966
GCN + Coul.,2.996993987975952,5159.312767061716
GCN + Coul.,3.0210020040080163,5197.258376536534
GCN + Coul.,3.0450100200400803,5234.546078724662
GCN + Coul.,3.0690180360721446,5271.165334508231
GCN + Coul.,3.0930260521042086,5307.105752034357
GCN + Coul.,3.1170340681362725,5342.357087876222
GCN + Coul.,3.141042084168337,5376.909248194195
GCN + Coul.,3.165050100200401,5410.752289896892
GCN + Coul.,3.189058116232465,5443.876421802291
GCN + Coul.,3.213066132264529,5476.27200579882
GCN + Coul.,3.2370741482965935,5507.929558006443
GCN + Coul.,3.2610821643286574,5538.839749937769
GCN + Coul.,3.2850901803607218,5568.993409659127
GCN + Coul.,3.3090981963927857,5598.381522951662
GCN + Coul.,3.33310621242485,5626.995234472444
GCN + Coul.,3.357114228456914,5654.825848915549
GCN + Coul.,3.381122244488978,5681.864832173146
GCN + Coul.,3.4051302605210423,5708.1038124966035
GCN + Coul.,3.429138276553106,5733.53458165757
GCN + Coul.,3.4531462925851706,5758.149096109083
GCN + Coul.,3.4771543086172345,5781.9394781466435
GCN + Coul.,3.501162324649299,5804.898017069323
GCN + Coul.,3.525170340681363,5827.017170340854
GCN + Coul.,3.549178356713427,5848.289564750713
GCN + Coul.,3.573186372745491,5868.7079975752295
GCN + Coul.,3.5971943887775555,5888.265437738667
GCN + Coul.,3.6212024048096194,5906.955026974316
GCN + Coul.,3.6452104208416833,5924.770080985603
GCN + Coul.,3.6692184368737477,5941.704090607154
GCN + Coul.,3.6932264529058116,5957.750722965932
GCN + Coul.,3.717234468937876,5972.90382264228
GCN + Coul.,3.74124248496994,5987.157412831034
GCN + Coul.,3.7652505010020043,6000.505696502645
GCN + Coul.,3.7892585170340682,6012.943057564229
GCN + Coul.,3.8132665330661326,6024.464062020674
GCN + Coul.,3.8372745490981965,6035.063459135754
GCN + Coul.,3.8612825651302605,6044.736182593184
GCN + Coul.,3.885290581162325,6053.4773516577525
GCN + Coul.,3.9092985971943888,6061.282272336386
GCN + Coul.,3.933306613226453,6068.14643853926
GCN + Coul.,3.957314629258517,6074.065533240865
GCN + Coul.,3.9813226452905814,6079.035429641147
GCN + Coul.,4.005330661322645,6083.052192326557
GCN + Coul.,4.029338677354709,6086.112078431149
GCN + Coul.,4.053346693386773,6088.211538797708
GCN + Coul.,4.077354709418837,6089.347219138799
GCN + Coul.,4.101362725450902,6089.515961197886
GCN + Coul.,4.125370741482966,6088.714803910431
GCN + Coul.,4.14937875751503,6086.940984564951
GCN + Coul.,4.173386773547094,6084.191939964155
GCN + Coul.,4.197394789579158,6080.465307586002
GCN + Coul.,4.2214028056112225,6075.758926744831
GCN + Coul.,4.245410821643286,6070.070839752408
GCN + Coul.,4.26941883767535,6063.399293079047
GCN + Coul.,4.293426853707414,6055.742738514724
GCN + Coul.,4.317434869739479,6047.099834330116
GCN + Coul.,4.341442885771543,6037.469446437744
GCN + Coul.,4.365450901803607,6026.850649553033
GCN + Coul.,4.389458917835671,6015.242728355419
GCN + Coul.,4.413466933867735,6002.645178649442
GCN + Coul.,4.4374749498998,5989.0577085258465
GCN + Coul.,4.4614829659318636,5974.480239522661
GCN + Coul.,4.4854909819639275,5958.912907786289
GCN + Coul.,4.509498997995991,5942.356065232618
GCN + Coul.,4.533507014028056,5924.810280708096
GCN + Coul.,4.55751503006012,5906.276341150851
GCN + Coul.,4.581523046092184,5886.755252751739
GCN + Coul.,4.605531062124248,5866.24824211548
GCN + Coul.,4.629539078156313,5844.756757421719
GCN + Coul.,4.653547094188377,5822.282469586175
GCN + Coul.,4.677555110220441,5798.827273421635
GCN + Coul.,4.701563126252505,5774.393288799158
GCN + Coul.,4.7255711422845685,5748.982861809084
GCN + Coul.,4.749579158316633,5722.5985659221715
GCN + Coul.,4.773587174348697,5695.24320315068
GCN + Coul.,4.797595190380761,5666.919805209463
GCN + Coul.,4.821603206412825,5637.631634677031
GCN + Coul.,4.84561122244489,5607.382186156721
GCN + Coul.,4.869619238476954,5576.175187437701
GCN + Coul.,4.893627254509018,5544.014600656119
GCN + Coul.,4.917635270541082,5510.904623456197
GCN + Coul.,4.941643286573146,5476.8496901512735
GCN + Coul.,4.9656513026052105,5441.854472884955
GCN + Coul.,4.989659318637274,5405.923882792185
GCN + Coul.,5.013667334669338,5369.063071160319
GCN + Coul.,5.037675350701402,5331.277430590255
GCN + Coul.,5.061683366733467,5292.572596157489
GCN + Coul.,5.085691382765531,5252.954446573254
GCN + Coul.,5.109699398797595,5212.429105345558
GCN + Coul.,5.133707414829659,5171.002941940323
GCN + Coul.,5.157715430861723,5128.682572942437
GCN + Coul.,5.181723446893788,5085.474863216893
GCN + Coul.,5.2057314629258515,5041.386927069854
GCN + Coul.,5.2297394789579155,4996.426129409737
GCN + Coul.,5.253747494989979,4950.600086908334
GCN + Coul.,5.277755511022044,4903.916669161886
GCN + Coul.,5.301763527054108,4856.383999852166
GCN + Coul.,5.325771543086172,4808.010457907631
GCN + Coul.,5.349779559118236,4758.804678664426
GCN + Coul.,5.373787575150301,4708.7755550275415
GCN + Coul.,5.397795591182365,4657.93223863188
GCN + Coul.,5.421803607214429,4606.2841410033625
GCN + Coul.,5.445811623246493,4553.840934720037
GCN + Coul.,5.4698196392785565,4500.612554573098
GCN + Coul.,5.493827655310621,4446.609198728068
GCN + Coul.,5.517835671342685,4391.841329885854
GCN + Coul.,5.541843687374749,4336.3196764438235
GCN + Coul.,5.565851703406813,4280.055233656937
GCN + Coul.,5.589859719438878,4223.059264798799
GCN + Coul.,5.613867735470942,4165.3433023228
GCN + Coul.,5.637875751503006,4106.919149023145
GCN + Coul.,5.66188376753507,4047.7988791960006
GCN + Coul.,5.685891783567134,3987.994839800557
GCN + Coul.,5.7098997995991985,3927.5196516201577
GCN + Coul.,5.733907815631262,3866.386210423354
GCN + Coul.,5.757915831663326,3804.607688125009
GCN + Coul.,5.78192384769539,3742.1975339474075
GCN + Coul.,5.805931863727455,3679.1694755813232
GCN + Coul.,5.829939879759519,3615.5375203471303
GCN + Coul.,5.853947895791583,3551.3159563558856
GCN + Coul.,5.877955911823647,3486.5193536704446
GCN + Coul.,5.901963927855712,3421.1625654665168
GCN + Coul.,5.925971943887776,3355.260729193782
GCN + Coul.,5.9499799599198395,3288.8292677369973
GCN + Coul.,5.9739879759519035,3221.88389057705
GCN + Coul.,5.997995991983967,3154.4405949521006
GCN + Coul.,6.022004008016032,3086.515667018597
GCN + Coul.,6.046012024048096,3018.1256830125094
GCN + Coul.,6.07002004008016,2949.2875104102313
GCN + Coul.,6.094028056112224,2880.0183090898554
GCN + Coul.,6.118036072144289,2810.3355324921376
GCN + Coul.,6.142044088176353,2740.256928781664
GCN + Coul.,6.166052104208417,2669.800542007917
GCN + Coul.,6.190060120240481,2598.9847132663563
GCN + Coul.,6.2140681362725445,2527.8280818595285
GCN + Coul.,6.238076152304609,2456.3495864581873
GCN + Coul.,6.262084168336673,2384.56846626231
GCN + Coul.,6.286092184368737,2312.504262162267
GCN + Coul.,6.310100200400801,2240.176817899879
GCN + Coul.,6.334108216432866,2167.606281229515
GCN + Coul.,6.35811623246493,2094.8131050791962
GCN + Coul.,6.382124248496994,2021.8180487116533
GCN + Coul.,6.406132264529058,1948.6421788854623
GCN + Coul.,6.430140280561122,1875.3068710161624
GCN + Coul.,6.4541482965931865,1801.8338103372043
GCN + Coul.,6.47815631262525,1728.2449930612675
