prescription,R_fm,W_MeV
LCN,11.495831663326653,-134194.8857082283
LCN,11.519839679358718,-135385.67686967514
LCN,11.543847695390781,-136582.8933797142
LCN,11.567855711422846,-137786.5516481397
LCN,11.59186372745491,-138996.66808474567
LCN,11.615871743486974,-140213.25909932636
LCN,11.639879759519038,-141436.3411016761
LCN,11.663887775551101,-142665.93050158894
LCN,11.687895791583166,-143902.04370885913
LCN,11.711903807615231,-145144.6971332809
LCN,11.735911823647294,-146393.90718464824
LCN,11.759919839679359,-147649.6902727557
LCN,11.783927855711424,-148912.06280739716
LCN,11.807935871743487,-150181.0411983668
LCN,11.831943887775552,-151456.641855459
LCN,11.855951903807615,-152738.88118846779
LCN,11.87995991983968,-154027.7756071876
LCN,11.903967935871744,-155323.34152141237
LCN,11.927975951903807,-156625.5953409363
LCN,11.951983967935872,-157934.55347555378
LCN,11.975991983967935,-159250.2323350588
LCN,12.0,-160572.64832924563
GCN,0.02,0.5007465512075926
GCN,0.044008016032064126,2.4134054747739917
GCN,0.06801603206412826,5.738374179008673
GCN,0.0920240480961924,10.45584785439521
GCN,0.11603206412825652,16.546021691417167
GCN,0.14004008016032063,23.989090880558113
GCN,0.16404809619238478,32.76525061230165
GCN,0.1880561122244489,42.85469607713131
GCN,0.21206412825651302,54.23762246553069
GCN,0.23607214428857715,66.89422496798335
GCN,0.2600801603206413,80.80469877497288
GCN,0.28408817635270545,95.94923907698285
GCN,0.3080961923847696,112.30804106449682
GCN,0.3321042084168337,129.86129992799832
GCN,0.35611222444889784,148.589210857971
GCN,0.38012024048096194,168.47196904489837
GCN,0.4041282565130261,189.48976967926407
GCN,0.42813627254509024,211.62280795155164
GCN,0.45214428857715433,234.8512790522446
GCN,0.4761523046092185,259.15537817182656
GCN,0.5001603206412826,284.5153005007811
GCN,0.5241683366733467,310.91124122959184
GCN,0.5481763527054109,338.3233955487423
GCN,0.572184368737475,366.731958648716
GCN,0.5961923847695392,396.1171257199967
GCN,0.6202004008016032,426.45909195306757
GCN,0.6442084168336674,457.73805253841255
GCN,0.6682164328657315,489.9342026665152
GCN,0.6922244488977957,523.0277375278591
GCN,0.7162324649298598,556.9988523129276
GCN,0.7402404809619239,591.8277422122043
GCN,0.764248496993988,627.4946024161729
GCN,0.7882565130260522,663.9796281153172
GCN,0.8122645290581163,701.2630145001203
GCN,0.8362725450901805,739.3249567610661
GCN,0.8602805611222445,778.1456500886379
GCN,0.8842885771543086,817.7052896733194
GCN,0.9082965931863728,857.9840707055944
GCN,0.9323046092184369,898.9621883759462
GCN,0.9563126252505011,940.6198378748584
GCN,0.9803206412825651,982.9372143928144
GCN,1.0043286573146293,1025.8945131202984
GCN,1.0283366733466934,1069.4719292477935
GCN,1.0523446893787576,1113.6496579657833
GCN,1.0763527054108217,1158.4078944647513
GCN,1.1003607214428859,1203.7268339351813
GCN,1.12436873747495,1249.5866715675566
GCN,1.1483767535070142,1295.9676025523609
GCN,1.1723847695390783,1342.8498220800782
GCN,1.1963927855711423,1390.2135253411907
GCN,1.2204008016032064,1438.0389075261837
GCN,1.2444088176352706,1486.30616382554
GCN,1.2684168336673347,1534.9954894297432
GCN,1.2924248496993989,1584.0870795292767
GCN,1.316432865731463,1633.561129314624
GCN,1.3404408817635272,1683.3978339762696
GCN,1.3644488977955913,1733.5773887046957
GCN,1.3884569138276555,1784.079988690387
GCN,1.4124649298597196,1834.8858291238264
GCN,1.4364729458917835,1885.9751051954977
GCN,1.4604809619238477,1937.3280120958839
GCN,1.4844889779559118,1988.9247450154699
GCN,1.508496993987976,2040.7454991447385
GCN,1.5325050100200401,2092.770469674173
GCN,1.5565130260521043,2144.9798517942572
GCN,1.5805210420841684,2197.353840695475
GCN,1.6045290581162326,2249.8726315683093
GCN,1.6285370741482967,2302.5164196032447
GCN,1.6525450901803609,2355.2653999907634
GCN,1.676553106212425,2408.0997679213497
GCN,1.700561122244489,2460.9997185854872
GCN,1.7245691382765531,2513.9454471736603
GCN,1.7485771543086173,2566.9171488763513
GCN,1.7725851703406814,2619.8950188840436
GCN,1.7965931863727456,2672.859252387222
GCN,1.8206012024048097,2725.7900445763694
GCN,1.8446092184368739,2778.6675906419696
GCN,1.868617234468938,2831.472085774505
GCN,1.8926252505010022,2884.1837251644615
GCN,1.9166332665330663,2936.7827040023208
GCN,1.9406412825651302,2989.2492174785666
GCN,1.9646492985971944,3041.563460783683
GCN,1.9886573146292585,3093.7056291081535
GCN,2.0126653306613225,3145.6559176424607
GCN,2.036673346693387,3197.394521577091
GCN,2.060681362725451,3248.901636102525
GCN,2.084689378757515,3300.1574564092475
GCN,2.108697394789579,3351.1421776877423
GCN,2.1327054108216434,3401.8359951284915
GCN,2.1567134268537074,3452.2191039219806
GCN,2.1807214428857717,3502.2716992586916
GCN,2.2047294589178357,3551.9739763291095
GCN,2.2287374749499,3601.3061303237178
GCN,2.252745490981964,3650.2483564329978
GCN,2.2767535070140283,3698.780849847436
GCN,2.3007615230460923,3746.8838057575135
GCN,2.3247695390781566,3794.5374193537173
GCN,2.3487775551102206,3841.721885826526
GCN,2.3727855711422845,3888.417400366426
GCN,2.396793587174349,3934.604158163904
GCN,2.420801603206413,3980.2623544094367
GCN,2.444809619238477,4025.372184293514
GCN,2.468817635270541,4069.913843006615
GCN,2.4928256513026055,4113.867525739225
GCN,2.5168336673346694,4157.213427681828
GCN,2.5408416833667338,4199.931744024909
GCN,2.5648496993987977,4242.002669958947
GCN,2.5888577154308616,4283.406400674431
GCN,2.612865731462926,4324.123131361838
GCN,2.63687374749499,4364.13305721166
GCN,2.6608817635270543,4403.416373414374
GCN,2.6848897795591182,4441.953275160465
GCN,2.7088977955911826,4479.723957640419
GCN,2.7329058116232465,4516.708616044716
GCN,2.756913827655311,4552.8874455638415
GCN,2.780921843687375,4588.240641388279
GCN,2.804929859719439,4622.748398708513
GCN,2.828937875751503,4656.390912715026
GCN,2.852945891783567,4689.148378598301
GCN,2.8769539078156314,4721.00099154882
GCN,2.9009619238476954,4751.928946757074
GCN,2.9249699398797597,4781.912439413538
GCN,2.9489779559118237,4810.931664708699
GCN,2.972985971943888,4838.96681783304
GCN,2.996993987975952,4865.998093977048
GCN,3.0210020040080163,4892.005688331202
GCN,3.0450100200400803,4916.969796085986
GCN,3.0690180360721446,4940.870612431885
GCN,3.0930260521042086,4963.688332559385
GCN,3.1170340681362725,4985.403151658963
GCN,3.141042084168337,5005.99526492111
GCN,3.165050100200401,5025.444867536305
GCN,3.189058116232465,5043.73215469503
GCN,3.213066132264529,5060.837321587774
GCN,3.2370741482965935,5076.740563405014
GCN,3.2610821643286574,5091.422075337241
GCN,3.2850901803607218,5104.8620525749375
GCN,3.3090981963927857,5117.04069030858
GCN,3.33310621242485,5127.938183728656
GCN,3.357114228456914,5137.534728025652
GCN,3.381122244488978,5145.81051839005
GCN,3.4051302605210423,5152.745750012333
GCN,3.429138276553106,5158.320618082982
GCN,3.4531462925851706,5162.515317792484
GCN,3.4771543086172345,5165.3100443313215
GCN,3.501162324649299,5166.684992889976
GCN,3.525170340681363,5166.620358658936
GCN,3.549178356713427,5165.096336828681
GCN,3.573186372745491,5162.093122589697
GCN,3.5971943887775555,5157.590911132467
GCN,3.6212024048096194,5151.5698976474705
GCN,3.6452104208416833,5144.010277325198
GCN,3.6692184368737477,5134.892245356123
GCN,3.6932264529058116,5124.1959969307445
GCN,3.717234468937876,5111.901727239538
GCN,3.74124248496994,5097.989631472978
GCN,3.7652505010020043,5082.43990482156
GCN,3.7892585170340682,5065.232742475768
GCN,3.8132665330661326,5046.348339626074
GCN,3.8372745490981965,5025.766891462976
GCN,3.8612825651302605,5003.468593176945
GCN,3.885290581162325,4979.433639958472
GCN,3.9092985971943888,4953.642226998039
GCN,3.933306613226453,4926.074549486133
GCN,3.957314629258517,4896.710802613226
