set,quark_tag,snapshot,sigma,phase,nBH_over_n0,T_nuc_MeV
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.2541806696146558,34.8846307624645
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.2939797852179407,34.10818086092006
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.333779532533165,33.367942896042386
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.3735786481364498,32.65914792957918
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.413377763739735,31.977795625765904
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.453177511054959,31.320584134877766
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.4929766266582438,30.685000512781997
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.532775742261529,30.068777657030857
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.5725754895767532,29.470110907872375
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.6123746051800378,28.887468060670884
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.652173720783323,28.31960459101299
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.6919734680985472,27.765355707387673
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.7317725837018318,27.22382484830311
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.771571699305117,26.694407726731168
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.8113714466203412,26.176394569195807
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.8511705622236259,25.66913170716032
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.890969677826911,25.17218579217505
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.9307694251421352,24.68531041544499
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,1.9705685407454203,24.208250444579196
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.010367656348705,23.74091299125965
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.050167403663929,23.28261184819701
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.089966519267214,22.83355313269103
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.129765634870499,22.393440487831743
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.169565382185723,21.96246963142655
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.209364497789008,21.540313553145005
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.249163613392293,21.127511267065756
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.2889633607075175,20.723900291357467
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.328762476310802,20.329473505455525
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.368561591914087,19.94409884565508
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.4083613392293115,19.5674463647107
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.448160454832596,19.200407615869022
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.4879595704358817,18.843552068964453
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.5277593177511055,18.49652764542221
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.56755843335439,18.159328133780583
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.6073575489576757,17.83199480111585
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.6471572962728995,17.5138343326763
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.686956411876184,17.2046222903649
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.726756159191409,16.904708366738205
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.7665552747946935,16.613628895686826
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.8063543903979786,16.331708395737902
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.846154137713203,16.058391905826035
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.8859532533164876,15.794017131807701
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.9257523689197726,15.538149202006236
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,2.965552116234997,15.289987354954752
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.0053512318382816,15.048161678319111
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.0451503474415667,14.811520264150095
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.084950094756791,14.580265405395554
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.124749210360076,14.353731139742413
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.1645483259633607,14.13191943991639
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.204348073278585,13.914261332641821
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.2441471888818696,13.700952303075509
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.283946304485155,13.49253567010527
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.323746051800379,13.288887842745526
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.3635451674036636,13.090187647709703
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.403344283006949,12.896160606229866
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.443144030322173,12.706547842392565
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.4829431459254576,12.521068540151017
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.522742261528743,12.33929288011251
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.562542008843967,12.160644328213024
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.6023411244472525,11.985008030698419
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.642140240050537,11.811772988564268
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.681939987365761,11.640535032695926
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.7217391029690465,11.47131775770147
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.761538218572331,11.304078250389928
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.801337965887555,11.139174312021257
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.8411370814908405,10.976951764048675
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.880936197094125,10.817755503539049
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.92073594440935,10.662129264225744
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,3.9605350600126346,10.510671138350943
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.00033417561592,10.363830218202589
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.040133922931144,10.221824049005763
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.079933038534429,10.08526625858717
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.119732154137713,9.954197195762353
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.1595319014529375,9.828554419973266
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.199331017056222,9.704845202046824
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.239130132659508,9.582958240987734
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.278929879974732,9.46241771253594
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.318728995578017,9.34288340386528
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.358528742893241,9.224213985194574
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.3983278584965255,9.106249553199532
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.43812697409981,8.988760359855133
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.477926721415035,8.871927917008358
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.51772583701832,8.75554849602167
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.557524952621605,8.639983771152007
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.597324699936829,8.525204378484531
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.6371238155401135,8.411561371920644
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.676922931143398,8.299424204726616
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.716722678458623,8.189127990168574
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.756521794061908,8.081102543153289
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.796320909665193,7.975651898345553
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.836120656980417,7.873551664554866
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.875919772583702,7.77537982680787
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.915718888186986,7.6816271773357645
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.955518635502211,7.592507709046364
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,4.995317751105496,7.507985661365974
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.035116866708781,7.427670834994989
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.074916614024005,7.351156999435923
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.11471572962729,7.277982272171086
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.154514845230575,7.207575565369637
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.194314592545799,7.13929650536639
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.234113708149084,7.072846156702785
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.273912823752369,7.007608823159629
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.313712571067593,6.94324241445939
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.353511686670878,6.879321783566625
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.393310802274163,6.8155016712191
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.433110549589387,6.7515909925926145
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.472909665192672,6.687216943615012
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.512708780795958,6.622184335670219
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.552508528111181,6.556279166012771
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.592307643714466,6.489126266085465
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.632106759317751,6.420615299613427
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.6719065066329755,6.350369919140764
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.711705622236261,6.2781296013432195
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.751504737839546,6.203380818806852
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.791304485154769,6.12566720633889
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.831103600758055,6.044544503919079
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.870902716361339,5.959013986165586
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.9107024636765635,5.868633965860057
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.950501579279849,5.773018474684996
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,5.990300694883134,5.672373480668681
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.030100442198358,5.56711746138835
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.069899557801643,5.458335001375332
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.109699305116867,5.34770807316924
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.149498420720152,5.237172299003584
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.189297536323437,5.128627668098349
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.22909728363866,5.02379885226505
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.268896399241946,4.923906530451456
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.308695514845231,4.8297017190366445
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.348496525584333,4.741444423603574
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.3882943777637395,4.659203561957476
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.428092229943147,4.582778109982064
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.467890082122553,4.511819672755899
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.507694251421352,4.461479631658309
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.547492103600758,4.4128232307081605
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.587289955780164,4.365068837514554
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.62708780795957,4.3180995892334195
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.666891977258371,4.271795923976494
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.706689829437776,4.22616837075146
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.746487681617182,4.181201961398312
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.786285533796589,4.136788232503872
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.826089703095389,4.092912600276607
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.865887555274795,4.049502395397258
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.905685407454201,4.006544244588522
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.9454832596336065,3.963858724259254
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,6.985287428932407,3.9213184018821408
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.025085281111814,3.8786917412185264
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.064883133291219,3.8358193467584085
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.104680985470625,3.792534461069618
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.1444788376500314,3.7486696916289666
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.1842830069488315,3.7041104011154
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.224080859128238,3.658675295567164
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.263878711307644,3.6123318543630187
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.30367656348705,3.5648478054909623
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.34348073278585,3.5161557685277884
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.3832785849652565,3.466244556427253
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.423076437144663,3.41505113603231
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.462874289324068,3.3626187734303277
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.502678458622867,3.308921875346792
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.542476310802275,3.2540540900684993
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.5822741629816806,3.198075613108587
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.622072015161087,3.1411333775001853
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.661869867340493,3.0834549861685474
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.701674036639292,3.025218718203766
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.741471888818699,2.9667523677063383
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.7812697409981055,2.9082844715139298
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.821067593177512,2.8501509757208248
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.860871762476311,2.793043774160194
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.900669614655716,2.7368984376619534
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.940467466835124,2.6818832740969096
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,7.98026531901453,2.628262260217371
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.020069488313329,2.576267356385068
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.059867340492735,2.526045388102307
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.099665192672141,2.4777070078844083
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.13946304485155,2.431371551503382
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.179267214150348,2.3870459125034804
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.219065066329753,2.344765562246359
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.258862918509159,2.3044890428792018
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.298660770688565,2.266168294240558
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.338458622867973,2.2297508875174072
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.378262792166772,2.1951906497424702
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.418060644346179,2.162385705672373
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.457858496525585,2.1312547260708787
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.49765634870499,2.1017332255183496
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.53746051800379,2.0736610617803395
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.577258370183197,2.047062826401718
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.617056222362603,2.0218475718676974
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.656854074542009,1.9979415162525909
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.696658243840808,1.9752398090660095
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.736456096020214,1.9536467408261216
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.77625394819962,1.933089077773897
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.816051800379027,1.9134862886379835
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.855855969677828,1.8947574785831054
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.895653821857234,1.8768423651915462
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.93545167403664,1.8597076380665525
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,8.975249526216045,1.8432803079609144
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.015047378395451,1.827516791401904
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.054851547694252,1.8123861408984963
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.094649399873658,1.7978505747460891
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.134447252053064,1.7838753480533778
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.17424510423247,1.7704202668416371
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.21404927353127,1.7574649638724134
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.253847125710676,1.7449832937739544
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.293644977890082,1.73294182596899
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.333442830069488,1.7213337601119303
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.373246999368288,1.7101224462216262
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.413044851547696,1.6992955930290616
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.452842703727102,1.6884347061923088
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.492640555906506,1.6778365104190207
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.532438408085913,1.6675785376759293
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.572242577384712,1.657634831580841
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.61204042956412,1.6479990899622627
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.651838281743526,1.6386588968840223
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.691636133922932,1.6296029383569404
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.731440303221731,1.6208201058702736
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.771238155401138,1.6122998609433303
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.811036007580544,1.6040321630814571
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.85083385975995,1.596007755744945
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.89063802905875,1.5882130953791551
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.930435881238155,1.580648630132699
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,9.970233733417562,1.5733017026225575
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.010031585596968,1.5661600526829704
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.049835754895767,1.5592247028760555
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.089633607075173,1.552480808495174
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.12943145925458,1.5459288720171227
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.169229311433986,1.5395552513037625
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.209027163613394,1.5333609927320007
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.248831332912193,1.5273333684364447
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.288629185091597,1.5214707267232905
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.328427037271004,1.5157685876805986
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.36822488945041,1.5102201870354721
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.40802905874921,1.5048111778300002
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.447826910928617,1.4995535147823689
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.487624763108023,1.4944320168185594
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.52742261528743,1.4894451951721774
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.567226784586229,1.4845913077155906
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.607024636765635,1.4798611264677546
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.646822488945041,1.4752558333967414
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.686620341124447,1.4707667602327643
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.726424510423248,1.4663928305464071
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.766222362602655,1.46213265737995
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.806020214782059,1.4579785578172006
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.845818066961465,1.4539295193079655
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.885615919140871,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.925420088439672,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,10.965217940619079,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.005015792798485,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.044813644977891,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.08461781427669,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.124415666456096,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.164213518635503,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.204011370814909,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.243815540113708,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.283613392293114,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.32341124447252,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.363209096651927,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.403006948831333,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.442811118130132,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.482608970309538,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.522406822488946,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.562204674668353,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.602008843967152,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.641806696146556,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.681604548325963,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.72140240050537,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.76120656980417,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.801004421983576,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.840802274162982,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.880600126342388,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.920404295641188,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,11.960202147820594,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,cfl,12.0,1.4501158033513286
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,unpCFL,0.4183946304485155,97.84290480835314
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,unpCFL,0.4581939987365761,95.38495281483496
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,unpCFL,0.49799330385344287,92.76648787227518
Set B,B4158_D157_a0.13_ms100,$t_0$,150.0,unpCFL,0.5377926721415035,89.91600360211785
