set,quark_tag,snapshot,sigma,phase,nBH_over_n0,T_nuc_MeV
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.1,67.96794417542887
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.13979930511686672,55.397437022208564
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.17959867340492736,44.893854541675296
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.21939797852179407,38.724007986263274
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.25919734680985473,35.028902107385115
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.2989966519267214,32.51514994419555
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.33879595704358817,30.645637586739568
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.3785953253316488,29.167585133362085
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.4183946304485155,27.945913897011405
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.4581939987365761,26.901757546861496
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.49799330385344287,25.985599266004854
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.5377926721415035,25.16537868151032
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.5775919772583702,24.41973289325749
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.6173912823752369,23.7324027791683
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.6571907770056854,23.091615215687906
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.6969898926089704,22.49045216034379
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.7367890082122552,21.92200784780286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.7765887555274795,21.380394218629423
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.8163878711307644,20.86104494136756
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.8561869867340492,20.361245262498723
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.8959867340492736,19.8794886967043
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.9357858496525585,19.41343534395099
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,0.9755855969677827,18.959469435198297
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.0153847125710675,18.51606998269753
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.0551838281743526,18.08245155512358
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.0949835754895767,17.65870404867427
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.1347826910928616,17.245197275000507
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.1745818066961466,16.840866872294676
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.214381554011371,16.442300533896148
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.2541806696146558,16.047695298859402
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.2939797852179407,15.65931050466815
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.333779532533165,15.279049031355116
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.3735786481364498,14.907717584545251
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.413377763739735,14.544618493022186
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.453177511054959,14.18787764490289
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.4929766266582438,13.834897039475038
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.532775742261529,13.48378218857668
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.5725754895767532,13.136541802621325
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.6123746051800378,12.804224073433769
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.652173720783323,12.482655591864344
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.6919734680985472,12.170727161783821
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.7317725837018318,11.866755931023183
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.771571699305117,11.567954003380422
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.8113714466203412,11.271991274594694
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.8511705622236259,10.978632989766476
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.890969677826911,10.689368274482433
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.9307694251421352,10.407066502653485
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,1.9705685407454203,10.135049373181756
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.010367656348705,9.876751673233274
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.050167403663929,9.633908895222858
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.089966519267214,9.404463916047108
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.129765634870499,9.177011924197485
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.169565382185723,8.941179329059517
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.209364497789008,8.703130768993443
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.249163613392293,8.462496595336969
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.2889633607075175,8.220185723961412
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.328762476310802,7.9781549153402285
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.368561591914087,7.740934414474881
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.4083613392293115,7.517087699721413
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.448160454832596,7.310199733536481
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.4879595704358817,7.119427687708291
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.5277593177511055,6.942931998452419
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.56755843335439,6.7784881196511355
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.6073575489576757,6.6250515497175755
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.6471572962728995,6.4823930952866915
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.686956411876184,6.350913706901634
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.726756159191409,6.232312082656349
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.7665552747946935,6.128133646488423
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.8063543903979786,6.040647593309848
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.846154137713203,5.971866594159802
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.8859532533164876,5.921509102068803
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.9257523689197726,5.888258268223673
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,2.965552116234997,5.869257239355137
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.0053512318382816,5.861407483865961
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.0451503474415667,5.862192987774273
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.084950094756791,5.86932279209497
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.124749210360076,5.881227830909204
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.1645483259633607,5.896454245438244
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.204348073278585,5.913900356197181
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.2441471888818696,5.932581141600795
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.283946304485155,5.952196890754021
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.323746051800379,5.971777578951398
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.3635451674036636,5.991360872510761
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.403344283006949,6.010034116176152
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.443144030322173,6.028112467072291
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.4829431459254576,6.045091336730811
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.522742261528743,6.060934168128613
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.562542008843967,6.075687768541695
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.6023411244472525,6.088988444038821
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.642140240050537,6.101258598728293
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.681939987365761,6.111993753359567
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.7217391029690465,6.121233103630053
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.761538218572331,6.129373919540598
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.801337965887555,6.1358209490637865
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.8411370814908405,6.140842726739502
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.880936197094125,6.144471897418421
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.92073594440935,6.146392408023868
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,3.9605350600126346,6.146813406409366
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.00033417561592,6.1456137891497775
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.040133922931144,6.142911765718435
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.079933038534429,6.13872791255547
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.119732154137713,6.133332858769694
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.1595319014529375,6.126288562384142
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.199331017056222,6.117855267175122
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.239130132659508,6.107968560721963
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.278929879974732,6.09700323705928
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.318728995578017,6.084492635994224
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.358528742893241,6.070522395119631
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.3983278584965255,6.055302489340538
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.43812697409981,6.038316850057122
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.477926721415035,6.019677808070697
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.51772583701832,5.999481395519691
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.557524952621605,5.977212293812161
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.597324699936829,5.953338528431999
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.6371238155401135,5.927308391863183
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.676922931143398,5.899436157978298
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.716722678458623,5.8696778743062765
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.756521794061908,5.838001161230813
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.796320909665193,5.804888159929251
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.836120656980417,5.770240650683968
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.875919772583702,5.7343888850130025
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.915718888186986,5.696839343687272
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.955518635502211,5.658114116715173
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,4.995317751105496,5.61736125384251
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.035116866708781,5.574959597778419
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.074916614024005,5.530018188456459
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.11471572962729,5.4825258115138435
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.154514845230575,5.432414771849049
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.194314592545799,5.379440626260361
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.234113708149084,5.32368947396797
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.273912823752369,5.265061491115287
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.313712571067593,5.204409788210328
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.353511686670878,5.14172751844225
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.393310802274163,5.077333108348135
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.433110549589387,5.012185639550508
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.472909665192672,4.946583485744359
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.512708780795958,4.881215271558342
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.552508528111181,4.81624676012817
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.592307643714466,4.75211181638182
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.632106759317751,4.689318625968992
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.6719065066329755,4.627938296389183
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.711705622236261,4.568348767845242
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.751504737839546,4.5106433885240795
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.791304485154769,4.460239499220215
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.831103600758055,4.4184452931111124
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.870902716361339,4.376095785110143
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.9107024636765635,4.333318211392874
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.950501579279849,4.289723758981496
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,5.990300694883134,4.245446839085849
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.030100442198358,4.200348570914275
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.069899557801643,4.1541068004901724
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.109699305116867,4.1067904620825075
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.149498420720152,4.058253969604688
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.189297536323437,4.008150257208582
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.22909728363866,3.956418151881991
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.268896399241946,3.902761305294582
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.308695514845231,3.846710032049064
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.348496525584333,3.7878191865636675
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.3882943777637395,3.725732864983288
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.428092229943147,3.659947486107132
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.467890082122553,3.5900078457144895
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.507694251421352,3.515576914356646
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.547492103600758,3.4362626305806807
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.587289955780164,3.3518840917840995
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.62708780795957,3.262522193476907
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.666891977258371,3.16839158970156
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.706689829437776,3.0703339055833427
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.746487681617182,2.970043842755195
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.786285533796589,2.8699817562269563
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.826089703095389,2.77315135628795
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.865887555274795,2.6813649014053835
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.905685407454201,2.5952432105389724
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.9454832596336065,2.515163849980294
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,6.985287428932407,2.4410101460826246
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.025085281111814,2.3724740129597577
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.064883133291219,2.309260903858511
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.104680985470625,2.251216660582675
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.1444788376500314,2.197751333074663
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.1842830069488315,2.148540714455972
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.224080859128238,2.103209097260161
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.263878711307644,2.061344479300584
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.30367656348705,2.0227468745146195
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.34348073278585,1.9870848606674725
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.3832785849652565,1.9540287577459134
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.423076437144663,1.9233001361074213
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.462874289324068,1.8946474460373062
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.502678458622867,1.8678416145281729
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.542476310802275,1.8426906763325468
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.5822741629816806,1.8190288608133196
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.622072015161087,1.796735400738098
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.661869867340493,1.7757082675163072
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.701674036639292,1.7558240144379376
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.741471888818699,1.737021486859181
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.7812697409981055,1.719178712962914
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.821067593177512,1.7022528668760113
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.860871762476311,1.685628299976649
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.900669614655716,1.669616482090746
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.940467466835124,1.6543360831446556
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,7.98026531901453,1.63974707251487
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.020069488313329,1.6258289897030704
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.059867340492735,1.6125283337953866
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.099665192672141,1.599812006816533
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.13946304485155,1.5876652449553246
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.179267214150348,1.5760406041244674
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.219065066329753,1.564925464742863
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.258862918509159,1.5542810839785541
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.298660770688565,1.544082844908286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.338458622867973,1.5343085292633816
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.378262792166772,1.5249477962528073
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.418060644346179,1.5159701534566377
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.457858496525585,1.5073566292629819
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.49765634870499,1.499099030820504
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.53746051800379,1.4911716247877953
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.577258370183197,1.4835669851830704
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.617056222362603,1.4762622180806815
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.656854074542009,1.4692504544969736
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.696658243840808,1.462511290312201
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.736456096020214,1.4560328385559624
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.77625394819962,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.816051800379027,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.855855969677828,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.895653821857234,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.93545167403664,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,8.975249526216045,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.015047378395451,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.054851547694252,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.094649399873658,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.134447252053064,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.17424510423247,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.21404927353127,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.253847125710676,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.293644977890082,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.333442830069488,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.373246999368288,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.413044851547696,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.452842703727102,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.492640555906506,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.532438408085913,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.572242577384712,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.61204042956412,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.651838281743526,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.691636133922932,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.731440303221731,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.771238155401138,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.811036007580544,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.85083385975995,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.89063802905875,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.930435881238155,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,9.970233733417562,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.010031585596968,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.049835754895767,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.089633607075173,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.12943145925458,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.169229311433986,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.209027163613394,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.248831332912193,1.4501158033513286
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.288629185091597,1.2985242662580878
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.328427037271004,1.0743713021947463
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.36822488945041,0.8114421963742752
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.40802905874921,0.6032831127968047
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.447826910928617,0.4690484752681586
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.487624763108023,0.382474999996233
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.52742261528743,0.3235926539967577
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.567226784586229,0.28145886685561305
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.607024636765635,0.24994268472103762
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.646822488945041,0.2255790196390267
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.686620341124447,0.20620424357577682
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.726424510423248,0.19043885913672354
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.766222362602655,0.17738948637498927
Set A,B4145_D80_a0.16_ms100,$t_0$,50.0,unpaired,10.806020214782059,0.1664046487084544
